source_token	source_title	kind	text	url	target_token
SNOywxdl5iccH8kO413czWBKnwe	01 美化模组（替换现有贴图）	official-wiki	06 资源	https://ka7deoo0opr.feishu.cn/wiki/R8V7wQUQuiEdq8kaDRzcT1vXn5c	R8V7wQUQuiEdq8kaDRzcT1vXn5c
SNOywxdl5iccH8kO413czWBKnwe	01 美化模组（替换现有贴图）	official-wiki	07 建筑	https://ka7deoo0opr.feishu.cn/wiki/SqhhwDgKAi2NLhkYRgwcdWrdnff	SqhhwDgKAi2NLhkYRgwcdWrdnff
SNOywxdl5iccH8kO413czWBKnwe	01 美化模组（替换现有贴图）	official-wiki	08 平台	https://ka7deoo0opr.feishu.cn/wiki/V8l8wVIUaitF7rkIBpQcSVLPnWe	V8l8wVIUaitF7rkIBpQcSVLPnWe
SNOywxdl5iccH8kO413czWBKnwe	01 美化模组（替换现有贴图）	official-wiki	09 载具	https://ka7deoo0opr.feishu.cn/wiki/ApFewNFGeie7OYkImngcrxyQn2b	ApFewNFGeie7OYkImngcrxyQn2b
HUAbwaN2hiWLsAkSwrJczQmun9e	02 NPC	official-wiki	02 ID对照表（NPC）	https://ka7deoo0opr.feishu.cn/wiki/LlZgw36I2iOtX0kOkSGcfWTyn8c	LlZgw36I2iOtX0kOkSGcfWTyn8c
HUAbwaN2hiWLsAkSwrJczQmun9e	02 NPC	official-wiki	查看示例模组	https://ka7deoo0opr.feishu.cn/wiki/GmfKwSHv0i5E9EkaupNcjRdIn4d	GmfKwSHv0i5E9EkaupNcjRdIn4d
PwfowuR9Ti1OJGkH6j8cypQ6n6D	02 基础内容模组	external	Notepad--	https://gitee.com/cxasm/notepad--/releases/tag/v3.7.2	
PwfowuR9Ti1OJGkH6j8cypQ6n6D	02 基础内容模组	external	VSCode	https://code.visualstudio.com/Download	
PwfowuR9Ti1OJGkH6j8cypQ6n6D	02 基础内容模组	official-wiki	01 新增道具	https://ka7deoo0opr.feishu.cn/wiki/OFS1w4gFSiDkHRkXX1Pcu4ihnNh	OFS1w4gFSiDkHRkXX1Pcu4ihnNh
PwfowuR9Ti1OJGkH6j8cypQ6n6D	02 基础内容模组	official-wiki	02 新增帽子	https://ka7deoo0opr.feishu.cn/wiki/PxaIwKgsPiua7okPqgdcoCOZnkF	PxaIwKgsPiua7okPqgdcoCOZnkF
PwfowuR9Ti1OJGkH6j8cypQ6n6D	02 基础内容模组	official-wiki	03 新增装饰设备	https://ka7deoo0opr.feishu.cn/wiki/PSUjwr1GuiRixsk95HlcYTVQnPd	PSUjwr1GuiRixsk95HlcYTVQnPd
PwfowuR9Ti1OJGkH6j8cypQ6n6D	02 基础内容模组	official-wiki	04 新增配方	https://ka7deoo0opr.feishu.cn/wiki/VxeWw7ZDjiqFcTk0yLxcnB53n9b	VxeWw7ZDjiqFcTk0yLxcnB53n9b
PwfowuR9Ti1OJGkH6j8cypQ6n6D	02 基础内容模组	official-wiki	05 新增商店道具	https://ka7deoo0opr.feishu.cn/wiki/CKj3wewhLiTuCkk2GrqceORunUg	CKj3wewhLiTuCkk2GrqceORunUg
PwfowuR9Ti1OJGkH6j8cypQ6n6D	02 基础内容模组	official-wiki	06 综合案例一（新增道具）	https://ka7deoo0opr.feishu.cn/wiki/KWqewbBLEiRw1Pkcn6lcZpQ7nXg	KWqewbBLEiRw1Pkcn6lcZpQ7nXg
PwfowuR9Ti1OJGkH6j8cypQ6n6D	02 基础内容模组	official-wiki	07 综合案例二（新增帽子）	https://ka7deoo0opr.feishu.cn/wiki/WnCwwkXA4ixLjFkx2SIcTyyIned	WnCwwkXA4ixLjFkx2SIcTyyIned
PwfowuR9Ti1OJGkH6j8cypQ6n6D	02 基础内容模组	official-wiki	08 综合案例三（新增设备）	https://ka7deoo0opr.feishu.cn/wiki/P57twsINsitUu6kWCDEc4vz6nNc	P57twsINsitUu6kWCDEc4vz6nNc
PwfowuR9Ti1OJGkH6j8cypQ6n6D	02 基础内容模组	official-wiki	09 综合案例四（新增墙纸）	https://ka7deoo0opr.feishu.cn/wiki/YHhawESrpidQRikIjWJczOLLnrh	YHhawESrpidQRikIjWJczOLLnrh
PwfowuR9Ti1OJGkH6j8cypQ6n6D	02 基础内容模组	official-wiki	10 综合案例五（新增平台）	https://ka7deoo0opr.feishu.cn/wiki/OdcywZdsuiio3MkdpLdcJretnte	OdcywZdsuiio3MkdpLdcJretnte
PxaIwKgsPiua7okPqgdcoCOZnkF	02 新增帽子	official-wiki	07 综合案例二（新增帽子）	https://ka7deoo0opr.feishu.cn/wiki/WnCwwkXA4ixLjFkx2SIcTyyIned	WnCwwkXA4ixLjFkx2SIcTyyIned
PxaIwKgsPiua7okPqgdcoCOZnkF	02 新增帽子	official-wiki	查看示例模组	https://ka7deoo0opr.feishu.cn/wiki/GmfKwSHv0i5E9EkaupNcjRdIn4d	GmfKwSHv0i5E9EkaupNcjRdIn4d
O64fw47MJiC2qXk8A4fc4RsInyf	02 新增鱼	official-wiki	07 综合案例二（新增鱼)	https://ka7deoo0opr.feishu.cn/wiki/KkZ0wpgT1iLu4Vk2P32cNxnrnCd	KkZ0wpgT1iLu4Vk2P32cNxnrnCd
O64fw47MJiC2qXk8A4fc4RsInyf	02 新增鱼	official-wiki	10 ID对照表（鱼）	https://ka7deoo0opr.feishu.cn/wiki/U3NBw40BAifRlPkyf8gc1tufnrd	U3NBw40BAifRlPkyf8gc1tufnrd
O64fw47MJiC2qXk8A4fc4RsInyf	02 新增鱼	official-wiki	查看示例模组	https://ka7deoo0opr.feishu.cn/wiki/GmfKwSHv0i5E9EkaupNcjRdIn4d	GmfKwSHv0i5E9EkaupNcjRdIn4d
Rv1swL7JEiLHSZkaNk7cFyyXnIh	02 道具数据模板	official-wiki	查看示例模组	https://ka7deoo0opr.feishu.cn/wiki/GmfKwSHv0i5E9EkaupNcjRdIn4d	GmfKwSHv0i5E9EkaupNcjRdIn4d
NKSJwBudUi9q89kN9GXcpQKwnRe	03 备用贴图	official-wiki	查看示例模组	https://ka7deoo0opr.feishu.cn/wiki/GmfKwSHv0i5E9EkaupNcjRdIn4d	GmfKwSHv0i5E9EkaupNcjRdIn4d
POkcwjhF3iPzmikWRZ2cn8n9ncf	03 小动物	official-wiki	03 ID对照表（小动物）	https://ka7deoo0opr.feishu.cn/wiki/UdOwwqfOLiFcFMkW5rrchKVUnpd	UdOwwqfOLiFcFMkW5rrchKVUnpd
POkcwjhF3iPzmikWRZ2cn8n9ncf	03 小动物	official-wiki	查看示例模组	https://ka7deoo0opr.feishu.cn/wiki/GmfKwSHv0i5E9EkaupNcjRdIn4d	GmfKwSHv0i5E9EkaupNcjRdIn4d
KaKyw74DnibQhmkjPlMcJgZXnBf	03 新增料理	official-wiki	04 新增配方	https://ka7deoo0opr.feishu.cn/wiki/VxeWw7ZDjiqFcTk0yLxcnB53n9b	VxeWw7ZDjiqFcTk0yLxcnB53n9b
KaKyw74DnibQhmkjPlMcJgZXnBf	03 新增料理	official-wiki	11 ID对照表（料理）	https://ka7deoo0opr.feishu.cn/wiki/MZXHwVGgsieTCdkyhpycIEDnnqb	MZXHwVGgsieTCdkyhpycIEDnnqb
KaKyw74DnibQhmkjPlMcJgZXnBf	03 新增料理	official-wiki	08 ID对照表（配方）	https://ka7deoo0opr.feishu.cn/wiki/Vm9YwaBVMiZtvbkf5kIcASronye	Vm9YwaBVMiZtvbkf5kIcASronye
KaKyw74DnibQhmkjPlMcJgZXnBf	03 新增料理	official-wiki	查看示例模组	https://ka7deoo0opr.feishu.cn/wiki/GmfKwSHv0i5E9EkaupNcjRdIn4d	GmfKwSHv0i5E9EkaupNcjRdIn4d
PSUjwr1GuiRixsk95HlcYTVQnPd	03 新增装饰设备	official-wiki	08 综合案例三（新增设备）	https://ka7deoo0opr.feishu.cn/wiki/P57twsINsitUu6kWCDEc4vz6nNc	P57twsINsitUu6kWCDEc4vz6nNc
PSUjwr1GuiRixsk95HlcYTVQnPd	03 新增装饰设备	official-wiki	查看示例模组	https://ka7deoo0opr.feishu.cn/wiki/GmfKwSHv0i5E9EkaupNcjRdIn4d	GmfKwSHv0i5E9EkaupNcjRdIn4d
FOMvwdhipi0ojgkt2eQcU8dVnib	03 进阶内容模组	official-wiki	01 新增作物（种子+果实）	https://ka7deoo0opr.feishu.cn/wiki/LO6uwLfSXilCHLkAymLclh1jncd	LO6uwLfSXilCHLkAymLclh1jncd
FOMvwdhipi0ojgkt2eQcU8dVnib	03 进阶内容模组	official-wiki	02 新增鱼	https://ka7deoo0opr.feishu.cn/wiki/O64fw47MJiC2qXk8A4fc4RsInyf	O64fw47MJiC2qXk8A4fc4RsInyf
FOMvwdhipi0ojgkt2eQcU8dVnib	03 进阶内容模组	official-wiki	03 新增料理	https://ka7deoo0opr.feishu.cn/wiki/KaKyw74DnibQhmkjPlMcJgZXnBf	KaKyw74DnibQhmkjPlMcJgZXnBf
FOMvwdhipi0ojgkt2eQcU8dVnib	03 进阶内容模组	official-wiki	04 新增资源	https://ka7deoo0opr.feishu.cn/wiki/DSwGwUzfki0gkPk1k6dcio6bnpb	DSwGwUzfki0gkPk1k6dcio6bnpb
FOMvwdhipi0ojgkt2eQcU8dVnib	03 进阶内容模组	official-wiki	05 新增植被	https://ka7deoo0opr.feishu.cn/wiki/NwWvwfh7fin9WOk5vVQcyDSGnpb	NwWvwfh7fin9WOk5vVQcyDSGnpb
FOMvwdhipi0ojgkt2eQcU8dVnib	03 进阶内容模组	official-wiki	06 综合案例一（新增作物）	https://ka7deoo0opr.feishu.cn/wiki/V3mywFHTtiE7kfk9RUVcrrednLb	V3mywFHTtiE7kfk9RUVcrrednLb
FOMvwdhipi0ojgkt2eQcU8dVnib	03 进阶内容模组	official-wiki	07 综合案例二（新增鱼)	https://ka7deoo0opr.feishu.cn/wiki/KkZ0wpgT1iLu4Vk2P32cNxnrnCd	KkZ0wpgT1iLu4Vk2P32cNxnrnCd
FOMvwdhipi0ojgkt2eQcU8dVnib	03 进阶内容模组	official-wiki	08 综合案例三（新增资源）	https://ka7deoo0opr.feishu.cn/wiki/U75Lwhq4qi4prxkti3zcffplnhf	U75Lwhq4qi4prxkti3zcffplnhf
QaKDwjPdvi2GtEk7GKPcQEoenyf	04 ID对照表（道具）	official-wiki	02 道具数据模板	https://ka7deoo0opr.feishu.cn/wiki/Rv1swL7JEiLHSZkaNk7cFyyXnIh	Rv1swL7JEiLHSZkaNk7cFyyXnIh
LHe9w2v8ui1HFok6axUcR5kbnNd	04 其他内容	official-wiki	01 文本本地化	https://ka7deoo0opr.feishu.cn/wiki/SYYLwefL8imZYXkivwecR7X2ntc	SYYLwefL8imZYXkivwecR7X2ntc
LHe9w2v8ui1HFok6axUcR5kbnNd	04 其他内容	official-wiki	02 道具数据模板	https://ka7deoo0opr.feishu.cn/wiki/Rv1swL7JEiLHSZkaNk7cFyyXnIh	Rv1swL7JEiLHSZkaNk7cFyyXnIh
LHe9w2v8ui1HFok6axUcR5kbnNd	04 其他内容	official-wiki	03 备用贴图	https://ka7deoo0opr.feishu.cn/wiki/NKSJwBudUi9q89kN9GXcpQKwnRe	NKSJwBudUi9q89kN9GXcpQKwnRe
LHe9w2v8ui1HFok6axUcR5kbnNd	04 其他内容	official-wiki	04 掉落上限、保底配置	https://ka7deoo0opr.feishu.cn/wiki/RsaywZ3JdieYHDkZpCLc1vYenvg	RsaywZ3JdieYHDkZpCLc1vYenvg
LHe9w2v8ui1HFok6axUcR5kbnNd	04 其他内容	official-wiki	05 贴图锚点说明	https://ka7deoo0opr.feishu.cn/wiki/Rdp1with9ih1frk7Pl8cbFD9nDc	Rdp1with9ih1frk7Pl8cbFD9nDc
DSwGwUzfki0gkPk1k6dcio6bnpb	04 新增资源	official-wiki	08 综合案例三（新增资源）	https://ka7deoo0opr.feishu.cn/wiki/U75Lwhq4qi4prxkti3zcffplnhf	U75Lwhq4qi4prxkti3zcffplnhf
DSwGwUzfki0gkPk1k6dcio6bnpb	04 新增资源	official-wiki	06 ID对照表（资源&植被）	https://ka7deoo0opr.feishu.cn/wiki/UTmLwGzpAijYjvkhvE9czGyenud	UTmLwGzpAijYjvkhvE9czGyenud
DSwGwUzfki0gkPk1k6dcio6bnpb	04 新增资源	official-wiki	查看示例模组	https://ka7deoo0opr.feishu.cn/wiki/GmfKwSHv0i5E9EkaupNcjRdIn4d	GmfKwSHv0i5E9EkaupNcjRdIn4d
VxeWw7ZDjiqFcTk0yLxcnB53n9b	04 新增配方	official-wiki	03 新增料理	https://ka7deoo0opr.feishu.cn/wiki/KaKyw74DnibQhmkjPlMcJgZXnBf	KaKyw74DnibQhmkjPlMcJgZXnBf
VxeWw7ZDjiqFcTk0yLxcnB53n9b	04 新增配方	official-wiki	08 ID对照表（配方）	https://ka7deoo0opr.feishu.cn/wiki/Vm9YwaBVMiZtvbkf5kIcASronye	Vm9YwaBVMiZtvbkf5kIcASronye
VxeWw7ZDjiqFcTk0yLxcnB53n9b	04 新增配方	official-wiki	查看示例模组	https://ka7deoo0opr.feishu.cn/wiki/GmfKwSHv0i5E9EkaupNcjRdIn4d	GmfKwSHv0i5E9EkaupNcjRdIn4d
CDfmwzDwHi4GJgksMfZcC2mqnTe	04 道具	official-wiki	03 备用贴图	https://ka7deoo0opr.feishu.cn/wiki/NKSJwBudUi9q89kN9GXcpQKwnRe	NKSJwBudUi9q89kN9GXcpQKwnRe
CDfmwzDwHi4GJgksMfZcC2mqnTe	04 道具	official-wiki	04 ID对照表（道具）	https://ka7deoo0opr.feishu.cn/wiki/QaKDwjPdvi2GtEk7GKPcQEoenyf	QaKDwjPdvi2GtEk7GKPcQEoenyf
CDfmwzDwHi4GJgksMfZcC2mqnTe	04 道具	official-wiki	查看示例模组	https://ka7deoo0opr.feishu.cn/wiki/GmfKwSHv0i5E9EkaupNcjRdIn4d	GmfKwSHv0i5E9EkaupNcjRdIn4d
Y9KzwjpI2ilLMdkWpmCcJhTtng8	05 ID对照表	official-wiki	01 ID对照表（主角本体&帽子&工具）	https://ka7deoo0opr.feishu.cn/wiki/WkvJwLK5pie03HkM0wzcPp6dnBg	WkvJwLK5pie03HkM0wzcPp6dnBg
Y9KzwjpI2ilLMdkWpmCcJhTtng8	05 ID对照表	official-wiki	02 ID对照表（NPC）	https://ka7deoo0opr.feishu.cn/wiki/LlZgw36I2iOtX0kOkSGcfWTyn8c	LlZgw36I2iOtX0kOkSGcfWTyn8c
Y9KzwjpI2ilLMdkWpmCcJhTtng8	05 ID对照表	official-wiki	03 ID对照表（小动物）	https://ka7deoo0opr.feishu.cn/wiki/UdOwwqfOLiFcFMkW5rrchKVUnpd	UdOwwqfOLiFcFMkW5rrchKVUnpd
Y9KzwjpI2ilLMdkWpmCcJhTtng8	05 ID对照表	official-wiki	04 ID对照表（道具）	https://ka7deoo0opr.feishu.cn/wiki/QaKDwjPdvi2GtEk7GKPcQEoenyf	QaKDwjPdvi2GtEk7GKPcQEoenyf
Y9KzwjpI2ilLMdkWpmCcJhTtng8	05 ID对照表	official-wiki	05 ID对照表（设备）	https://ka7deoo0opr.feishu.cn/wiki/DSGAwje93icwXVkY8WvcpxCWnXg	DSGAwje93icwXVkY8WvcpxCWnXg
Y9KzwjpI2ilLMdkWpmCcJhTtng8	05 ID对照表	official-wiki	06 ID对照表（资源&植被）	https://ka7deoo0opr.feishu.cn/wiki/UTmLwGzpAijYjvkhvE9czGyenud	UTmLwGzpAijYjvkhvE9czGyenud
Y9KzwjpI2ilLMdkWpmCcJhTtng8	05 ID对照表	official-wiki	07 ID对照表（建筑）	https://ka7deoo0opr.feishu.cn/wiki/OGwfwegFXiaZNKkjr3GclYglndf	OGwfwegFXiaZNKkjr3GclYglndf
Y9KzwjpI2ilLMdkWpmCcJhTtng8	05 ID对照表	official-wiki	08 ID对照表（配方）	https://ka7deoo0opr.feishu.cn/wiki/Vm9YwaBVMiZtvbkf5kIcASronye	Vm9YwaBVMiZtvbkf5kIcASronye
Y9KzwjpI2ilLMdkWpmCcJhTtng8	05 ID对照表	official-wiki	09 ID对照表（商店）	https://ka7deoo0opr.feishu.cn/wiki/B9UqwiqJziQi3ckQVlLcCt4Zn9c	B9UqwiqJziQi3ckQVlLcCt4Zn9c
Y9KzwjpI2ilLMdkWpmCcJhTtng8	05 ID对照表	official-wiki	10 ID对照表（鱼）	https://ka7deoo0opr.feishu.cn/wiki/U3NBw40BAifRlPkyf8gc1tufnrd	U3NBw40BAifRlPkyf8gc1tufnrd
Y9KzwjpI2ilLMdkWpmCcJhTtng8	05 ID对照表	official-wiki	11 ID对照表（料理）	https://ka7deoo0opr.feishu.cn/wiki/MZXHwVGgsieTCdkyhpycIEDnnqb	MZXHwVGgsieTCdkyhpycIEDnnqb
Y9KzwjpI2ilLMdkWpmCcJhTtng8	05 ID对照表	official-wiki	12 ID对照表（掉落库）	https://ka7deoo0opr.feishu.cn/wiki/TOb9w60BJihlQgkwv87cEtzFnVd	TOb9w60BJihlQgkwv87cEtzFnVd
Y9KzwjpI2ilLMdkWpmCcJhTtng8	05 ID对照表	official-wiki	13 ID对照表（平台）	https://ka7deoo0opr.feishu.cn/wiki/Qcxww5EmSiasxfkup2rcGQpXndc	Qcxww5EmSiasxfkup2rcGQpXndc
CKj3wewhLiTuCkk2GrqceORunUg	05 新增商店道具	official-wiki	09 ID对照表（商店）	https://ka7deoo0opr.feishu.cn/wiki/B9UqwiqJziQi3ckQVlLcCt4Zn9c	B9UqwiqJziQi3ckQVlLcCt4Zn9c
CKj3wewhLiTuCkk2GrqceORunUg	05 新增商店道具	official-wiki	查看示例模组	https://ka7deoo0opr.feishu.cn/wiki/GmfKwSHv0i5E9EkaupNcjRdIn4d	GmfKwSHv0i5E9EkaupNcjRdIn4d
NwWvwfh7fin9WOk5vVQcyDSGnpb	05 新增植被	official-wiki	08 综合案例三（新增资源）	https://ka7deoo0opr.feishu.cn/wiki/U75Lwhq4qi4prxkti3zcffplnhf	U75Lwhq4qi4prxkti3zcffplnhf
NwWvwfh7fin9WOk5vVQcyDSGnpb	05 新增植被	official-wiki	06 ID对照表（资源&植被）	https://ka7deoo0opr.feishu.cn/wiki/UTmLwGzpAijYjvkhvE9czGyenud	UTmLwGzpAijYjvkhvE9czGyenud
NwWvwfh7fin9WOk5vVQcyDSGnpb	05 新增植被	official-wiki	查看示例模组	https://ka7deoo0opr.feishu.cn/wiki/GmfKwSHv0i5E9EkaupNcjRdIn4d	GmfKwSHv0i5E9EkaupNcjRdIn4d
OAMZwIqkLi7xw3k7JcIcvxAQnHg	05 设备	official-wiki	04 道具	https://ka7deoo0opr.feishu.cn/wiki/CDfmwzDwHi4GJgksMfZcC2mqnTe	CDfmwzDwHi4GJgksMfZcC2mqnTe
OAMZwIqkLi7xw3k7JcIcvxAQnHg	05 设备	official-wiki	05 ID对照表（设备）	https://ka7deoo0opr.feishu.cn/wiki/DSGAwje93icwXVkY8WvcpxCWnXg	DSGAwje93icwXVkY8WvcpxCWnXg
OAMZwIqkLi7xw3k7JcIcvxAQnHg	05 设备	official-wiki	查看示例模组	https://ka7deoo0opr.feishu.cn/wiki/GmfKwSHv0i5E9EkaupNcjRdIn4d	GmfKwSHv0i5E9EkaupNcjRdIn4d
V3mywFHTtiE7kfk9RUVcrrednLb	06 综合案例一（新增作物）	official-wiki	01 新增作物（种子+果实）	https://ka7deoo0opr.feishu.cn/wiki/LO6uwLfSXilCHLkAymLclh1jncd	LO6uwLfSXilCHLkAymLclh1jncd
V3mywFHTtiE7kfk9RUVcrrednLb	06 综合案例一（新增作物）	official-wiki	11 ID对照表（料理）	https://ka7deoo0opr.feishu.cn/wiki/MZXHwVGgsieTCdkyhpycIEDnnqb	MZXHwVGgsieTCdkyhpycIEDnnqb
V3mywFHTtiE7kfk9RUVcrrednLb	06 综合案例一（新增作物）	official-wiki	查看示例模组	https://ka7deoo0opr.feishu.cn/wiki/GmfKwSHv0i5E9EkaupNcjRdIn4d	GmfKwSHv0i5E9EkaupNcjRdIn4d
KWqewbBLEiRw1Pkcn6lcZpQ7nXg	06 综合案例一（新增道具）	official-wiki	12 ID对照表（掉落库）	https://ka7deoo0opr.feishu.cn/wiki/TOb9w60BJihlQgkwv87cEtzFnVd	TOb9w60BJihlQgkwv87cEtzFnVd
KWqewbBLEiRw1Pkcn6lcZpQ7nXg	06 综合案例一（新增道具）	official-wiki	查看示例模组	https://ka7deoo0opr.feishu.cn/wiki/GmfKwSHv0i5E9EkaupNcjRdIn4d	GmfKwSHv0i5E9EkaupNcjRdIn4d
R8V7wQUQuiEdq8kaDRzcT1vXn5c	06 资源	official-wiki	06 ID对照表（资源&植被）	https://ka7deoo0opr.feishu.cn/wiki/UTmLwGzpAijYjvkhvE9czGyenud	UTmLwGzpAijYjvkhvE9czGyenud
R8V7wQUQuiEdq8kaDRzcT1vXn5c	06 资源	official-wiki	查看示例模组	https://ka7deoo0opr.feishu.cn/wiki/GmfKwSHv0i5E9EkaupNcjRdIn4d	GmfKwSHv0i5E9EkaupNcjRdIn4d
OGwfwegFXiaZNKkjr3GclYglndf	07 ID对照表（建筑）	official-wiki	05 贴图锚点说明	https://ka7deoo0opr.feishu.cn/wiki/Rdp1with9ih1frk7Pl8cbFD9nDc	Rdp1with9ih1frk7Pl8cbFD9nDc
SqhhwDgKAi2NLhkYRgwcdWrdnff	07 建筑	official-wiki	07 ID对照表（建筑）	https://ka7deoo0opr.feishu.cn/wiki/OGwfwegFXiaZNKkjr3GclYglndf	OGwfwegFXiaZNKkjr3GclYglndf
SqhhwDgKAi2NLhkYRgwcdWrdnff	07 建筑	official-wiki	查看示例模组	https://ka7deoo0opr.feishu.cn/wiki/GmfKwSHv0i5E9EkaupNcjRdIn4d	GmfKwSHv0i5E9EkaupNcjRdIn4d
WnCwwkXA4ixLjFkx2SIcTyyIned	07 综合案例二（新增帽子）	official-wiki	查看示例模组	https://ka7deoo0opr.feishu.cn/wiki/GmfKwSHv0i5E9EkaupNcjRdIn4d	GmfKwSHv0i5E9EkaupNcjRdIn4d
KkZ0wpgT1iLu4Vk2P32cNxnrnCd	07 综合案例二（新增鱼)	official-wiki	02 新增鱼	https://ka7deoo0opr.feishu.cn/wiki/O64fw47MJiC2qXk8A4fc4RsInyf	O64fw47MJiC2qXk8A4fc4RsInyf
KkZ0wpgT1iLu4Vk2P32cNxnrnCd	07 综合案例二（新增鱼)	official-wiki	03 新增料理	https://ka7deoo0opr.feishu.cn/wiki/KaKyw74DnibQhmkjPlMcJgZXnBf	KaKyw74DnibQhmkjPlMcJgZXnBf
KkZ0wpgT1iLu4Vk2P32cNxnrnCd	07 综合案例二（新增鱼)	official-wiki	08 ID对照表（配方）	https://ka7deoo0opr.feishu.cn/wiki/Vm9YwaBVMiZtvbkf5kIcASronye	Vm9YwaBVMiZtvbkf5kIcASronye
