"type","method","method_full_name","offset","length","text"
"DolocTown.Config.Tables",".ctor","System.Void DolocTown.Config.Tables::.ctor(System.Func`2<System.String,SimpleJSON.JSONNode>)","IL_081D","12","ui_tbmodmenu"
"DolocTown.Config.ModManifest","GetUploadL10nIds","System.String[] DolocTown.Config.ModManifest::GetUploadL10nIds()","IL_0008","8","schinese"
"DolocTown.Config.ModManifest","GetUploadL10nIds","System.String[] DolocTown.Config.ModManifest::GetUploadL10nIds()","IL_0010","8","tchinese"
"DolocTown.Config.ModManifest","GetUploadL10nIds","System.String[] DolocTown.Config.ModManifest::GetUploadL10nIds()","IL_0018","7","english"
"DolocTown.Config.ModInfo","UpdatePlayerFlags","System.Void DolocTown.Config.ModInfo::UpdatePlayerFlags()","IL_0068","19","anim_player_{0}_{1}"
"DolocTown.Config.ModInfo","UpdatePlayerFlags","System.Void DolocTown.Config.ModInfo::UpdatePlayerFlags()","IL_0095","24","anim_player_hair_{0}_{1}"
"DolocTown.Config.ModInfo","UpdatePlayerFlags","System.Void DolocTown.Config.ModInfo::UpdatePlayerFlags()","IL_00C2","24","anim_player_body_{0}_{1}"
"DolocTown.Config.ModInfo","Init","System.Void DolocTown.Config.ModInfo::Init(System.String,DolocTown.Config.ModManifest,ModSourceType,System.UInt64)","IL_001F","11","preview.png"
"DolocTown.Config.ModInfo","Init","System.Void DolocTown.Config.ModInfo::Init(System.String,DolocTown.Config.ModManifest,ModSourceType,System.UInt64)","IL_0030","8","icon.png"
"DolocTown.Config.ModInfo","TryLoadWorkshopInfo","System.Boolean DolocTown.Config.ModInfo::TryLoadWorkshopInfo(System.String,System.UInt64&)","IL_0005","13","workshop.json"
"DolocTown.Config.ModInfo","TryLoadWorkshopInfo","System.Boolean DolocTown.Config.ModInfo::TryLoadWorkshopInfo(System.String,System.UInt64&)","IL_003B","43","[MOD] Failed to load workshop info: {0}
{1}"
"DolocTown.Config.ModInfo","GetWorkshopInfoPath","System.String DolocTown.Config.ModInfo::GetWorkshopInfoPath()","IL_0006","13","workshop.json"
"DolocTown.Config.ModInfo","LoadSprites","System.Void DolocTown.Config.ModInfo::LoadSprites()","IL_0006","7","Content"
"DolocTown.Config.ModInfo","LoadSprites","System.Void DolocTown.Config.ModInfo::LoadSprites()","IL_0020","5","*.png"
"DolocTown.Config.ModInfo","LoadSprites","System.Void DolocTown.Config.ModInfo::LoadSprites()","IL_002D","7","_ignore"
"DolocTown.Config.ModInfo","LoadSprites","System.Void DolocTown.Config.ModInfo::LoadSprites()","IL_0074","39","[MOD] <{0}> Sprite load failed: {1}
{2}"
"DolocTown.Config.ModInfo","CreateSpriteFromFile","UnityEngine.Sprite DolocTown.Config.ModInfo::CreateSpriteFromFile(System.String)","IL_0052","5",".json"
"DolocTown.Config.ModInfo","CreateSpriteFromFile","UnityEngine.Sprite DolocTown.Config.ModInfo::CreateSpriteFromFile(System.String)","IL_00CF","45","[MOD] <{0}> Sprite meta parse failed: {1}
{2}"
"DolocTown.Config.ModInfo","CreateSpriteFromFile","UnityEngine.Sprite DolocTown.Config.ModInfo::CreateSpriteFromFile(System.String)","IL_0185","7","sprite_"
"DolocTown.Config.ModInfo","CreateSpriteFromFile","UnityEngine.Sprite DolocTown.Config.ModInfo::CreateSpriteFromFile(System.String)","IL_0193","5","anim_"
"DolocTown.Config.ModInfo","LoadConfigs","System.Void DolocTown.Config.ModInfo::LoadConfigs()","IL_0006","7","Content"
"DolocTown.Config.ModInfo","LoadConfigs","System.Void DolocTown.Config.ModInfo::LoadConfigs()","IL_001B","6","*.json"
"DolocTown.Config.ModInfo","LoadConfigs","System.Void DolocTown.Config.ModInfo::LoadConfigs()","IL_0028","7","_ignore"
"DolocTown.Config.ModManager","get_ModsRoot","System.String DolocTown.Config.ModManager::get_ModsRoot()","IL_0005","4","MODS"
"DolocTown.Config.ModManager","TryLoadMod","System.Boolean DolocTown.Config.ModManager::TryLoadMod(System.String,System.String,ModSourceType,DolocTown.Config.ModInfo&)","IL_0005","9","info.json"
"DolocTown.Config.ModManager","TryLoadMod","System.Boolean DolocTown.Config.ModManager::TryLoadMod(System.String,System.String,ModSourceType,DolocTown.Config.ModInfo&)","IL_0052","24","[MOD] Invalid manifest: "
"DolocTown.Config.ModManager","TryLoadMod","System.Boolean DolocTown.Config.ModManager::TryLoadMod(System.String,System.String,ModSourceType,DolocTown.Config.ModInfo&)","IL_009D","1","."
"DolocTown.Config.ModManager","TryLoadMod","System.Boolean DolocTown.Config.ModManager::TryLoadMod(System.String,System.String,ModSourceType,DolocTown.Config.ModInfo&)","IL_00C2","0",""
"DolocTown.Config.ModManager","TryLoadMod","System.Boolean DolocTown.Config.ModManager::TryLoadMod(System.String,System.String,ModSourceType,DolocTown.Config.ModInfo&)","IL_00F7","42","[MOD] Failed to load mod manifest: {0}
{1}"
"DolocTown.Config.ModManager","TryMigrateData","System.String DolocTown.Config.ModManager::TryMigrateData(System.String,System.String,System.String,System.UInt64&)","IL_000C","10","workshopId"
"DolocTown.Config.ModManager","TryMigrateData","System.String DolocTown.Config.ModManager::TryMigrateData(System.String,System.String,System.String,System.UInt64&)","IL_001B","11","workshop_id"
"DolocTown.Config.ModManager","TryMigrateData","System.String DolocTown.Config.ModManager::TryMigrateData(System.String,System.String,System.String,System.UInt64&)","IL_003F","13","workshop.json"
"DolocTown.Config.ModManager","TryMigrateData","System.String DolocTown.Config.ModManager::TryMigrateData(System.String,System.String,System.String,System.UInt64&)","IL_006B","10","workshopId"
"DolocTown.Config.ModManager","TryMigrateData","System.String DolocTown.Config.ModManager::TryMigrateData(System.String,System.String,System.String,System.UInt64&)","IL_0079","11","workshop_id"
"DolocTown.Config.ModManager","TryMigrateData","System.String DolocTown.Config.ModManager::TryMigrateData(System.String,System.String,System.String,System.UInt64&)","IL_0087","8","priority"
"DolocTown.Config.ModManager","TryMigrateData","System.String DolocTown.Config.ModManager::TryMigrateData(System.String,System.String,System.String,System.UInt64&)","IL_0095","14","localized_name"
"DolocTown.Config.ModManager","TryMigrateData","System.String DolocTown.Config.ModManager::TryMigrateData(System.String,System.String,System.String,System.UInt64&)","IL_00A8","21","localized_description"
"DolocTown.Config.ModManager","LoadWithMods","SimpleJSON.JSONNode DolocTown.Config.ModManager::LoadWithMods(System.String,SimpleJSON.JSONNode)","IL_0080","48","[MOD] Mod config validation failed, skip merge: "
"DolocTown.Config.ModManager","LoadWithMods","SimpleJSON.JSONNode DolocTown.Config.ModManager::LoadWithMods(System.String,SimpleJSON.JSONNode)","IL_0087","8","
Error: "
"DolocTown.Config.ModManager","LoadWithMods","SimpleJSON.JSONNode DolocTown.Config.ModManager::LoadWithMods(System.String,SimpleJSON.JSONNode)","IL_009B","25","localization_tbtextmapper"
"DolocTown.Config.ModManager","LoadWithMods","SimpleJSON.JSONNode DolocTown.Config.ModManager::LoadWithMods(System.String,SimpleJSON.JSONNode)","IL_00A7","2","id"
"DolocTown.Config.ModManager","LoadWithMods","SimpleJSON.JSONNode DolocTown.Config.ModManager::LoadWithMods(System.String,SimpleJSON.JSONNode)","IL_00AE","3","key"
"DolocTown.Config.ModManager","LoadWithMods","SimpleJSON.JSONNode DolocTown.Config.ModManager::LoadWithMods(System.String,SimpleJSON.JSONNode)","IL_00BA","9","mod_tbmod"
"DolocTown.Config.ModManager","LoadWithMods","SimpleJSON.JSONNode DolocTown.Config.ModManager::LoadWithMods(System.String,SimpleJSON.JSONNode)","IL_00CE","30","[MOD] Mod config load failed: "
"DolocTown.Config.ModManager","CreateConfigTableTypesByFile","System.Collections.Generic.Dictionary`2<System.String,System.Type> DolocTown.Config.ModManager::CreateConfigTableTypesByFile()","IL_0061","17","DolocTown.Config."
"DolocTown.Config.ModManager","CreateConfigTableTypesByFile","System.Collections.Generic.Dictionary`2<System.String,System.Type> DolocTown.Config.ModManager::CreateConfigTableTypesByFile()","IL_0085","1","_"
"DolocTown.Config.ModManager","TryValidateMergedConfig","System.Boolean DolocTown.Config.ModManager::TryValidateMergedConfig(System.String,SimpleJSON.JSONArray,System.String&)","IL_000E","38","Config table type not found for file: "
"DolocTown.Config.ModManager","MergeArray","System.Void DolocTown.Config.ModManager::MergeArray(SimpleJSON.JSONArray,SimpleJSON.JSONArray,System.Boolean,System.String)","IL_00BD","43","[MOD] Mod config row must be a JSON object."
"DolocTown.Config.ModManager","MergeArray","System.Void DolocTown.Config.ModManager::MergeArray(SimpleJSON.JSONArray,SimpleJSON.JSONArray,System.Boolean,System.String)","IL_00CA","2","id"
"DolocTown.Config.SteamWorkshopUploader","ResolveUploadPlan","System.Void DolocTown.Config.SteamWorkshopUploader::ResolveUploadPlan(DolocTown.Config.ModInfo,System.Action`1<DolocTown.Config.WorkshopUploadPlan>)","IL_0025","71","[MOD] Steam not initialized, fallback to new workshop item upload plan."
"DolocTown.Config.SteamWorkshopUploader","ResolveUploadPlan","System.Void DolocTown.Config.SteamWorkshopUploader::ResolveUploadPlan(DolocTown.Config.ModInfo,System.Action`1<DolocTown.Config.WorkshopUploadPlan>)","IL_0049","31","[MOD] Workshop uploader is busy"
"DolocTown.Config.SteamWorkshopUploader","UploadMod","System.Void DolocTown.Config.SteamWorkshopUploader::UploadMod(DolocTown.Config.ModInfo,DolocTown.Config.WorkshopUploadPlan,System.Action`1<DolocTown.Config.WorkshopUploadResult>)","IL_0007","28","[MOD] Steam not initialized!"
"DolocTown.Config.SteamWorkshopUploader","UploadMod","System.Void DolocTown.Config.SteamWorkshopUploader::UploadMod(DolocTown.Config.ModInfo,DolocTown.Config.WorkshopUploadPlan,System.Action`1<DolocTown.Config.WorkshopUploadResult>)","IL_0037","37","[MOD] Workshop upload already running"
"DolocTown.Config.SteamWorkshopUploader","UploadMod","System.Void DolocTown.Config.SteamWorkshopUploader::UploadMod(DolocTown.Config.ModInfo,DolocTown.Config.WorkshopUploadPlan,System.Action`1<DolocTown.Config.WorkshopUploadResult>)","IL_0070","52","[MOD] Workshop upload failed: invalid upload request"
"DolocTown.Config.SteamWorkshopUploader","UploadMod","System.Void DolocTown.Config.SteamWorkshopUploader::UploadMod(DolocTown.Config.ModInfo,DolocTown.Config.WorkshopUploadPlan,System.Action`1<DolocTown.Config.WorkshopUploadResult>)","IL_00A5","28","[MOD] Mod folder not found: "
"DolocTown.Config.SteamWorkshopUploader","UploadMod","System.Void DolocTown.Config.SteamWorkshopUploader::UploadMod(DolocTown.Config.ModInfo,DolocTown.Config.WorkshopUploadPlan,System.Action`1<DolocTown.Config.WorkshopUploadResult>)","IL_00FC","27","[MOD] {0} workshop mod: {1}"
"DolocTown.Config.SteamWorkshopUploader","UploadMod","System.Void DolocTown.Config.SteamWorkshopUploader::UploadMod(DolocTown.Config.ModInfo,DolocTown.Config.WorkshopUploadPlan,System.Action`1<DolocTown.Config.WorkshopUploadResult>)","IL_012D","49","[MOD] Workshop update failed: missing workshop id"
"DolocTown.Config.SteamWorkshopUploader","OnQueryItemDetails","System.Void DolocTown.Config.SteamWorkshopUploader::OnQueryItemDetails(Steamworks.SteamUGCQueryCompleted_t,System.Boolean)","IL_005D","99","[MOD] Workshop item {0} is not owned by current user or cannot be resolved, will create a new item."
"DolocTown.Config.SteamWorkshopUploader","OnCreateItem","System.Void DolocTown.Config.SteamWorkshopUploader::OnCreateItem(Steamworks.CreateItemResult_t,System.Boolean)","IL_000C","25","[MOD] CreateItem failed: "
"DolocTown.Config.SteamWorkshopUploader","OnCreateItem","System.Void DolocTown.Config.SteamWorkshopUploader::OnCreateItem(Steamworks.CreateItemResult_t,System.Boolean)","IL_0043","29","[MOD] Workshop item created: "
"DolocTown.Config.SteamWorkshopUploader","OnCreateItem","System.Void DolocTown.Config.SteamWorkshopUploader::OnCreateItem(Steamworks.CreateItemResult_t,System.Boolean)","IL_0068","30","steam://url/CommunityFilePage/"
"DolocTown.Config.SteamWorkshopUploader","OnCreateItem","System.Void DolocTown.Config.SteamWorkshopUploader::OnCreateItem(Steamworks.CreateItemResult_t,System.Boolean)","IL_0079","41","[MOD] User must accept workshop agreement"
"DolocTown.Config.SteamWorkshopUploader","UploadUpdate","System.Void DolocTown.Config.SteamWorkshopUploader::UploadUpdate(System.UInt64,DolocTown.Config.ModInfo)","IL_0067","48","[MOD] Failed to set workshop item content path: "
"DolocTown.Config.SteamWorkshopUploader","UploadUpdate","System.Void DolocTown.Config.SteamWorkshopUploader::UploadUpdate(System.UInt64,DolocTown.Config.ModInfo)","IL_00C6","38","[MOD] Failed to set workshop preview: "
"DolocTown.Config.SteamWorkshopUploader","UploadUpdate","System.Void DolocTown.Config.SteamWorkshopUploader::UploadUpdate(System.UInt64,DolocTown.Config.ModInfo)","IL_00EA","34","[MOD] Failed to set workshop tags."
"DolocTown.Config.SteamWorkshopUploader","UploadUpdate","System.Void DolocTown.Config.SteamWorkshopUploader::UploadUpdate(System.UInt64,DolocTown.Config.ModInfo)","IL_00F5","10","Update mod"
"DolocTown.Config.SteamWorkshopUploader","TryAddText","System.Void DolocTown.Config.SteamWorkshopUploader::TryAddText(System.Collections.Generic.List`1<DolocTown.Config.SteamWorkshopUploader/WorkshopL10nText>,System.Collections.Generic.HashSet`1<System.String>,System.String,System.String,System.String)","IL_001B","34","[MOD] Skip workshop localization '"
"DolocTown.Config.SteamWorkshopUploader","TryAddText","System.Void DolocTown.Config.SteamWorkshopUploader::TryAddText(System.Collections.Generic.List`1<DolocTown.Config.SteamWorkshopUploader/WorkshopL10nText>,System.Collections.Generic.HashSet`1<System.String>,System.String,System.String,System.String)","IL_0021","25","' because title is empty."
"DolocTown.Config.SteamWorkshopUploader","ApplyLocalizedText","System.Boolean DolocTown.Config.SteamWorkshopUploader::ApplyLocalizedText(Steamworks.UGCUpdateHandle_t,DolocTown.Config.SteamWorkshopUploader/WorkshopL10nText)","IL_000E","46","[MOD] Failed to set workshop update language: "
"DolocTown.Config.SteamWorkshopUploader","ApplyLocalizedText","System.Boolean DolocTown.Config.SteamWorkshopUploader::ApplyLocalizedText(Steamworks.UGCUpdateHandle_t,DolocTown.Config.SteamWorkshopUploader/WorkshopL10nText)","IL_0033","49","[MOD] Failed to set workshop title for language '"
"DolocTown.Config.SteamWorkshopUploader","ApplyLocalizedText","System.Boolean DolocTown.Config.SteamWorkshopUploader::ApplyLocalizedText(Steamworks.UGCUpdateHandle_t,DolocTown.Config.SteamWorkshopUploader/WorkshopL10nText)","IL_003E","2","'."
"DolocTown.Config.SteamWorkshopUploader","ApplyLocalizedText","System.Boolean DolocTown.Config.SteamWorkshopUploader::ApplyLocalizedText(Steamworks.UGCUpdateHandle_t,DolocTown.Config.SteamWorkshopUploader/WorkshopL10nText)","IL_005D","55","[MOD] Failed to set workshop description for language '"
"DolocTown.Config.SteamWorkshopUploader","ApplyLocalizedText","System.Boolean DolocTown.Config.SteamWorkshopUploader::ApplyLocalizedText(Steamworks.UGCUpdateHandle_t,DolocTown.Config.SteamWorkshopUploader/WorkshopL10nText)","IL_0068","2","'."
"DolocTown.Config.SteamWorkshopUploader","SubmitNextLocalizedText","System.Void DolocTown.Config.SteamWorkshopUploader::SubmitNextLocalizedText(System.UInt64)","IL_000D","30","[MOD] Workshop upload success!"
"DolocTown.Config.SteamWorkshopUploader","SubmitNextLocalizedText","System.Void DolocTown.Config.SteamWorkshopUploader::SubmitNextLocalizedText(System.UInt64)","IL_0057","57","[MOD] Submit workshop localized text: {0}, remaining: {1}"
"DolocTown.Config.SteamWorkshopUploader","SubmitNextLocalizedText","System.Void DolocTown.Config.SteamWorkshopUploader::SubmitNextLocalizedText(System.UInt64)","IL_007D","30","Update workshop localization: "
"DolocTown.Config.SteamWorkshopUploader","OnSubmitItem","System.Void DolocTown.Config.SteamWorkshopUploader::OnSubmitItem(Steamworks.SubmitItemUpdateResult_t,System.Boolean)","IL_0043","30","steam://url/CommunityFilePage/"
"DolocTown.Config.SteamWorkshopUploader","OnSubmitItem","System.Void DolocTown.Config.SteamWorkshopUploader::OnSubmitItem(Steamworks.SubmitItemUpdateResult_t,System.Boolean)","IL_0069","30","[MOD] Workshop upload failed: "
"DolocTown.Config.SteamWorkshopUploader","OnSubmitItem","System.Void DolocTown.Config.SteamWorkshopUploader::OnSubmitItem(Steamworks.SubmitItemUpdateResult_t,System.Boolean)","IL_00A0","86","[MOD] Workshop base update submitted successfully, continue uploading localized texts."
"DolocTown.Config.UI.ModMenuInfo",".ctor","System.Void DolocTown.Config.UI.ModMenuInfo::.ctor(SimpleJSON.JSONNode)","IL_0007","2","id"
"DolocTown.Config.UI.ModMenuInfo",".ctor","System.Void DolocTown.Config.UI.ModMenuInfo::.ctor(SimpleJSON.JSONNode)","IL_0020","2","id"
"DolocTown.Config.UI.ModMenuInfo",".ctor","System.Void DolocTown.Config.UI.ModMenuInfo::.ctor(SimpleJSON.JSONNode)","IL_0035","10","icon_asset"
"DolocTown.Config.UI.ModMenuInfo",".ctor","System.Void DolocTown.Config.UI.ModMenuInfo::.ctor(SimpleJSON.JSONNode)","IL_004E","10","icon_asset"
"DolocTown.Config.UI.ModMenuInfo",".ctor","System.Void DolocTown.Config.UI.ModMenuInfo::.ctor(SimpleJSON.JSONNode)","IL_0068","10","menu_title"
"DolocTown.Config.UI.ModMenuInfo",".ctor","System.Void DolocTown.Config.UI.ModMenuInfo::.ctor(SimpleJSON.JSONNode)","IL_0072","3","key"
"DolocTown.Config.UI.ModMenuInfo",".ctor","System.Void DolocTown.Config.UI.ModMenuInfo::.ctor(SimpleJSON.JSONNode)","IL_008B","10","menu_title"
"DolocTown.Config.UI.ModMenuInfo",".ctor","System.Void DolocTown.Config.UI.ModMenuInfo::.ctor(SimpleJSON.JSONNode)","IL_0095","3","key"
"DolocTown.Config.UI.ModMenuInfo",".ctor","System.Void DolocTown.Config.UI.ModMenuInfo::.ctor(SimpleJSON.JSONNode)","IL_00AA","10","menu_title"
"DolocTown.Config.UI.ModMenuInfo",".ctor","System.Void DolocTown.Config.UI.ModMenuInfo::.ctor(SimpleJSON.JSONNode)","IL_00B4","4","text"
"DolocTown.Config.UI.ModMenuInfo",".ctor","System.Void DolocTown.Config.UI.ModMenuInfo::.ctor(SimpleJSON.JSONNode)","IL_00CD","10","menu_title"
"DolocTown.Config.UI.ModMenuInfo",".ctor","System.Void DolocTown.Config.UI.ModMenuInfo::.ctor(SimpleJSON.JSONNode)","IL_00D7","4","text"
"DolocTown.Config.UI.ModMenuInfo",".ctor","System.Void DolocTown.Config.UI.ModMenuInfo::.ctor(SimpleJSON.JSONNode)","IL_00EC","5","title"
"DolocTown.Config.UI.ModMenuInfo",".ctor","System.Void DolocTown.Config.UI.ModMenuInfo::.ctor(SimpleJSON.JSONNode)","IL_00F6","3","key"
"DolocTown.Config.UI.ModMenuInfo",".ctor","System.Void DolocTown.Config.UI.ModMenuInfo::.ctor(SimpleJSON.JSONNode)","IL_010F","5","title"
"DolocTown.Config.UI.ModMenuInfo",".ctor","System.Void DolocTown.Config.UI.ModMenuInfo::.ctor(SimpleJSON.JSONNode)","IL_0119","3","key"
"DolocTown.Config.UI.ModMenuInfo",".ctor","System.Void DolocTown.Config.UI.ModMenuInfo::.ctor(SimpleJSON.JSONNode)","IL_012E","5","title"
"DolocTown.Config.UI.ModMenuInfo",".ctor","System.Void DolocTown.Config.UI.ModMenuInfo::.ctor(SimpleJSON.JSONNode)","IL_0138","4","text"
"DolocTown.Config.UI.ModMenuInfo",".ctor","System.Void DolocTown.Config.UI.ModMenuInfo::.ctor(SimpleJSON.JSONNode)","IL_0151","5","title"
"DolocTown.Config.UI.ModMenuInfo",".ctor","System.Void DolocTown.Config.UI.ModMenuInfo::.ctor(SimpleJSON.JSONNode)","IL_015B","4","text"
"DolocTown.Config.UI.ModMenuInfo","ToString","System.String DolocTown.Config.UI.ModMenuInfo::ToString()","IL_0009","5","{ Id:"
"DolocTown.Config.UI.ModMenuInfo","ToString","System.String DolocTown.Config.UI.ModMenuInfo::ToString()","IL_0028","11",",IconAsset:"
"DolocTown.Config.UI.ModMenuInfo","ToString","System.String DolocTown.Config.UI.ModMenuInfo::ToString()","IL_0045","11",",MenuTitle:"
"DolocTown.Config.UI.ModMenuInfo","ToString","System.String DolocTown.Config.UI.ModMenuInfo::ToString()","IL_0056","7",",Title:"
"DolocTown.Config.UI.ModMenuInfo","ToString","System.String DolocTown.Config.UI.ModMenuInfo::ToString()","IL_0067","2",",}"
"DolocTown.Config.UI.TbModMenu",".ctor","System.Void DolocTown.Config.UI.TbModMenu::.ctor(SimpleJSON.JSONNode)","IL_0058","47","[Config] Duplicate key: {0} in table: TbModMenu"
"DolocTown.Config.Localization.StaticTextInfo",".ctor","System.Void DolocTown.Config.Localization.StaticTextInfo::.ctor(SimpleJSON.JSONNode)","IL_1744F","20","ui_mod_open_workshop"
"DolocTown.Config.Localization.StaticTextInfo",".ctor","System.Void DolocTown.Config.Localization.StaticTextInfo::.ctor(SimpleJSON.JSONNode)","IL_17472","20","ui_mod_open_workshop"
"DolocTown.Config.Localization.StaticTextInfo",".ctor","System.Void DolocTown.Config.Localization.StaticTextInfo::.ctor(SimpleJSON.JSONNode)","IL_17491","20","ui_mod_open_workshop"
"DolocTown.Config.Localization.StaticTextInfo",".ctor","System.Void DolocTown.Config.Localization.StaticTextInfo::.ctor(SimpleJSON.JSONNode)","IL_174B4","20","ui_mod_open_workshop"
"DolocTown.Config.Localization.StaticTextInfo",".ctor","System.Void DolocTown.Config.Localization.StaticTextInfo::.ctor(SimpleJSON.JSONNode)","IL_17D13","22","ui_mod_source_workshop"
"DolocTown.Config.Localization.StaticTextInfo",".ctor","System.Void DolocTown.Config.Localization.StaticTextInfo::.ctor(SimpleJSON.JSONNode)","IL_17D36","22","ui_mod_source_workshop"
"DolocTown.Config.Localization.StaticTextInfo",".ctor","System.Void DolocTown.Config.Localization.StaticTextInfo::.ctor(SimpleJSON.JSONNode)","IL_17D55","22","ui_mod_source_workshop"
"DolocTown.Config.Localization.StaticTextInfo",".ctor","System.Void DolocTown.Config.Localization.StaticTextInfo::.ctor(SimpleJSON.JSONNode)","IL_17D78","22","ui_mod_source_workshop"
"DolocTown.Config.Localization.StaticTextInfo","ToString","System.String DolocTown.Config.Localization.StaticTextInfo::ToString()","IL_4509","19",",UiModOpenWorkshop:"
"DolocTown.Config.Localization.StaticTextInfo","ToString","System.String DolocTown.Config.Localization.StaticTextInfo::ToString()","IL_46B2","21",",UiModSourceWorkshop:"
