"namespace","name","full_name","kind","visibility","base_type","interfaces","is_abstract","is_sealed","declaring_type","methods","fields","properties","events","token"
"DolocTown","IFishTank","DolocTown.IFishTank","interface","public","","DolocTown.IContainer","True","False","","7","0","6","0","0x020003C0"
"DolocTown","FarmFish","DolocTown.FarmFish","class","public","System.Object","","False","False","","4","2","2","0","0x0200040C"
"DolocTown","FarmFishShoal","DolocTown.FarmFishShoal","class","public","System.Object","","False","False","","12","3","4","0","0x0200040D"
"","<>c","DolocTown.FarmFishShoal/<>c","class","private","System.Object","","False","True","DolocTown.FarmFishShoal","4","3","0","0","0x02000FF0"
"DolocTown","FarmFishTank","DolocTown.FarmFishTank","class","public","System.Object","","False","False","","51","9","17","0","0x0200040E"
"","<>c","DolocTown.FarmFishTank/<>c","class","private","System.Object","","False","True","DolocTown.FarmFishTank","5","4","0","0","0x02000FF1"
"","<GetProductItems>d__71","DolocTown.FarmFishTank/<GetProductItems>d__71","class","private","System.Object","System.Collections.Generic.IEnumerable`1<DolocTown.Item> | System.Collections.IEnumerable | System.Collections.Generic.IEnumerator`1<DolocTown.Item> | System.Collections.IEnumerator | System.IDisposable","False","True","DolocTown.FarmFishTank","9","5","2","0","0x02000FF2"
"","<>c__DisplayClass75_0","DolocTown.FarmFishTank/<>c__DisplayClass75_0","class","private","System.Object","","False","True","DolocTown.FarmFishTank","2","2","0","0","0x02000FF3"
"DolocTown","FishingGameController","DolocTown.FishingGameController","class","public","System.Object","","True","False","","8","0","2","0","0x0200040F"
"","GameStatus","DolocTown.FishingGameController/GameStatus","enum","public","System.Enum","","False","True","DolocTown.FishingGameController","0","4","0","0","0x02000FF4"
"DolocTown","FishingPool","DolocTown.FishingPool","class","public","DolocTown.DolocObject","","False","False","","7","2","2","0","0x02000410"
"DolocTown","FishingGameScrollBar","DolocTown.FishingGameScrollBar","class","public","DolocTown.FishingGameController","","False","False","","14","24","6","0","0x02000411"
"DolocTown","FishingNoteType","DolocTown.FishingNoteType","enum","public","System.Enum","","False","True","","0","4","0","0","0x02000412"
"DolocTown","FishingNoteData","DolocTown.FishingNoteData","class","public","System.Object","","False","False","","1","6","0","0","0x02000413"
"DolocTown","FishingNoteSpawner","DolocTown.FishingNoteSpawner","class","public","System.Object","","False","False","","4","8","0","0","0x02000414"
"DolocTown","FishingGame","DolocTown.FishingGame","class","public","System.Object","","True","False","","6","1","1","0","0x02000415"
"DolocTown","FishGameRendererDoubleCircle","DolocTown.FishGameRendererDoubleCircle","class","public","DolocTown.DolocObject","","False","False","","7","6","4","0","0x02000416"
"DolocTown","FishingGameDoubleCircle","DolocTown.FishingGameDoubleCircle","class","public","DolocTown.FishingGame","","False","False","","13","10","1","0","0x02000417"
"","IParams","DolocTown.FishingGameDoubleCircle/IParams","interface","public","","","True","False","DolocTown.FishingGameDoubleCircle","8","0","8","0","0x02000FF5"
"DolocTown","ItemFishFry","DolocTown.ItemFishFry","class","public","DolocTown.Item","","False","False","","17","4","6","0","0x02000428"
"DolocTown","ItemFishRoe","DolocTown.ItemFishRoe","class","public","DolocTown.Item","","False","False","","15","3","5","0","0x02000429"
"DolocTown","ItemFishingRod","DolocTown.ItemFishingRod","class","public","DolocTown.Item","","False","False","","6","2","0","0","0x02000443"
"DolocTown","CropGeneFunctionImmortalJellyfish","DolocTown.CropGeneFunctionImmortalJellyfish","class","public","DolocTown.CropGeneFunction","","False","False","","4","1","0","0","0x02000468"
"DolocTown","FishingCache","DolocTown.FishingCache","class","public","System.Object","","False","False","","13","5","5","0","0x0200059B"
"DolocTown","AgentStateFishing","DolocTown.AgentStateFishing","class","public","AgentStateBase","","True","False","","18","1","7","0","0x0200059C"
"DolocTown","AgentStateFishingBattle","DolocTown.AgentStateFishingBattle","class","public","DolocTown.AgentStateFishing","","False","False","","6","2","0","0","0x0200059D"
"","<>c__DisplayClass2_0","DolocTown.AgentStateFishingBattle/<>c__DisplayClass2_0","class","private","System.Object","","False","True","DolocTown.AgentStateFishingBattle","2","1","0","0","0x0200107C"
"","<>c","DolocTown.AgentStateFishingBattle/<>c","class","private","System.Object","","False","True","DolocTown.AgentStateFishingBattle","3","2","0","0","0x0200107D"
"DolocTown","AgentStateFishingCast","DolocTown.AgentStateFishingCast","class","public","DolocTown.AgentStateFishing","","False","False","","5","2","0","0","0x0200059E"
"DolocTown","AgentStateFishingPull","DolocTown.AgentStateFishingPull","class","public","DolocTown.AgentStateFishing","","False","False","","8","2","1","0","0x0200059F"
"DolocTown","AgentStateFishingReady","DolocTown.AgentStateFishingReady","class","public","DolocTown.AgentStateFishing","","False","False","","7","3","0","0","0x020005A0"
"DolocTown","AgentStateFishingWait","DolocTown.AgentStateFishingWait","class","public","DolocTown.AgentStateFishing","","False","False","","10","8","1","0","0x020005A1"
"","<>c","DolocTown.AgentStateFishingWait/<>c","class","private","System.Object","","False","True","DolocTown.AgentStateFishingWait","6","5","0","0","0x0200107E"
"DolocTown","AgentEquipmentFunctionFishTank","DolocTown.AgentEquipmentFunctionFishTank","class","public","DolocTown.AgentEquipmentFunction","","False","False","","4","2","1","0","0x020005C0"
"DolocTown","FishRodHook","DolocTown.FishRodHook","class","public","DolocTown.DolocObject","","False","False","","24","12","4","1","0x020005EA"
"DolocTown","FishRodLine","DolocTown.FishRodLine","class","public","DolocTown.DolocObject","","False","False","","8","12","2","0","0x020005EB"
"DolocTown","FishRodRenderer","DolocTown.FishRodRenderer","class","public","DolocTown.DolocObject","","False","False","","25","18","6","0","0x020005EC"
"","<>c__DisplayClass41_0","DolocTown.FishRodRenderer/<>c__DisplayClass41_0","class","private","System.Object","","False","True","DolocTown.FishRodRenderer","2","2","0","0","0x02001093"
"","<WaitForNextFrame>d__43","DolocTown.FishRodRenderer/<WaitForNextFrame>d__43","class","private","System.Object","System.Collections.Generic.IEnumerator`1<System.Object> | System.Collections.IEnumerator | System.IDisposable","False","True","DolocTown.FishRodRenderer","6","3","2","0","0x02001094"
"DolocTown","FishShadow","DolocTown.FishShadow","class","public","DolocTown.DolocObject","","False","False","","7","8","1","0","0x020005ED"
"","<>c__DisplayClass12_0","DolocTown.FishShadow/<>c__DisplayClass12_0","class","private","System.Object","","False","True","DolocTown.FishShadow","2","2","0","0","0x02001095"
"DolocTown","FishTankUiState","DolocTown.FishTankUiState","class","public","DolocTown.ContainerBaseUiState","","False","False","","32","7","6","0","0x0200063F"
"","<>c","DolocTown.FishTankUiState/<>c","class","private","System.Object","","False","True","DolocTown.FishTankUiState","5","4","0","0","0x020010CF"
"DolocTown.UI","FishDetailData","DolocTown.UI.FishDetailData","struct","public","System.ValueType","DolocTown.UI.IUIData","False","True","","11","10","10","0","0x0200075C"
"","<>c","DolocTown.UI.FishDetailData/<>c","class","private","System.Object","","False","True","DolocTown.UI.FishDetailData","5","4","0","0","0x0200115E"
"DolocTown.UI","FishDetailInfo","DolocTown.UI.FishDetailInfo","class","public","DolocTown.UI.DolocUiObject","","False","False","","3","6","0","0","0x0200075D"
"DolocTown.UI","FishingBehaviorNote","DolocTown.UI.FishingBehaviorNote","class","public","DolocTown.UI.DolocUiRecyclableObject","","False","False","","7","2","2","0","0x020007EC"
"","<>c__DisplayClass7_0","DolocTown.UI.FishingBehaviorNote/<>c__DisplayClass7_0","class","private","System.Object","","False","True","DolocTown.UI.FishingBehaviorNote","2","2","0","0","0x02001186"
"DolocTown.UI","FishingNoteBar","DolocTown.UI.FishingNoteBar","class","public","DolocTown.UI.DolocUiObject","","False","False","","9","13","0","0","0x020007ED"
"","<SpawnNotes>d__13","DolocTown.UI.FishingNoteBar/<SpawnNotes>d__13","class","private","System.Object","System.Collections.Generic.IEnumerator`1<System.Object> | System.Collections.IEnumerator | System.IDisposable","False","True","DolocTown.UI.FishingNoteBar","6","6","2","0","0x02001187"
"DolocTown.UI","FishingPanel","DolocTown.UI.FishingPanel","class","public","DolocTown.UI.DolocUIPanel","","False","False","","13","3","0","0","0x020007EE"
"DolocTown.UI","FishingProgressBar","DolocTown.UI.FishingProgressBar","class","public","DolocTown.UI.DolocUiObject","","False","False","","2","2","0","0","0x020007EF"
"DolocTown.UI","FishingTurntable","DolocTown.UI.FishingTurntable","class","public","DolocTown.UI.DolocUiObject","","False","False","","10","9","0","0","0x020007F0"
"DolocTown.NodeCanvas","DialogueTask_IsFishUnlocked","DolocTown.NodeCanvas.DialogueTask_IsFishUnlocked","class","public","DolocTown.NodeCanvas.DialogueConditionTask","","False","False","","3","1","1","0","0x020008F2"
"DolocTown.Config.Player","AgentEquipmentFuncProtoFishTank","DolocTown.Config.Player.AgentEquipmentFuncProtoFishTank","class","public","DolocTown.Config.Player.AgentEquipmentFuncProto","","False","True","","11","3","2","0","0x02000B71"
"DolocTown.Config.Plant","CropGeneFuncProtoImmortalJellyfish","DolocTown.Config.Plant.CropGeneFuncProtoImmortalJellyfish","class","public","DolocTown.Config.Plant.CropGeneFuncProto","","False","True","","9","2","1","0","0x02000B98"
"DolocTown.Config.Mod","ModFishingPoolExtensionInfo","DolocTown.Config.Mod.ModFishingPoolExtensionInfo","class","public","Bright.Config.BeanBase","","False","True","","15","5","4","0","0x02000BC6"
"DolocTown.Config.Mod","TbModFishingPoolExtension","DolocTown.Config.Mod.TbModFishingPoolExtension","class","public","System.Object","","False","True","","4","1","1","0","0x02000BD0"
"DolocTown.Config.Item","ItemFunctionFishFry","DolocTown.Config.Item.ItemFunctionFishFry","class","public","DolocTown.Config.Item.ItemFunctionBase","","False","True","","7","1","0","0","0x02000C45"
"DolocTown.Config.Item","ItemFunctionFishingRod","DolocTown.Config.Item.ItemFunctionFishingRod","class","public","DolocTown.Config.Item.ItemFunctionBase","","False","True","","21","8","7","0","0x02000C46"
"DolocTown.Config.Item","ItemFunctionFishRoe","DolocTown.Config.Item.ItemFunctionFishRoe","class","public","DolocTown.Config.Item.ItemFunctionBase","","False","True","","7","1","0","0","0x02000C47"
"DolocTown.Config.Fishing","FarmFishFormationInfo","DolocTown.Config.Fishing.FarmFishFormationInfo","class","public","Bright.Config.BeanBase","","False","True","","22","7","5","0","0x02000C86"
"","SubFormationCondition","DolocTown.Config.Fishing.FarmFishFormationInfo/SubFormationCondition","struct","private","System.ValueType","","False","True","DolocTown.Config.Fishing.FarmFishFormationInfo","3","3","0","0","0x02001285"
"","FormationCondition","DolocTown.Config.Fishing.FarmFishFormationInfo/FormationCondition","struct","private","System.ValueType","","False","True","DolocTown.Config.Fishing.FarmFishFormationInfo","2","1","0","0","0x02001286"
"","<>c__DisplayClass2_0","DolocTown.Config.Fishing.FarmFishFormationInfo/FormationCondition/<>c__DisplayClass2_0","class","private","System.Object","","False","True","DolocTown.Config.Fishing.FarmFishFormationInfo/FormationCondition","2","1","0","0","0x020012B9"
"","<>c__DisplayClass30_0","DolocTown.Config.Fishing.FarmFishFormationInfo/<>c__DisplayClass30_0","class","private","System.Object","","False","True","DolocTown.Config.Fishing.FarmFishFormationInfo","2","1","0","0","0x02001287"
"","<>c__DisplayClass34_0","DolocTown.Config.Fishing.FarmFishFormationInfo/<>c__DisplayClass34_0","class","private","System.Object","","False","True","DolocTown.Config.Fishing.FarmFishFormationInfo","2","1","0","0","0x02001288"
"DolocTown.Config.Fishing","FarmFishInfo","DolocTown.Config.Fishing.FarmFishInfo","class","public","Bright.Config.BeanBase","","False","True","","27","11","10","0","0x02000C87"
"DolocTown.Config.Fishing","FishDocumentInfo","DolocTown.Config.Fishing.FishDocumentInfo","class","public","Bright.Config.BeanBase","","False","True","","18","8","6","0","0x02000C88"
"DolocTown.Config.Fishing","FishFeedInfo","DolocTown.Config.Fishing.FishFeedInfo","class","public","Bright.Config.BeanBase","","False","True","","13","4","3","0","0x02000C89"
"DolocTown.Config.Fishing","FishFormationCondition","DolocTown.Config.Fishing.FishFormationCondition","class","public","Bright.Config.BeanBase","","False","True","","13","4","3","0","0x02000C8A"
"DolocTown.Config.Fishing","FishInfo","DolocTown.Config.Fishing.FishInfo","class","public","Bright.Config.BeanBase","","False","True","","73","29","28","0","0x02000C8B"
"","<>c__DisplayClass128_0","DolocTown.Config.Fishing.FishInfo/<>c__DisplayClass128_0","class","private","System.Object","","False","True","DolocTown.Config.Fishing.FishInfo","2","1","0","0","0x02001289"
"","<>c__DisplayClass130_0","DolocTown.Config.Fishing.FishInfo/<>c__DisplayClass130_0","class","private","System.Object","","False","True","DolocTown.Config.Fishing.FishInfo","2","1","0","0","0x0200128A"
"DolocTown.Config.Fishing","FishingPoolInfo","DolocTown.Config.Fishing.FishingPoolInfo","class","public","Bright.Config.BeanBase","","False","True","","17","6","5","0","0x02000C8C"
"DolocTown.Config.Fishing","TbFarmFish","DolocTown.Config.Fishing.TbFarmFish","class","public","System.Object","","False","True","","10","2","3","0","0x02000C8D"
"DolocTown.Config.Fishing","TbFarmFishFormation","DolocTown.Config.Fishing.TbFarmFishFormation","class","public","System.Object","","False","True","","8","2","3","0","0x02000C8E"
"DolocTown.Config.Fishing","TbFish","DolocTown.Config.Fishing.TbFish","class","public","System.Object","","False","True","","8","2","3","0","0x02000C8F"
"DolocTown.Config.Fishing","TbFishDocument","DolocTown.Config.Fishing.TbFishDocument","class","public","System.Object","","False","True","","8","2","3","0","0x02000C90"
"DolocTown.Config.Fishing","TbFishFeed","DolocTown.Config.Fishing.TbFishFeed","class","public","System.Object","","False","True","","9","2","3","0","0x02000C91"
"DolocTown.Config.Fishing","TbFishingPool","DolocTown.Config.Fishing.TbFishingPool","class","public","System.Object","","False","True","","8","2","3","0","0x02000C92"
"DolocTown.Config.Equipment","EquipmentFuncFishIncubator","DolocTown.Config.Equipment.EquipmentFuncFishIncubator","class","public","DolocTown.Config.Equipment.EquipmentFuncCaseBase","","False","True","","13","4","3","0","0x02000CB9"
"DolocTown.Config.Equipment","EquipmentFuncFishTank","DolocTown.Config.Equipment.EquipmentFuncFishTank","class","public","DolocTown.Config.Equipment.EquipmentFuncFishTankBase","","False","True","","9","2","1","0","0x02000CBA"
"DolocTown.Config.Equipment","EquipmentFuncFishTankBase","DolocTown.Config.Equipment.EquipmentFuncFishTankBase","class","public","DolocTown.Config.Equipment.EquipmentFuncCaseBase","","True","False","","14","4","4","0","0x02000CBB"
"DolocTown.Config.Equipment","EquipmentFuncFishTankEcological","DolocTown.Config.Equipment.EquipmentFuncFishTankEcological","class","public","DolocTown.Config.Equipment.EquipmentFuncFishTankBase","","False","True","","9","2","1","0","0x02000CBC"
"DolocTown.Config.Equipment","EquipmentFuncFishTankElectricEel","DolocTown.Config.Equipment.EquipmentFuncFishTankElectricEel","class","public","DolocTown.Config.Equipment.EquipmentFuncFishTankBase","","False","True","","11","3","2","0","0x02000CBD"
"DolocTown.Config.Equipment","EquipmentFuncFishTankExtension","DolocTown.Config.Equipment.EquipmentFuncFishTankExtension","class","public","DolocTown.Config.Equipment.EquipmentFuncEquipment","","False","True","","11","3","2","0","0x02000CBE"
