"namespace","name","full_name","kind","visibility","base_type","interfaces","is_abstract","is_sealed","declaring_type","methods","fields","properties","events","token"
"","<GetNpcsInScene>d__14","DolocTown.NpcManager/<GetNpcsInScene>d__14","class","private","System.Object","System.Collections.Generic.IEnumerable`1<DolocTown.Npc> | System.Collections.IEnumerable | System.Collections.Generic.IEnumerator`1<DolocTown.Npc> | System.Collections.IEnumerator | System.IDisposable","False","True","DolocTown.NpcManager","9","8","2","0","0x02000EC0"
"DolocTown","Dungeon","DolocTown.Dungeon","class","public","System.Object","","False","False","","32","8","8","0","0x020002C3"
"","<>c","DolocTown.Dungeon/<>c","class","private","System.Object","","False","True","DolocTown.Dungeon","3","2","0","0","0x02000F24"
"","<>c__DisplayClass32_0","DolocTown.Dungeon/<>c__DisplayClass32_0","class","private","System.Object","","False","True","DolocTown.Dungeon","2","1","0","0","0x02000F25"
"","<>c__DisplayClass33_0","DolocTown.Dungeon/<>c__DisplayClass33_0","class","private","System.Object","","False","True","DolocTown.Dungeon","2","2","0","0","0x02000F26"
"","<>c__DisplayClass37_0","DolocTown.Dungeon/<>c__DisplayClass37_0","class","private","System.Object","","False","True","DolocTown.Dungeon","2","1","0","0","0x02000F27"
"DolocTown","DungeonManager","DolocTown.DungeonManager","class","public","System.Object","","False","False","","11","1","2","0","0x020002C4"
"DolocTown","DungeonRoom","DolocTown.DungeonRoom","class","public","DolocTown.Room","","False","False","","11","2","5","0","0x020002C5"
"DolocTown","DungeonTransitionState","DolocTown.DungeonTransitionState","class","public","DolocTown.GameStateNoInput","","False","False","","6","2","0","0","0x020002C6"
"","TransitionHelper","DolocTown.DungeonTransitionState/TransitionHelper","static class","public","System.Object","","True","True","DolocTown.DungeonTransitionState","3","2","1","0","0x02000F28"
"","<>c__DisplayClass5_0","DolocTown.DungeonTransitionState/TransitionHelper/<>c__DisplayClass5_0","class","private","System.Object","","False","True","DolocTown.DungeonTransitionState/TransitionHelper","2","1","0","0","0x0200129B"
"","<AsyncLoad>d__6","DolocTown.DungeonTransitionState/<AsyncLoad>d__6","class","private","System.Object","System.Collections.Generic.IEnumerator`1<System.Object> | System.Collections.IEnumerator | System.IDisposable","False","True","DolocTown.DungeonTransitionState","6","3","2","0","0x02000F29"
"DolocTown","DungeonHandle","DolocTown.DungeonHandle","class","public","UnityEngine.MonoBehaviour","","False","False","","5","13","1","0","0x020002C7"
"DolocTown","DungeonRoomControlMap","DolocTown.DungeonRoomControlMap","class","public","System.Object","","False","False","","1","7","0","0","0x020002C8"
"DolocTown","DungeonResourceManager","DolocTown.DungeonResourceManager","class","public","System.Object","","False","False","","18","4","4","0","0x020002C9"
"","<>c","DolocTown.DungeonResourceManager/<>c","class","private","System.Object","","False","True","DolocTown.DungeonResourceManager","4","3","0","0","0x02000F2A"
"","<>c__DisplayClass17_0","DolocTown.DungeonResourceManager/<>c__DisplayClass17_0","class","private","System.Object","","False","True","DolocTown.DungeonResourceManager","2","1","0","0","0x02000F2B"
"","<>c__DisplayClass18_0","DolocTown.DungeonResourceManager/<>c__DisplayClass18_0","class","private","System.Object","","False","True","DolocTown.DungeonResourceManager","2","1","0","0","0x02000F2C"
"","<>c__DisplayClass19_0","DolocTown.DungeonResourceManager/<>c__DisplayClass19_0","class","private","System.Object","","False","True","DolocTown.DungeonResourceManager","2","1","0","0","0x02000F2D"
"","<>c__DisplayClass20_0","DolocTown.DungeonResourceManager/<>c__DisplayClass20_0","class","private","System.Object","","False","True","DolocTown.DungeonResourceManager","2","1","0","0","0x02000F2E"
"","<>c__DisplayClass21_0","DolocTown.DungeonResourceManager/<>c__DisplayClass21_0","class","private","System.Object","","False","True","DolocTown.DungeonResourceManager","2","1","0","0","0x02000F2F"
"DolocTown","DungeonResource","DolocTown.DungeonResource","class","public","DolocTown.TerrainContent","","True","False","","68","11","20","0","0x020002CA"
"DolocTown","DungeonResourceBuildingsGarbage","DolocTown.DungeonResourceBuildingsGarbage","class","public","DolocTown.DungeonResource","","False","False","","5","0","0","0","0x020002CC"
"DolocTown","DungeonResourceCrop","DolocTown.DungeonResourceCrop","class","public","DolocTown.DungeonResource","","False","False","","13","0","1","0","0x020002CD"
"DolocTown","DungeonResourceHive","DolocTown.DungeonResourceHive","class","public","DolocTown.DungeonResource","","False","False","","5","1","0","0","0x020002CE"
"DolocTown","DungeonResourceModelMechanicalGarbage","DolocTown.DungeonResourceModelMechanicalGarbage","class","public","DolocTown.DungeonResource","","False","False","","5","0","0","0","0x020002CF"
"DolocTown","DungeonResourceOre","DolocTown.DungeonResourceOre","class","public","DolocTown.DungeonResource","","False","False","","5","0","0","0","0x020002D0"
"DolocTown","DungeonResourceModelPaperBox","DolocTown.DungeonResourceModelPaperBox","class","public","DolocTown.DungeonResource","","False","False","","10","0","1","0","0x020002D1"
"DolocTown","DungeonResourceTree","DolocTown.DungeonResourceTree","class","public","DolocTown.DungeonResource","DolocTown.IDecalHost | RedSaw.IHasIndex","False","False","","18","3","6","0","0x020002D2"
"DolocTown","DungeonResourceTreeTrunk","DolocTown.DungeonResourceTreeTrunk","class","public","DolocTown.DungeonResource","","False","False","","5","0","0","0","0x020002D3"
"DolocTown","DungeonResourceWeeds","DolocTown.DungeonResourceWeeds","class","public","DolocTown.DungeonResource","DolocTown.IFeeder | DolocTown.IAnimalInteractable","False","False","","25","3","9","0","0x020002D4"
"DolocTown","DungeonResourceWeedsSmall","DolocTown.DungeonResourceWeedsSmall","class","public","DolocTown.DungeonResourceWeeds","","False","False","","7","0","0","0","0x020002D5"
"DolocTown","DungeonResourceRenderer","DolocTown.DungeonResourceRenderer","class","public","DolocTown.GameRendererEntity","DolocTown.IFellable | DolocTown.IAttackable | DolocTown.IWaterable | DolocTown.IInteractable | DolocTown.IWindInteractive | DolocTown.IMonsterInteractable | DolocTown.IBombInteractive | DolocTown.IAnimalTouchable","False","False","","43","8","11","0","0x020002D9"
"","<>c__DisplayClass27_0","DolocTown.DungeonResourceRenderer/<>c__DisplayClass27_0","class","private","System.Object","","False","True","DolocTown.DungeonResourceRenderer","3","5","0","0","0x02000F31"
"","<>c__DisplayClass29_0","DolocTown.DungeonResourceRenderer/<>c__DisplayClass29_0","class","private","System.Object","","False","True","DolocTown.DungeonResourceRenderer","2","2","0","0","0x02000F32"
"","RoomSearcher","DolocTown.AnimalController/RoomSearcher","class","private","System.Object","","False","False","DolocTown.AnimalController","4","1","2","0","0x02000F38"
"DolocTown","AnimalPathFinderForRoom","DolocTown.AnimalPathFinderForRoom","class","public","System.Object","","False","False","","5","3","0","0","0x02000309"
"DolocTown","AnimalRoomSearcher","DolocTown.AnimalRoomSearcher","class","public","System.Object","","False","False","","3","1","0","0","0x0200030C"
"DolocTown","AnimalWork_EnterAnotherRoom","DolocTown.AnimalWork_EnterAnotherRoom","class","public","DolocTown.AnimalWork","","False","False","","5","3","1","0","0x02000317"
"","AnotherRoomType","DolocTown.AnimalWork_EnterAnotherRoom/AnotherRoomType","enum","private","System.Enum","","False","True","DolocTown.AnimalWork_EnterAnotherRoom","0","6","0","0","0x02000F52"
"DolocTown","AnimalWork_EnterRoom","DolocTown.AnimalWork_EnterRoom","class","public","DolocTown.AnimalWork","","False","False","","4","4","1","0","0x02000318"
"DolocTown","AnimalEnterRoom","DolocTown.AnimalEnterRoom","class","public","DolocTown.AnimalTask","","False","False","","2","1","0","0","0x02000327"
"DolocTown","AnimalRoomEnv","DolocTown.AnimalRoomEnv","class","public","System.Object","","False","False","","16","3","2","0","0x0200032E"
"","RoomEnv","DolocTown.AutomateStationEnv/RoomEnv","class","public","System.Object","","False","False","DolocTown.AutomateStationEnv","8","6","4","0","0x02000F88"
"","<get__AllEquipments>d__9","DolocTown.AutomateStationEnv/RoomEnv/<get__AllEquipments>d__9","class","private","System.Object","System.Collections.Generic.IEnumerable`1<DolocTown.Equipment> | System.Collections.IEnumerable | System.Collections.Generic.IEnumerator`1<DolocTown.Equipment> | System.Collections.IEnumerator | System.IDisposable","False","True","DolocTown.AutomateStationEnv/RoomEnv","9","5","2","0","0x020012AD"
"","<get_AllDropItems>d__11","DolocTown.AutomateStationEnv/RoomEnv/<get_AllDropItems>d__11","class","private","System.Object","System.Collections.Generic.IEnumerable`1<DolocTown.DropItem> | System.Collections.IEnumerable | System.Collections.Generic.IEnumerator`1<DolocTown.DropItem> | System.Collections.IEnumerator | System.IDisposable","False","True","DolocTown.AutomateStationEnv/RoomEnv","10","5","2","0","0x020012AE"
"","<get_AllBuildings>d__13","DolocTown.AutomateStationEnv/RoomEnv/<get_AllBuildings>d__13","class","private","System.Object","System.Collections.Generic.IEnumerable`1<DolocTown.Building> | System.Collections.IEnumerable | System.Collections.Generic.IEnumerator`1<DolocTown.Building> | System.Collections.IEnumerator | System.IDisposable","False","True","DolocTown.AutomateStationEnv/RoomEnv","8","4","2","0","0x020012AF"
"","<get_BrokenRoomEnvs>d__4","DolocTown.AutomateStationEnv/<get_BrokenRoomEnvs>d__4","class","private","System.Object","System.Collections.Generic.IEnumerable`1<DolocTown.AutomateStationEnv/RoomEnv> | System.Collections.IEnumerable | System.Collections.Generic.IEnumerator`1<DolocTown.AutomateStationEnv/RoomEnv> | System.Collections.IEnumerator | System.IDisposable","False","True","DolocTown.AutomateStationEnv","8","6","2","0","0x02000F89"
"","<GetAllDropItemsInRoom>d__12","DolocTown.AutomateSystemEnv/<GetAllDropItemsInRoom>d__12","class","private","System.Object","System.Collections.Generic.IEnumerable`1<DolocTown.DropItemBase> | System.Collections.IEnumerable | System.Collections.Generic.IEnumerator`1<DolocTown.DropItemBase> | System.Collections.IEnumerator | System.IDisposable","False","True","DolocTown.AutomateSystemEnv","10","7","2","0","0x02000F8D"
"DolocTown","EquipmentRoom","DolocTown.EquipmentRoom","class","public","DolocTown.Equipment","","False","False","","9","1","0","0","0x020003D8"
"DolocTown","ShowerRoom","DolocTown.ShowerRoom","class","public","DolocTown.Equipment","","False","False","","9","1","0","0","0x020003DE"
"","<_Animation>d__4","DolocTown.ShowerRoom/<_Animation>d__4","struct","private","System.ValueType","System.Runtime.CompilerServices.IAsyncStateMachine","False","True","DolocTown.ShowerRoom","2","8","0","0","0x02000FD8"
"","<PlayAnimation>d__5","DolocTown.ShowerRoom/<PlayAnimation>d__5","struct","private","System.ValueType","System.Runtime.CompilerServices.IAsyncStateMachine","False","True","DolocTown.ShowerRoom","2","4","0","0","0x02000FD9"
"DolocTown","RoomDataLoadUtils","DolocTown.RoomDataLoadUtils","static class","public","System.Object","","True","True","","1","0","0","0","0x02000490"
"DolocTown","TemplateRoom","DolocTown.TemplateRoom","class","public","DolocTown.Room","","True","False","","14","2","7","0","0x02000491"
"DolocTown","TemplateRoomInHouse","DolocTown.TemplateRoomInHouse","class","public","DolocTown.TemplateRoom","","False","False","","22","2","10","0","0x02000492"
"","<get_Buildings>d__12","DolocTown.TemplateRoomInHouse/<get_Buildings>d__12","class","private","System.Object","System.Collections.Generic.IEnumerable`1<DolocTown.Building> | System.Collections.IEnumerable | System.Collections.Generic.IEnumerator`1<DolocTown.Building> | System.Collections.IEnumerator | System.IDisposable","False","True","DolocTown.TemplateRoomInHouse","9","5","2","0","0x02001031"
"","<>c__DisplayClass31_0","DolocTown.TemplateRoomInHouse/<>c__DisplayClass31_0","class","private","System.Object","","False","True","DolocTown.TemplateRoomInHouse","2","1","0","0","0x02001032"
"DolocTown","TemplateRoomOutdoor","DolocTown.TemplateRoomOutdoor","class","public","DolocTown.TemplateRoom","","False","False","","9","0","0","0","0x02000493"
"DolocTown","WorldContentRenderer","DolocTown.WorldContentRenderer","class","public","DolocTown.GameEntity","DolocTown.IInteractable","True","False","","11","3","3","0","0x020004A5"
"DolocTown","WorldContent","DolocTown.WorldContent","class","public","System.Object","RedSaw.IHasIndex","True","False","","16","3","6","0","0x020004A6"
"DolocTown","GameStateNoInput","DolocTown.GameStateNoInput","class","public","DolocTownGameStateBase","","False","False","","6","0","2","0","0x020004A8"
"DolocTown","GameStateUniversalTransition","DolocTown.GameStateUniversalTransition","class","public","DolocTown.GameStateNoInput","","False","False","","5","4","0","0","0x020004A9"
"DolocTown","GameStatePluginBodyPause","DolocTown.GameStatePluginBodyPause","class","public","DolocTown.GameStatePlugin","","False","False","","2","0","0","0","0x020004AC"
"DolocTown","GameStatePlugin","DolocTown.GameStatePlugin","class","public","System.Object","","True","False","","4","0","1","0","0x020004AD"
"DolocTown","GameStatePluginCurrent","DolocTown.GameStatePluginCurrent","class","public","DolocTown.GameStatePlugin","","False","False","","2","0","0","0","0x020004AE"
"DolocTown","GameStatePluginPauseTip","DolocTown.GameStatePluginPauseTip","class","public","DolocTown.GameStatePlugin","","False","False","","2","0","0","0","0x020004AF"
"DolocTown","GameStatePluginStopAgentWhileModalState","DolocTown.GameStatePluginStopAgentWhileModalState","class","public","DolocTown.GameStatePlugin","","False","False","","2","0","0","0","0x020004B0"
"DolocTown","GameStatePluginUiBackground","DolocTown.GameStatePluginUiBackground","class","public","DolocTown.GameStatePlugin","","False","False","","3","1","0","0","0x020004B1"
"DolocTown","RoomVisitCondition","DolocTown.RoomVisitCondition","class","public","System.Object","DolocTown.ICondition","False","False","","3","1","0","0","0x02000504"
"DolocTown","CutsceneObject","DolocTown.CutsceneObject","class","public","DolocTown.InteractableObject","","False","False","","3","5","0","0","0x0200052A"
"DolocTown","CutsceneObjectLogic","DolocTown.CutsceneObjectLogic","class","public","DolocTown.InteractableObjectLogic","","False","False","","11","4","2","0","0x0200052B"
"DolocTown","RoomInteractableObjectManager","DolocTown.RoomInteractableObjectManager","class","public","System.Object","","False","False","","14","3","1","0","0x0200053C"
"DolocTown","SceneLightBuildingGateContent","DolocTown.SceneLightBuildingGateContent","class","public","DolocTown.SceneLight","","False","False","","4","1","0","0","0x02000542"
"DolocTown","SceneLightNormal","DolocTown.SceneLightNormal","class","public","DolocTown.SceneLight","","False","False","","6","5","2","0","0x02000543"
"DolocTown","SceneLightParticleSystem","DolocTown.SceneLightParticleSystem","class","public","DolocTown.SceneLight","","False","False","","4","1","0","0","0x02000544"
"DolocTown","SceneLightSimple","DolocTown.SceneLightSimple","class","public","DolocTown.SceneLight","","False","False","","7","3","1","0","0x02000545"
"","TurnOnMode","DolocTown.SceneLightSimple/TurnOnMode","enum","private","System.Enum","","False","True","DolocTown.SceneLightSimple","0","4","0","0","0x0200106D"
"DolocTown","SceneLightFluorescentLamp","DolocTown.SceneLightFluorescentLamp","class","public","DolocTown.SceneLight","","False","False","","6","5","0","0","0x02000546"
"DolocTown","SceneLightTelevision","DolocTown.SceneLightTelevision","class","public","DolocTown.SceneLight","","False","False","","6","2","0","0","0x02000547"
"DolocTown","SceneLightStreetLamp","DolocTown.SceneLightStreetLamp","class","public","DolocTown.SceneLight","","False","False","","8","9","0","0","0x02000548"
"DolocTown","SceneLight","DolocTown.SceneLight","class","public","UnityEngine.MonoBehaviour","","True","False","","14","4","2","0","0x0200054B"
"DolocTown","SceneLightManager","DolocTown.SceneLightManager","class","public","System.Object","","False","False","","4","2","0","0","0x0200054C"
"DolocTown","SceneRenderer","DolocTown.SceneRenderer","class","public","System.Object","","True","False","","9","2","2","0","0x02000553"
"DolocTown","SceneRendererFarm","DolocTown.SceneRendererFarm","class","public","DolocTown.SceneRenderer","","False","False","","2","2","0","0","0x02000555"
"DolocTown","NormalGameState","DolocTown.NormalGameState","class","public","DolocTownGameStateBase","","False","False","","19","3","6","0","0x02000580"
"DolocTown","GameStateSceneTransition","DolocTown.GameStateSceneTransition","class","public","DolocTown.GameStateNoInput","","False","False","","10","4","3","0","0x020005A3"
"DolocTown","FaintGameState","DolocTown.FaintGameState","class","public","DolocTown.GameStateNoInput","","False","False","","10","3","0","0","0x020005D4"
"","<>c__DisplayClass9_0","DolocTown.FaintGameState/<>c__DisplayClass9_0","class","private","System.Object","","False","True","DolocTown.FaintGameState","2","2","0","0","0x0200108C"
"DolocTown","MotorWorldContentHandle","DolocTown.MotorWorldContentHandle","class","public","DolocTown.DolocObject","","False","False","","3","0","0","0","0x020005DA"
"DolocTown","RoomScanner","DolocTown.RoomScanner","class","public","System.Object","DolocTown.IScanner","False","False","","13","7","3","0","0x020005DE"
"DolocTown","DungeonResourceHostDebugger","DolocTown.DungeonResourceHostDebugger","class","public","System.Object","","False","False","","3","1","0","0","0x020005F2"
"DolocTown","ISceneHandle","DolocTown.ISceneHandle","interface","public","","","True","False","","22","0","4","0","0x020005F3"
"","<>c__DisplayClass25_0`1","DolocTown.ISceneHandle/<>c__DisplayClass25_0`1","class","private","System.Object","","False","True","DolocTown.ISceneHandle","2","1","0","0","0x02001097"
"DolocTown","ISceneHandleExtension","DolocTown.ISceneHandleExtension","static class","public","System.Object","","True","True","","5","0","0","0","0x020005F4"
"DolocTown","RefreshRoomAfterMissionComplete","DolocTown.RefreshRoomAfterMissionComplete","class","public","System.Object","DolocTown.IMissionManagerComponent","False","False","","5","0","0","0","0x020005F5"
"DolocTown","RoomGeneratorUtils","DolocTown.RoomGeneratorUtils","static class","public","System.Object","","True","True","","14","0","0","0","0x020005F6"
"","<>c__DisplayClass6_0","DolocTown.RoomGeneratorUtils/<>c__DisplayClass6_0","class","private","System.Object","","False","True","DolocTown.RoomGeneratorUtils","3","1","0","0","0x02001098"
"DolocTown","RoomHandle","DolocTown.RoomHandle","class","public","UnityEngine.MonoBehaviour","DolocTown.ISceneHandle","False","False","","57","38","7","0","0x020005F7"
"","<>c__DisplayClass66_0`1","DolocTown.RoomHandle/<>c__DisplayClass66_0`1","class","private","System.Object","","False","True","DolocTown.RoomHandle","2","1","0","0","0x02001099"
"","<>c__DisplayClass81_0","DolocTown.RoomHandle/<>c__DisplayClass81_0","class","private","System.Object","","False","True","DolocTown.RoomHandle","2","1","0","0","0x0200109A"
"","<>c","DolocTown.RoomHandle/<>c","class","private","System.Object","","False","True","DolocTown.RoomHandle","4","3","0","0","0x0200109B"
"DolocTown","RoomHandleUtils","DolocTown.RoomHandleUtils","static class","public","System.Object","","True","True","","7","0","0","0","0x020005F8"
"DolocTown","IDungeonResourceHost","DolocTown.IDungeonResourceHost","interface","public","","DolocTown.IBaseHost","True","False","","32","0","2","0","0x020005FD"
"","<>c__DisplayClass21_0","DolocTown.IDungeonResourceHost/<>c__DisplayClass21_0","class","private","System.Object","","False","True","DolocTown.IDungeonResourceHost","2","2","0","0","0x020010A2"
"","<>c","DolocTown.IDungeonResourceHost/<>c","class","private","System.Object","","False","True","DolocTown.IDungeonResourceHost","5","4","0","0","0x020010A3"
"","<get_AllEquipmentsIncludeSubrooms>d__13","DolocTown.IEquipmentHost/<get_AllEquipmentsIncludeSubrooms>d__13","class","private","System.Object","System.Collections.Generic.IEnumerable`1<DolocTown.Equipment> | System.Collections.IEnumerable | System.Collections.Generic.IEnumerator`1<DolocTown.Equipment> | System.Collections.IEnumerator | System.IDisposable","False","True","DolocTown.IEquipmentHost","11","6","2","0","0x020010A5"
"DolocTown","Room","DolocTown.Room","class","public","System.Object","DolocTown.IDropItemHost | DolocTown.IBaseHost | DolocTown.IMonsterHost | DolocTown.IMissionItemHost | DolocTown.IDungeonResourceHost | DolocTown.IVegetationHost | DolocTown.IEnvObjectHost | DolocTown.IPlatformHost | DolocTown.IBuildingHost | DolocTown.IEquipmentHost | DolocTown.IAnimalHost","True","False","","136","36","69","0","0x02000605"
"","<get_AllAnimals>d__161","DolocTown.Room/<get_AllAnimals>d__161","class","private","System.Object","System.Collections.Generic.IEnumerable`1<DolocTown.Animal> | System.Collections.IEnumerable | System.Collections.Generic.IEnumerator`1<DolocTown.Animal> | System.Collections.IEnumerator | System.IDisposable","False","True","DolocTown.Room","11","6","2","0","0x020010AC"
"DolocTown","RoomPatch","DolocTown.RoomPatch","static class","public","System.Object","","True","True","","3","0","0","0","0x02000606"
"DolocTown","RoomType","DolocTown.RoomType","enum","public","System.Enum","","False","True","","0","5","0","0","0x02000607"
"DolocTown","DungeonCaseUiState","DolocTown.DungeonCaseUiState","class","public","DolocTown.ContainerBaseUiState","","False","False","","13","0","5","0","0x0200063B"
"DolocTown","DungeonResourceConstraintType","DolocTown.DungeonResourceConstraintType","enum","public","System.Enum","","False","True","","0","7","0","0","0x02000678"
"DolocTown","SceneInfoSO","DolocTown.SceneInfoSO","struct","public","System.ValueType","","False","True","","2","5","1","0","0x0200067F"
"DolocTown","RoomGizmos","DolocTown.RoomGizmos","class","public","UnityEngine.MonoBehaviour","","False","False","","16","42","2","0","0x020006CC"
"DolocTown","SceneInfo","DolocTown.SceneInfo","struct","public","System.ValueType","","False","True","","1","5","0","0","0x020006D1"
"DolocTown","SceneManagement","DolocTown.SceneManagement","static class","public","System.Object","","True","True","","4","1","1","0","0x020006D2"
"DolocTown","SceneManager","DolocTown.SceneManager","class","public","System.Object","","False","False","","22","3","0","0","0x020006D3"
"","SceneHandleCache","DolocTown.SceneManager/SceneHandleCache","struct","private","System.ValueType","","False","True","DolocTown.SceneManager","1","3","0","0","0x02001128"
"","<CoroutineLoadSceneAsync>d__10","DolocTown.SceneManager/<CoroutineLoadSceneAsync>d__10","class","private","System.Object","System.Collections.Generic.IEnumerator`1<System.Object> | System.Collections.IEnumerator | System.IDisposable","False","True","DolocTown.SceneManager","6","6","2","0","0x02001129"
"","<CoroutineLoadSceneAsyncEx>d__11","DolocTown.SceneManager/<CoroutineLoadSceneAsyncEx>d__11","class","private","System.Object","System.Collections.Generic.IEnumerator`1<System.Object> | System.Collections.IEnumerator | System.IDisposable","False","True","DolocTown.SceneManager","6","7","2","0","0x0200112A"
"","<CoroutineUnloadSceneAsync>d__14","DolocTown.SceneManager/<CoroutineUnloadSceneAsync>d__14","class","private","System.Object","System.Collections.Generic.IEnumerator`1<System.Object> | System.Collections.IEnumerator | System.IDisposable","False","True","DolocTown.SceneManager","6","6","2","0","0x0200112B"
"","<>c__DisplayClass21_0","DolocTown.SceneManager/<>c__DisplayClass21_0","class","private","System.Object","","False","True","DolocTown.SceneManager","2","1","0","0","0x0200112C"
"","<>c__DisplayClass24_0","DolocTown.SceneManager/<>c__DisplayClass24_0","class","private","System.Object","","False","True","DolocTown.SceneManager","2","2","0","0","0x0200112D"
"DolocTown","SceneType","DolocTown.SceneType","enum","public","System.Enum","","False","True","","0","6","0","0","0x020006D4"
"DolocTown.UI","SceneBoxBase","DolocTown.UI.SceneBoxBase","class","public","DolocTown.UI.DolocUiObject","UnityEngine.EventSystems.IPointerEnterHandler | UnityEngine.EventSystems.IEventSystemHandler | UnityEngine.EventSystems.IPointerExitHandler","False","False","","10","4","1","0","0x020007B4"
"DolocTown.UI","SceneBoxGroup","DolocTown.UI.SceneBoxGroup","class","public","DolocTown.UI.DolocUIPanel","","False","False","","17","12","2","0","0x020007B5"
"DolocTown.UI","SceneTextBox","DolocTown.UI.SceneTextBox","class","public","DolocTown.UI.SceneBoxBase","","False","False","","4","6","0","0","0x020007B6"
"DolocTown.UI","SceneDialogueBox","DolocTown.UI.SceneDialogueBox","class","public","DolocTown.UI.DolocUiRecyclableObject","","False","False","","14","4","3","0","0x020007B7"
"DolocTown.UI","MessageBoxInScene","DolocTown.UI.MessageBoxInScene","class","public","DolocTown.UI.DolocUiRecyclableObject","","False","False","","13","5","2","0","0x0200082D"
"","<>c__DisplayClass12_0","DolocTown.UI.MessageBoxInScene/<>c__DisplayClass12_0","class","private","System.Object","","False","True","DolocTown.UI.MessageBoxInScene","4","2","0","0","0x020011A4"
"","<WaitForHide>d__13","DolocTown.UI.MessageBoxInScene/<WaitForHide>d__13","class","private","System.Object","System.Collections.Generic.IEnumerator`1<System.Object> | System.Collections.IEnumerator | System.IDisposable","False","True","DolocTown.UI.MessageBoxInScene","6","4","2","0","0x020011A5"
"DolocTown.UI","MessageBoxInSceneManager","DolocTown.UI.MessageBoxInSceneManager","class","public","System.Object","","False","False","","4","1","0","0","0x0200082E"
"DolocTown.UI","MessageBoxInSceneWithIcon","DolocTown.UI.MessageBoxInSceneWithIcon","class","public","DolocTown.UI.DolocUiRecyclableObject","","False","False","","14","6","3","0","0x0200082F"
"","<WaitForChange>d__17","DolocTown.UI.MessageBoxInSceneWithIcon/<WaitForChange>d__17","class","private","System.Object","System.Collections.Generic.IEnumerator`1<System.Object> | System.Collections.IEnumerator | System.IDisposable","False","True","DolocTown.UI.MessageBoxInSceneWithIcon","6","3","2","0","0x020011A6"
"","<WaitForHide>d__18","DolocTown.UI.MessageBoxInSceneWithIcon/<WaitForHide>d__18","class","private","System.Object","System.Collections.Generic.IEnumerator`1<System.Object> | System.Collections.IEnumerator | System.IDisposable","False","True","DolocTown.UI.MessageBoxInSceneWithIcon","6","4","2","0","0x020011A7"
"","<>c__DisplayClass19_0","DolocTown.UI.MessageBoxInSceneWithIcon/<>c__DisplayClass19_0","class","private","System.Object","","False","True","DolocTown.UI.MessageBoxInSceneWithIcon","5","7","0","0","0x020011A8"
