"namespace","name","full_name","kind","visibility","base_type","interfaces","is_abstract","is_sealed","declaring_type","methods","fields","properties","events","token"
"RedSaw.UI","RedSawButtonPrototype","RedSaw.UI.RedSawButtonPrototype","class","public","RedSaw.UI.RedSawUiObject","UnityEngine.EventSystems.IPointerEnterHandler | UnityEngine.EventSystems.IEventSystemHandler | UnityEngine.EventSystems.IPointerExitHandler | UnityEngine.EventSystems.IPointerDownHandler | UnityEngine.EventSystems.IPointerUpHandler | UnityEngine.EventSystems.IPointerClickHandler","True","False","","11","3","0","0","0x020000E5"
"RedSaw.UI","RedSawButtonBase","RedSaw.UI.RedSawButtonBase","class","public","RedSaw.UI.RedSawButtonPrototype","","False","False","","26","8","8","0","0x020000E6"
"RedSaw.UI","UiUtils","RedSaw.UI.UiUtils","static class","public","System.Object","","True","True","","5","0","0","0","0x020000E7"
"RedSaw.UI","RsMoveComponent","RedSaw.UI.RsMoveComponent","class","public","System.Object","","False","False","","4","5","0","0","0x020000E8"
"RedSaw.CommandLineInterface","DebugInlineButtonAttribute","RedSaw.CommandLineInterface.DebugInlineButtonAttribute","class","public","System.Attribute","","False","False","","4","4","1","0","0x02000136"
"RedSaw.CommandLineInterface","DebugButtonAttribute","RedSaw.CommandLineInterface.DebugButtonAttribute","class","public","System.Attribute","","False","False","","4","2","1","0","0x02000139"
"RedSaw.CommandLineInterface","DebugButtonType","RedSaw.CommandLineInterface.DebugButtonType","enum","public","System.Enum","","False","True","","0","4","0","0","0x02000141"
"RedSaw.CommandLineInterface","DebugButton","RedSaw.CommandLineInterface.DebugButton","class","public","System.Object","","False","False","","3","6","0","0","0x02000142"
"RedSaw.CommandLineInterface.UnityImpl","GameConsoleAlternativeOptionsPanel","RedSaw.CommandLineInterface.UnityImpl.GameConsoleAlternativeOptionsPanel","class","public","UnityEngine.MonoBehaviour","","False","False","","4","4","1","0","0x02000144"
"DolocTown","LocalizedLine","DolocTown.LocalizedLine","class","public","Yarn.Unity.LocalizedLine","","False","False","","3","0","2","0","0x020001BD"
"DolocTown","IDialogueLineView","DolocTown.IDialogueLineView","interface","public","","DolocTown.UI.IView","True","False","","9","0","3","0","0x020001C3"
"DolocTown","IDialogueOptionView","DolocTown.IDialogueOptionView","interface","public","","DolocTown.UI.IView","True","False","","9","0","2","0","0x020001C4"
"DolocTown","RewardBuildingUnlock","DolocTown.RewardBuildingUnlock","class","public","DolocTown.Reward","","False","False","","8","1","4","0","0x02000206"
"","PursuitState","DolocTown.MonsterAI_IndieGuarder/PursuitState","class","private","DolocTown.MonsterStateManager/MoveState`1<DolocTown.MonsterAI_IndieGuarder>","","False","False","DolocTown.MonsterAI_IndieGuarder","3","0","0","0","0x02000EE0"
"","PursuitState","DolocTown.MonsterAI_Ranger/PursuitState","class","private","DolocTown.MonsterStateManager/MoveState`1<DolocTown.MonsterAI_Ranger>","","False","False","DolocTown.MonsterAI_Ranger","3","0","0","0","0x02000EE3"
"","PursuitState","DolocTown.MonsterAI_Amoeba/PursuitState","class","private","DolocTown.MonsterStateManager/MoveState`1<DolocTown.MonsterAI_Amoeba>","","False","False","DolocTown.MonsterAI_Amoeba","3","0","0","0","0x02000EE6"
"","PursuitState","DolocTown.MonsterAI_FwbDrone/PursuitState","class","private","DolocTown.MonsterStateManager/MoveState`1<DolocTown.MonsterAI_FwbDrone>","","False","False","DolocTown.MonsterAI_FwbDrone","3","0","0","0","0x02000EEF"
"","PursuitState","DolocTown.MonsterAI_Nian/PursuitState","class","public","DolocTown.MonsterStateManager/MoveState`1<DolocTown.MonsterAI_Nian>","","False","False","DolocTown.MonsterAI_Nian","3","0","0","0","0x02000EFB"
"","PursuitState","DolocTown.MonsterAI_NianHead/PursuitState","class","public","DolocTown.MonsterStateManager/MoveState`1<DolocTown.MonsterAI_NianHead>","","False","False","DolocTown.MonsterAI_NianHead","3","0","0","0","0x02000EFF"
"DolocTown","DungeonResourceBuildingsGarbage","DolocTown.DungeonResourceBuildingsGarbage","class","public","DolocTown.DungeonResource","","False","False","","5","0","0","0","0x020002CC"
"","<FromBuilding>d__24","DolocTown.AnimalMap/<FromBuilding>d__24","class","private","System.Object","System.Collections.Generic.IEnumerable`1<DolocTown.AnimalStair> | System.Collections.IEnumerable | System.Collections.Generic.IEnumerator`1<DolocTown.AnimalStair> | System.Collections.IEnumerator | System.IDisposable","False","True","DolocTown.AnimalMap","10","6","2","0","0x02000F3E"
"","<FromBuildingFloor>d__25","DolocTown.AnimalMap/<FromBuildingFloor>d__25","class","private","System.Object","System.Collections.Generic.IEnumerable`1<DolocTown.AnimalStair> | System.Collections.IEnumerable | System.Collections.Generic.IEnumerator`1<DolocTown.AnimalStair> | System.Collections.IEnumerator | System.IDisposable","False","True","DolocTown.AnimalMap","9","6","2","0","0x02000F3F"
"","<FromBuildingCeiling>d__26","DolocTown.AnimalMap/<FromBuildingCeiling>d__26","class","private","System.Object","System.Collections.Generic.IEnumerable`1<DolocTown.AnimalStair> | System.Collections.IEnumerable | System.Collections.Generic.IEnumerator`1<DolocTown.AnimalStair> | System.Collections.IEnumerator | System.IDisposable","False","True","DolocTown.AnimalMap","9","6","2","0","0x02000F40"
"DolocTown","AnimalWork_BuildChickenNest","DolocTown.AnimalWork_BuildChickenNest","class","public","DolocTown.AnimalWork","","False","False","","3","0","1","0","0x02000316"
"DolocTown","AnimalMapForBuilding","DolocTown.AnimalMapForBuilding","class","public","System.Object","","False","False","","5","2","1","0","0x0200032D"
"","<>c","DolocTown.AnimalMapForBuilding/<>c","class","private","System.Object","","False","True","DolocTown.AnimalMapForBuilding","3","2","0","0","0x02000F61"
"","<get__AllEquipments>d__9","DolocTown.AutomateStationEnv/RoomEnv/<get__AllEquipments>d__9","class","private","System.Object","System.Collections.Generic.IEnumerable`1<DolocTown.Equipment> | System.Collections.IEnumerable | System.Collections.Generic.IEnumerator`1<DolocTown.Equipment> | System.Collections.IEnumerator | System.IDisposable","False","True","DolocTown.AutomateStationEnv/RoomEnv","9","5","2","0","0x020012AD"
"","<get_AllBuildings>d__13","DolocTown.AutomateStationEnv/RoomEnv/<get_AllBuildings>d__13","class","private","System.Object","System.Collections.Generic.IEnumerable`1<DolocTown.Building> | System.Collections.IEnumerable | System.Collections.Generic.IEnumerator`1<DolocTown.Building> | System.Collections.IEnumerator | System.IDisposable","False","True","DolocTown.AutomateStationEnv/RoomEnv","8","4","2","0","0x020012AF"
"","<GetEquipmentsNearStation>d__25","DolocTown.AutomateSystemEnv/<GetEquipmentsNearStation>d__25","class","private","System.Object","System.Collections.Generic.IEnumerable`1<DolocTown.Equipment> | System.Collections.IEnumerable | System.Collections.Generic.IEnumerator`1<DolocTown.Equipment> | System.Collections.IEnumerator | System.IDisposable","False","True","DolocTown.AutomateSystemEnv","13","13","2","0","0x02000F8E"
"","<GetEquipmentsNearStation>d__26`1","DolocTown.AutomateSystemEnv/<GetEquipmentsNearStation>d__26`1","class","private","System.Object","System.Collections.Generic.IEnumerable`1<T> | System.Collections.IEnumerable | System.Collections.Generic.IEnumerator`1<T> | System.Collections.IEnumerator | System.IDisposable","False","True","DolocTown.AutomateSystemEnv","9","11","2","0","0x02000F8F"
"","<GetEquipmentsNearStation>d__17","DolocTown.AutomateSystemLocker/<GetEquipmentsNearStation>d__17","class","private","System.Object","System.Collections.Generic.IEnumerable`1<DolocTown.Equipment> | System.Collections.IEnumerable | System.Collections.Generic.IEnumerator`1<DolocTown.Equipment> | System.Collections.IEnumerator | System.IDisposable","False","True","DolocTown.AutomateSystemLocker","13","13","2","0","0x02000F91"
"","<GetEquipmentsNearStation>d__18`1","DolocTown.AutomateSystemLocker/<GetEquipmentsNearStation>d__18`1","class","private","System.Object","System.Collections.Generic.IEnumerable`1<T> | System.Collections.IEnumerable | System.Collections.Generic.IEnumerator`1<T> | System.Collections.IEnumerator | System.IDisposable","False","True","DolocTown.AutomateSystemLocker","9","11","2","0","0x02000F92"
"DolocTown","AutomateTaskEnterBuilding","DolocTown.AutomateTaskEnterBuilding","class","public","DolocTown.AutomateTask","","False","False","","2","1","0","0","0x0200034B"
"DolocTown","AutomateTaskGatherEquipment","DolocTown.AutomateTaskGatherEquipment","class","public","DolocTown.AutomateTask","","False","False","","2","1","0","0","0x02000351"
"DolocTown","IGatherableEquipment","DolocTown.IGatherableEquipment","interface","public","","","True","False","","3","0","2","0","0x02000360"
"DolocTown","BuilderUtils","DolocTown.BuilderUtils","static class","public","System.Object","","True","True","","8","0","0","0","0x02000369"
"DolocTown","BuilderIndicator","DolocTown.BuilderIndicator","class","public","DolocTown.GameEntity","","False","False","","3","2","1","0","0x0200036A"
"DolocTown","IBuilderState","DolocTown.IBuilderState","interface","public","","","True","False","","11","0","2","0","0x02000370"
"DolocTown","BuilderState`2","DolocTown.BuilderState`2","class","public","System.Object","DolocTown.IBuilderState","True","False","","49","10","10","0","0x02000371"
"DolocTown","BuildingBuilder","DolocTown.BuildingBuilder","class","public","DolocTown.BuilderState`2<DolocTown.ItemBuilding,DolocTown.Building>","","False","False","","32","17","6","0","0x02000372"
"","<>c","DolocTown.BuildingBuilder/<>c","class","private","System.Object","","False","True","DolocTown.BuildingBuilder","8","7","0","0","0x02000FA8"
"","<>c__DisplayClass44_0","DolocTown.BuildingBuilder/<>c__DisplayClass44_0","class","private","System.Object","","False","True","DolocTown.BuildingBuilder","2","2","0","0","0x02000FA9"
"DolocTown","EquipmentBuilder","DolocTown.EquipmentBuilder","class","public","DolocTown.BuilderState`2<DolocTown.ItemEquipment,DolocTown.Equipment>","","False","False","","25","5","4","0","0x02000373"
"DolocTown","PlatformBuilder","DolocTown.PlatformBuilder","class","public","DolocTown.BuilderState`2<DolocTown.ItemPlatform,DolocTown.Platform>","","False","False","","21","7","4","0","0x02000374"
"","<>c","DolocTown.PlatformBuilder/<>c","class","private","System.Object","","False","True","DolocTown.PlatformBuilder","3","2","0","0","0x02000FAA"
"DolocTown","BuildingBuilderRenderer","DolocTown.BuildingBuilderRenderer","class","public","System.Object","","False","False","","10","2","2","0","0x02000375"
"DolocTown","EquipmentBuilderRenderer","DolocTown.EquipmentBuilderRenderer","class","public","System.Object","","False","False","","12","5","9","0","0x02000376"
"DolocTown","PlatformBuilderRenderer","DolocTown.PlatformBuilderRenderer","class","public","System.Object","","False","False","","16","5","8","0","0x02000377"
"DolocTown","Equipment","DolocTown.Equipment","class","public","DolocTown.TerrainContent","DolocTown.IDismantleable | DolocTown.IDecal | RedSaw.IHasIndex | DolocTown.IDecalHost | DolocTown.IElectronicComponentContainer | DolocTown.IElectronicComponent | DolocTown.IWaterable","True","False","","120","16","43","0","0x0200037A"
"","WeatherDecoratorManager","DolocTown.Equipment/WeatherDecoratorManager","class","public","System.Object","","False","False","DolocTown.Equipment","28","6","3","0","0x02000FAB"
"","<>c__DisplayClass15_0","DolocTown.Equipment/WeatherDecoratorManager/<>c__DisplayClass15_0","class","private","System.Object","","False","True","DolocTown.Equipment/WeatherDecoratorManager","2","1","0","0","0x020012B0"
"","<>c","DolocTown.Equipment/WeatherDecoratorManager/<>c","class","private","System.Object","","False","True","DolocTown.Equipment/WeatherDecoratorManager","3","2","0","0","0x020012B1"
"","<>c__DisplayClass18_0","DolocTown.Equipment/WeatherDecoratorManager/<>c__DisplayClass18_0","class","private","System.Object","","False","True","DolocTown.Equipment/WeatherDecoratorManager","2","1","0","0","0x020012B2"
"DolocTown","BuilderTipBase","DolocTown.BuilderTipBase","class","public","System.Object","","True","False","","20","4","6","0","0x0200037D"
"DolocTown","BuildingItemBuilderTip","DolocTown.BuildingItemBuilderTip","class","public","DolocTown.BuilderTipBase","","False","False","","13","11","4","0","0x0200037E"
"DolocTown","DecalEquipmentItemBuilderTip","DolocTown.DecalEquipmentItemBuilderTip","class","public","DolocTown.BuilderTipBase","","False","False","","15","5","3","0","0x0200037F"
"","CachedHostData","DolocTown.DecalEquipmentItemBuilderTip/CachedHostData","class","private","System.Object","","False","False","DolocTown.DecalEquipmentItemBuilderTip","1","8","0","0","0x02000FAC"
"DolocTown","EquipmentItemBuilderTip","DolocTown.EquipmentItemBuilderTip","class","public","DolocTown.BuilderTipBase","","False","False","","19","11","4","0","0x02000380"
"DolocTown","PlatformItemBuilderTip","DolocTown.PlatformItemBuilderTip","class","public","DolocTown.BuilderTipBase","","False","False","","13","6","2","0","0x02000381"
"DolocTown","PlatformBuilderHelper","DolocTown.PlatformBuilderHelper","class","public","System.Object","","False","False","","19","9","7","0","0x02000382"
"DolocTown","Building","DolocTown.Building","class","public","DolocTown.TerrainContent","","False","False","","94","16","42","0","0x02000383"
"","<>c__DisplayClass106_0","DolocTown.Building/<>c__DisplayClass106_0","class","private","System.Object","","False","True","DolocTown.Building","4","4","0","0","0x02000FAD"
"","<>c__DisplayClass113_0","DolocTown.Building/<>c__DisplayClass113_0","class","private","System.Object","","False","True","DolocTown.Building","2","4","0","0","0x02000FAE"
"","<>c","DolocTown.Building/<>c","class","private","System.Object","","False","True","DolocTown.Building","4","3","0","0","0x02000FAF"
"DolocTown","BuildingGate","DolocTown.BuildingGate","class","public","DolocTown.GameEntity","DolocTown.IGate","False","False","","18","5","7","0","0x02000385"
"DolocTown","BuildingLinkGate","DolocTown.BuildingLinkGate","class","public","DolocTown.DolocObject","DolocTown.IGate","False","False","","26","6","9","0","0x02000386"
"DolocTown","BuildingLinkGateEditorHelper","DolocTown.BuildingLinkGateEditorHelper","class","public","UnityEngine.MonoBehaviour","","False","False","","7","0","0","0","0x02000387"
"DolocTown","BuildingLinkGateId","DolocTown.BuildingLinkGateId","struct","public","System.ValueType","","False","True","","2","2","0","0","0x02000388"
"DolocTown","BuildingLinkGateMap","DolocTown.BuildingLinkGateMap","class","public","System.Object","","False","False","","11","5","1","0","0x02000389"
"","<>c__DisplayClass14_0","DolocTown.BuildingLinkGateMap/<>c__DisplayClass14_0","class","private","System.Object","","False","True","DolocTown.BuildingLinkGateMap","2","1","0","0","0x02000FB0"
"","<>c","DolocTown.BuildingLinkGateMap/<>c","class","private","System.Object","","False","True","DolocTown.BuildingLinkGateMap","3","2","0","0","0x02000FB1"
"DolocTown","BuildingLinkInfo","DolocTown.BuildingLinkInfo","class","public","System.Object","","False","False","","15","7","4","0","0x0200038A"
"DolocTown","BuildingLinkInfoForCellar","DolocTown.BuildingLinkInfoForCellar","class","public","DolocTown.BuildingLinkInfo","","False","False","","2","4","1","0","0x0200038B"
"DolocTown","BuildingLinkType","DolocTown.BuildingLinkType","enum","public","System.Enum","","False","True","","0","5","0","0","0x0200038C"
"DolocTown","BuildingLinkTypePatch","DolocTown.BuildingLinkTypePatch","static class","public","System.Object","","True","True","","3","0","0","0","0x0200038D"
"DolocTown","BuildingManager","DolocTown.BuildingManager","class","public","System.Object","","False","False","","16","2","4","0","0x0200038E"
"DolocTown","BuildingSupport","DolocTown.BuildingSupport","class","public","System.Object","","False","False","","10","9","3","0","0x0200038F"
"","TileCache","DolocTown.BuildingSupport/TileCache","struct","private","System.ValueType","","False","True","DolocTown.BuildingSupport","1","7","0","0","0x02000FB2"
"","PlatformTileType","DolocTown.BuildingSupport/PlatformTileType","enum","private","System.Enum","","False","True","DolocTown.BuildingSupport","0","5","0","0","0x02000FB3"
"","SupportLayerType","DolocTown.BuildingSupport/SupportLayerType","enum","private","System.Enum","","False","True","DolocTown.BuildingSupport","0","7","0","0","0x02000FB4"
"","<>c","DolocTown.BuildingSupport/<>c","class","private","System.Object","","False","True","DolocTown.BuildingSupport","5","4","0","0","0x02000FB5"
"DolocTown","BuildingRenderer","DolocTown.BuildingRenderer","class","public","DolocTown.GameRendererEntity","","False","False","","17","4","6","0","0x02000390"
"","<GetAllQuitPositionsPair>d__14","DolocTown.CellarExtension/<GetAllQuitPositionsPair>d__14","class","private","System.Object","System.Collections.Generic.IEnumerable`1<System.ValueTuple`2<DolocTown.Building,UnityEngine.Vector2>> | System.Collections.IEnumerable | System.Collections.Generic.IEnumerator`1<System.ValueTuple`2<DolocTown.Building,UnityEngine.Vector2>> | System.Collections.IEnumerator | System.IDisposable","False","True","DolocTown.CellarExtension","9","6","2","0","0x02000FBA"
"DolocTown","BuildingWindow","DolocTown.BuildingWindow","class","public","DolocTown.GameEntity","","False","False","","2","0","0","0","0x02000394"
"DolocTown","EquipmentRoom","DolocTown.EquipmentRoom","class","public","DolocTown.Equipment","","False","False","","9","1","0","0","0x020003D8"
"DolocTown","EquipmentAnimation","DolocTown.EquipmentAnimation","class","public","DolocTown.Equipment","","False","False","","7","0","1","0","0x020003E9"
"DolocTown","TrampolineEquipment","DolocTown.TrampolineEquipment","class","public","DolocTown.Equipment","","False","False","","5","0","0","0","0x020003EC"
"DolocTown","EquipmentWorker","DolocTown.EquipmentWorker","class","public","DolocTown.Equipment","DolocTown.IEquipmentWorker","True","False","","32","8","11","0","0x020003F0"
"DolocTown","IEquipmentWorker","DolocTown.IEquipmentWorker","interface","public","","","True","False","","20","0","7","0","0x020003F1"
"DolocTown","IEquipmentWorkerRenderer","DolocTown.IEquipmentWorkerRenderer","interface","public","","","True","False","","7","1","0","0","0x020003F2"
"","WorkerRendererDefault","DolocTown.IEquipmentWorkerRenderer/WorkerRendererDefault","class","public","System.Object","DolocTown.IEquipmentWorkerRenderer","False","False","DolocTown.IEquipmentWorkerRenderer","7","0","0","0","0x02000FE7"
"DolocTown","EquipmentInteractableBridge","DolocTown.EquipmentInteractableBridge","class","public","System.Object","DolocTown.IInteractable","False","False","","6","1","2","0","0x020003F3"
"DolocTown","EquipmentManager","DolocTown.EquipmentManager","class","public","System.Object","","False","False","","26","5","3","0","0x020003F4"
"","<ForEachEquipments>d__23`1","DolocTown.EquipmentManager/<ForEachEquipments>d__23`1","class","private","System.Object","System.Collections.Generic.IEnumerable`1<T> | System.Collections.IEnumerable | System.Collections.Generic.IEnumerator`1<T> | System.Collections.IEnumerator | System.IDisposable","False","True","DolocTown.EquipmentManager","9","5","2","0","0x02000FE8"
"","<>c__DisplayClass25_0`1","DolocTown.EquipmentManager/<>c__DisplayClass25_0`1","class","private","System.Object","","False","True","DolocTown.EquipmentManager","2","2","0","0","0x02000FE9"
"","<>c__DisplayClass27_0","DolocTown.EquipmentManager/<>c__DisplayClass27_0","class","private","System.Object","","False","True","DolocTown.EquipmentManager","2","1","0","0","0x02000FEA"
"","<>c__DisplayClass31_0","DolocTown.EquipmentManager/<>c__DisplayClass31_0","class","private","System.Object","","False","True","DolocTown.EquipmentManager","2","1","0","0","0x02000FEB"
"DolocTown","EquipmentPatch","DolocTown.EquipmentPatch","static class","public","System.Object","","True","True","","16","0","0","0","0x020003F5"
"DolocTown","EquipmentRenderer","DolocTown.EquipmentRenderer","class","public","DolocTown.GameRendererEntity","","False","False","","31","8","7","0","0x020003F6"
"DolocTown","EquipmentRendererBasePatch","DolocTown.EquipmentRendererBasePatch","static class","public","System.Object","","True","True","","13","0","0","0","0x020003F7"
"DolocTown","EquipmentUtils","DolocTown.EquipmentUtils","static class","public","System.Object","","True","True","","8","1","0","0","0x020003F8"
"","<>c__DisplayClass1_0","DolocTown.EquipmentUtils/<>c__DisplayClass1_0","class","private","System.Object","","False","True","DolocTown.EquipmentUtils","2","1","0","0","0x02000FEC"
"","<>c","DolocTown.EquipmentUtils/<>c","class","private","System.Object","","False","True","DolocTown.EquipmentUtils","3","2","0","0","0x02000FED"
"DolocTown","ItemBuilding","DolocTown.ItemBuilding","class","public","DolocTown.Item","","False","False","","18","2","8","0","0x0200042D"
"DolocTown","ItemBuildingExterior","DolocTown.ItemBuildingExterior","class","public","DolocTown.Item","","False","False","","14","0","3","0","0x0200042E"
"","<>c","DolocTown.ItemBuildingExterior/<>c","class","private","System.Object","","False","True","DolocTown.ItemBuildingExterior","4","3","0","0","0x02000FFA"
"DolocTown","ItemEdenFruit","DolocTown.ItemEdenFruit","class","public","DolocTown.Item","","False","False","","7","0","0","0","0x0200043F"
"","<>c","DolocTown.ItemEdenFruit/<>c","class","private","System.Object","","False","True","DolocTown.ItemEdenFruit","3","2","0","0","0x02001004"
"DolocTown","ItemEquipment","DolocTown.ItemEquipment","class","public","DolocTown.Item","","False","False","","21","2","7","0","0x02000440"
"","<>c","DolocTown.ItemEquipment/<>c","class","private","System.Object","","False","True","DolocTown.ItemEquipment","3","2","0","0","0x02001005"
"DolocTown","BuildingPreset","DolocTown.BuildingPreset","class","public","DolocTown.ObjectPreset","","False","False","","6","3","4","0","0x0200048B"
"DolocTown","EquipmentPreset","DolocTown.EquipmentPreset","class","public","DolocTown.ObjectPreset","","False","False","","7","4","5","0","0x0200048C"
"","<get_Buildings>d__12","DolocTown.TemplateRoomInHouse/<get_Buildings>d__12","class","private","System.Object","System.Collections.Generic.IEnumerable`1<DolocTown.Building> | System.Collections.IEnumerable | System.Collections.Generic.IEnumerator`1<DolocTown.Building> | System.Collections.IEnumerator | System.IDisposable","False","True","DolocTown.TemplateRoomInHouse","9","5","2","0","0x02001031"
"DolocTown","GameStatePluginUiBackground","DolocTown.GameStatePluginUiBackground","class","public","DolocTown.GameStatePlugin","","False","False","","3","1","0","0","0x020004B1"
"DolocTown","DepthFogControllerBuilding","DolocTown.DepthFogControllerBuilding","class","public","DolocTown.GameEntity","","False","False","","10","9","0","0","0x020004C3"
"","<>c__DisplayClass17_0","DolocTown.DepthFogControllerBuilding/<>c__DisplayClass17_0","class","private","System.Object","","False","True","DolocTown.DepthFogControllerBuilding","2","2","0","0","0x02001045"
"DolocTown","EquipmentRendererComponentAttribute","DolocTown.EquipmentRendererComponentAttribute","class","public","System.Attribute","","False","False","","1","2","0","0","0x020004D7"
"DolocTown","EquipmentStateRenderer","DolocTown.EquipmentStateRenderer","class","public","DolocTown.GameEntity","","False","False","","8","1","0","0","0x020004D9"
"DolocTown","EquipmentParticleSystemRenderer","DolocTown.EquipmentParticleSystemRenderer","class","public","DolocTown.GameEntity","","False","False","","7","1","1","0","0x020004DF"
