"type","name","property_type","getter","setter","getter_visibility","setter_visibility","token"
"DolocTown.TreeCrop","CurrentLevel","System.Int32","get_CurrentLevel","set_CurrentLevel","public","private","0x17000AC1"
"DolocTown.TreeCrop","isMature","System.Boolean","get_isMature","","private","","0x17000AC2"
"DolocTown.TreeCrop","IsFertilizered","System.Boolean","get_IsFertilizered","","public","","0x17000AC3"
"DolocTown.TreeCrop","CurrentLevelData","DolocTown.Config.Resource.ResourceLevelData","get_CurrentLevelData","","public","","0x17000AC4"
"DolocTown.TreeCrop","CurrentSprite","UnityEngine.Sprite","get_CurrentSprite","","public","","0x17000AC5"
"DolocTown.TreeCrop","maxGrowthValue","System.Int32","get_maxGrowthValue","","private","","0x17000AC6"
"DolocTown.TreeCrop","GrowthProgress","System.Single","get_GrowthProgress","","public","","0x17000AC7"
"DolocTown.TreeCrop","ShouldRepeat","System.Boolean","get_ShouldRepeat","","public","","0x17000AC8"
"DolocTown.TreeCrop","Growth","System.Single","get_Growth","","public","","0x17000AC9"
"DolocTown.Crop","seedProto","DolocTown.Config.Plant.SeedInfo","get_seedProto","set_seedProto","public","protected","0x17000ACA"
"DolocTown.Crop","plantBasin","DolocTown.PlantBasin","get_plantBasin","set_plantBasin","public","private","0x17000ACB"
"DolocTown.Crop","geneProtos","DolocTown.Config.Plant.CropGeneInfo[]","get_geneProtos","set_geneProtos","public","private","0x17000ACC"
"DolocTown.Crop","seedName","System.String","get_seedName","","private","","0x17000ACD"
"DolocTown.Crop","geneNames","System.String[]","get_geneNames","","private","","0x17000ACE"
"DolocTown.Crop","IsValid","System.Boolean","get_IsValid","","public","","0x17000ACF"
"DolocTown.Crop","CropDecorator","DolocTown.CropDecorator","get_CropDecorator","set_CropDecorator","public","private","0x17000AD0"
"DolocTown.Crop","hasGrowed","System.Boolean","get_hasGrowed","set_hasGrowed","public","public","0x17000AD1"
"DolocTown.Crop","lastAddition","System.Single","get_lastAddition","set_lastAddition","public","public","0x17000AD2"
"DolocTown.Crop","lastFertilizerAddition","System.Single","get_lastFertilizerAddition","set_lastFertilizerAddition","public","public","0x17000AD3"
"DolocTown.Crop","CurrentSprite","UnityEngine.Sprite","get_CurrentSprite","","public","","0x17000AD4"
"DolocTown.Crop","SeedId","System.String","get_SeedId","","public","","0x17000AD5"
"DolocTown.Crop","CropSrite","UnityEngine.Sprite","get_CropSrite","","public","","0x17000AD6"
"DolocTown.Crop","isMature","System.Boolean","get_isMature","","public","","0x17000AD7"
"DolocTown.Crop","isDead","System.Boolean","get_isDead","","public","","0x17000AD8"
"DolocTown.Crop","isMoist","System.Boolean","get_isMoist","","public","","0x17000AD9"
"DolocTown.Crop","IsPolluted","System.Boolean","get_IsPolluted","","public","","0x17000ADA"
"DolocTown.Crop","CurrentLevel","System.Int32","get_CurrentLevel","","public","","0x17000ADB"
"DolocTown.Crop","CurrentLevelData","DolocTown.Config.Plant.CropLevelData","get_CurrentLevelData","","public","","0x17000ADC"
"DolocTown.Crop","GrowthInfo","System.String","get_GrowthInfo","","public","","0x17000ADD"
"DolocTown.Crop","TotalGrowthDays","System.String","get_TotalGrowthDays","","public","","0x17000ADE"
"DolocTown.Crop","HealthInfo","System.String","get_HealthInfo","","public","","0x17000ADF"
"DolocTown.Crop","HealthProgress","System.Single","get_HealthProgress","","public","","0x17000AE0"
"DolocTown.Crop","cropType","DolocTown.Config.Plant.SeedTypeInfo","get_cropType","","public","","0x17000AE1"
"DolocTown.Crop","hasHarvested","System.Boolean","get_hasHarvested","","public","","0x17000AE2"
"DolocTown.Crop","TotalGrowthValue","System.Single","get_TotalGrowthValue","","public","","0x17000AE3"
"DolocTown.Crop","CurrentGrowthValue","System.Single","get_CurrentGrowthValue","","public","","0x17000AE4"
"DolocTown.Crop","TotalGrowthProgress","System.Single","get_TotalGrowthProgress","","public","","0x17000AE5"
"DolocTown.Crop","RemainingHarvestTimes","System.Int32","get_RemainingHarvestTimes","","public","","0x17000AE6"
"DolocTown.Crop","IsGeneCrop","System.Boolean","get_IsGeneCrop","","public","","0x17000AE7"
"DolocTown.Crop","Renderer","DolocTown.CropRenderer","get_Renderer","set_Renderer","public","public","0x17000AE8"
"DolocTown.Crop","LastGrowth","System.Single","get_LastGrowth","set_LastGrowth","public","protected","0x17000AE9"
"DolocTown.Crop","OriginMoodContribution","System.Int32","get_OriginMoodContribution","","public","","0x17000AEA"
"DolocTown.Crop","OriginMaxLifespan","System.Int32","get_OriginMaxLifespan","","public","","0x17000AEB"
"DolocTown.Crop","MoodContribution","System.Int32","get_MoodContribution","","public","","0x17000AEC"
"DolocTown.Crop","MaxLifespan","System.Int32","get_MaxLifespan","","public","","0x17000AED"
"DolocTown.CropDecorator","IsNaturalMoist","System.Boolean","get_IsNaturalMoist","","public","","0x17000AEE"
"DolocTown.CropDecorator","DctMoodContribution","System.Int32","get_DctMoodContribution","","public","","0x17000AEF"
"DolocTown.CropDecorator","DctMaxLifespan","System.Int32","get_DctMaxLifespan","","public","","0x17000AF0"
"DolocTown.CropDecorator","MoodContribution","System.Int32","get_MoodContribution","","public","","0x17000AF1"
"DolocTown.CropDecorator","MaxLifespan","System.Int32","get_MaxLifespan","","public","","0x17000AF2"
"DolocTown.CropEnv","CurrentRoom","DolocTown.Room","get_CurrentRoom","","private","","0x17000AF3"
"DolocTown.CropEnv","AroundPositions","UnityEngine.Vector2Int[]","get_AroundPositions","","public","","0x17000AF4"
"DolocTown.CropEnv","AroundBasins","System.Collections.Generic.IEnumerable`1<DolocTown.PlantBasin>","get_AroundBasins","","public","","0x17000AF5"
"DolocTown.CropEnv","AroundEmptyBasins","System.Collections.Generic.IEnumerable`1<DolocTown.PlantBasin>","get_AroundEmptyBasins","","public","","0x17000AF6"
"DolocTown.CropEnv","AroundCrops","System.Collections.Generic.IEnumerable`1<DolocTown.Crop>","get_AroundCrops","","public","","0x17000AF7"
"DolocTown.CropEnv/<get_AroundBasins>d__10","System.Collections.Generic.IEnumerator<DolocTown.PlantBasin>.Current","DolocTown.PlantBasin","System.Collections.Generic.IEnumerator<DolocTown.PlantBasin>.get_Current","","private","","0x17002F5F"
"DolocTown.CropEnv/<get_AroundBasins>d__10","System.Collections.IEnumerator.Current","System.Object","System.Collections.IEnumerator.get_Current","","private","","0x17002F60"
"DolocTown.CropEnv/<get_AroundCrops>d__15","System.Collections.Generic.IEnumerator<DolocTown.Crop>.Current","DolocTown.Crop","System.Collections.Generic.IEnumerator<DolocTown.Crop>.get_Current","","private","","0x17002F61"
"DolocTown.CropEnv/<get_AroundCrops>d__15","System.Collections.IEnumerator.Current","System.Object","System.Collections.IEnumerator.get_Current","","private","","0x17002F62"
"DolocTown.ForageGrass","seedProto","DolocTown.Config.Plant.SeedInfo","get_seedProto","set_seedProto","public","private","0x17000AFA"
"DolocTown.ForageGrass","currentLevelData","DolocTown.Config.Plant.CropLevelData","get_currentLevelData","","public","","0x17000B01"
"DolocTown.ForageGrass","currentGrowth","System.Single","get_currentGrowth","set_currentGrowth","public","private","0x17000B02"
"DolocTown.CropGeneFunction","function","DolocTown.ICropFunction","get_function","set_function","protected","private","0x17000B0C"
"DolocTown.CropGeneFunction","crop","DolocTown.Crop","get_crop","set_crop","protected","private","0x17000B0D"
"DolocTown.CropGeneFunction","Renderer","DolocTown.CropRenderer","get_Renderer","","protected","","0x17000B0E"
"DolocTown.CropGeneFunction","SeedProto","DolocTown.Config.Plant.SeedInfo","get_SeedProto","","protected","","0x17000B0F"
"DolocTown.CropGeneFunction","CurrentRoom","DolocTown.Room","get_CurrentRoom","","protected","","0x17000B10"
"DolocTown.CropGeneFunction","Data","DolocTown.CropData","get_Data","","protected","","0x17000B11"
"DolocTown.CropGeneFunction","IsValid","System.Boolean","get_IsValid","","public","","0x17000B12"
"DolocTown.CropGeneFunction","geneId","System.String","get_geneId","","public","","0x17000B13"
"DolocTown.CropGeneFunction","MoodContribution","System.Int32","get_MoodContribution","","public","","0x17000B14"
"DolocTown.CropGeneFunction","MaxLifespan","System.Int32","get_MaxLifespan","","public","","0x17000B15"
"DolocTown.CropGeneFunction","IsNaturalMoist","System.Boolean","get_IsNaturalMoist","","public","","0x17000B16"
"DolocTown.CropGeneFunctionAerialRoot","IsNaturalMoist","System.Boolean","get_IsNaturalMoist","","public","","0x17000B17"
"DolocTown.CropGeneFunctionBonsai","MoodContribution","System.Int32","get_MoodContribution","","public","","0x17000B18"
"DolocTown.CropGeneFunctionFlorescenceExtend","MaxLifespan","System.Int32","get_MaxLifespan","","public","","0x17000B19"
"DolocTown.CropGeneFunctionProtoInfertility","_func","DolocTown.Config.Plant.CropGeneFuncProtoInfertility","get__func","","private","","0x17000B1A"
"DolocTown.GeneGroup","Genes","DolocTown.Config.Plant.CropGeneInfo[]","get_Genes","","public","","0x17000B1C"
"DolocTown.ICropFunction","MoodContribution","System.Int32","get_MoodContribution","","public","","0x17000B1F"
"DolocTown.ICropFunction","MaxLifespan","System.Int32","get_MaxLifespan","","public","","0x17000B20"
"DolocTown.CropRenderer","Crop","DolocTown.Crop","get_Crop","set_Crop","public","public","0x17000B21"
"DolocTown.CropRenderer","SR","UnityEngine.SpriteRenderer","get_SR","set_SR","public","private","0x17000B22"
"DolocTown.CropRenderer","Animator","UnityEngine.Animator","get_Animator","set_Animator","public","private","0x17000B23"
"DolocTown.CropRenderer","Collider2D","UnityEngine.BoxCollider2D","get_Collider2D","set_Collider2D","public","private","0x17000B24"
"DolocTown.CropRenderer","MoistRenderer","DolocTown.MoistRenderer","get_MoistRenderer","set_MoistRenderer","public","private","0x17000B25"
"DolocTown.CropRenderer","position","UnityEngine.Vector3","get_position","set_position","public","public","0x17000B26"
"DolocTown.CropRenderer","PositionCenter","UnityEngine.Vector3","get_PositionCenter","","public","","0x17000B27"
"DolocTown.CropRenderer","PositionTop","UnityEngine.Vector3","get_PositionTop","","public","","0x17000B28"
"DolocTown.CropRenderer","Sprite","UnityEngine.Sprite","","set_Sprite","","public","0x17000B29"
"DolocTown.CropRenderer","ShouldCostEnergy","System.Boolean","get_ShouldCostEnergy","","public","","0x17000B2A"
"DolocTown.CropRenderer","ShouldCostChopCounter","System.Boolean","get_ShouldCostChopCounter","","public","","0x17000B2B"
"DolocTown.CropRenderer","attackableType","DolocTown.AttackableType","get_attackableType","","public","","0x17000B2C"
"DolocTown.ForageGrassRenderer","Crop","DolocTown.ForageGrass","get_Crop","set_Crop","public","public","0x17000B2D"
"DolocTown.TreeCropRenderer","sp","UnityEngine.SpriteRenderer","get_sp","set_sp","public","protected","0x17000B35"
"DolocTown.TreeCropRenderer","crop","DolocTown.TreeCrop","get_crop","set_crop","public","public","0x17000B36"
"DolocTown.TreeCropRenderer","sprite","UnityEngine.Sprite","get_sprite","set_sprite","public","public","0x17000B37"
"DolocTown.TreeCropRenderer","ShouldCostEnergy","System.Boolean","get_ShouldCostEnergy","","public","","0x17000B38"
"DolocTown.TreeCropRenderer","ShouldCostChopCounter","System.Boolean","get_ShouldCostChopCounter","","public","","0x17000B39"
"DolocTown.ResourcePreset","isGrowth","System.Boolean","get_isGrowth","","private","","0x17000BAF"
"DolocTown.TemplateRoom","GrowthAddition","System.Single","get_GrowthAddition","","public","","0x17000BB8"
"DolocTown.TemplateRoom","GrowthAdditionFungus","System.Single","get_GrowthAdditionFungus","","public","","0x17000BB9"
"DolocTown.Room","GrowthAddition","System.Single","get_GrowthAddition","","public","","0x17000E91"
