"type","method","method_full_name","offset","length","text"
"DolocTown.Config.Localization.StaticTextInfo",".ctor","System.Void DolocTown.Config.Localization.StaticTextInfo::.ctor(SimpleJSON.JSONNode)","IL_5F0A","34","ui_operation_err_cannot_call_motor"
"DolocTown.Config.Localization.StaticTextInfo",".ctor","System.Void DolocTown.Config.Localization.StaticTextInfo::.ctor(SimpleJSON.JSONNode)","IL_5F29","34","ui_operation_err_cannot_call_motor"
"DolocTown.Config.Localization.StaticTextInfo",".ctor","System.Void DolocTown.Config.Localization.StaticTextInfo::.ctor(SimpleJSON.JSONNode)","IL_5F4C","34","ui_operation_err_cannot_call_motor"
"DolocTown.Config.Localization.StaticTextInfo",".ctor","System.Void DolocTown.Config.Localization.StaticTextInfo::.ctor(SimpleJSON.JSONNode)","IL_68B3","17","ui_operation_ride"
"DolocTown.Config.Localization.StaticTextInfo",".ctor","System.Void DolocTown.Config.Localization.StaticTextInfo::.ctor(SimpleJSON.JSONNode)","IL_68D6","17","ui_operation_ride"
"DolocTown.Config.Localization.StaticTextInfo",".ctor","System.Void DolocTown.Config.Localization.StaticTextInfo::.ctor(SimpleJSON.JSONNode)","IL_68F5","17","ui_operation_ride"
"DolocTown.Config.Localization.StaticTextInfo",".ctor","System.Void DolocTown.Config.Localization.StaticTextInfo::.ctor(SimpleJSON.JSONNode)","IL_6918","17","ui_operation_ride"
"DolocTown.Config.Localization.StaticTextInfo",".ctor","System.Void DolocTown.Config.Localization.StaticTextInfo::.ctor(SimpleJSON.JSONNode)","IL_1177F","25","equipment_bar_motor_title"
"DolocTown.Config.Localization.StaticTextInfo",".ctor","System.Void DolocTown.Config.Localization.StaticTextInfo::.ctor(SimpleJSON.JSONNode)","IL_117A2","25","equipment_bar_motor_title"
"DolocTown.Config.Localization.StaticTextInfo",".ctor","System.Void DolocTown.Config.Localization.StaticTextInfo::.ctor(SimpleJSON.JSONNode)","IL_117C1","25","equipment_bar_motor_title"
"DolocTown.Config.Localization.StaticTextInfo",".ctor","System.Void DolocTown.Config.Localization.StaticTextInfo::.ctor(SimpleJSON.JSONNode)","IL_117E4","25","equipment_bar_motor_title"
"DolocTown.Config.Localization.StaticTextInfo",".ctor","System.Void DolocTown.Config.Localization.StaticTextInfo::.ctor(SimpleJSON.JSONNode)","IL_11803","24","equipment_bar_motor_lock"
"DolocTown.Config.Localization.StaticTextInfo",".ctor","System.Void DolocTown.Config.Localization.StaticTextInfo::.ctor(SimpleJSON.JSONNode)","IL_11826","24","equipment_bar_motor_lock"
"DolocTown.Config.Localization.StaticTextInfo",".ctor","System.Void DolocTown.Config.Localization.StaticTextInfo::.ctor(SimpleJSON.JSONNode)","IL_11845","24","equipment_bar_motor_lock"
"DolocTown.Config.Localization.StaticTextInfo",".ctor","System.Void DolocTown.Config.Localization.StaticTextInfo::.ctor(SimpleJSON.JSONNode)","IL_11868","24","equipment_bar_motor_lock"
"DolocTown.Config.Localization.StaticTextInfo",".ctor","System.Void DolocTown.Config.Localization.StaticTextInfo::.ctor(SimpleJSON.JSONNode)","IL_124E7","29","ui_tip_not_available_to_motor"
"DolocTown.Config.Localization.StaticTextInfo",".ctor","System.Void DolocTown.Config.Localization.StaticTextInfo::.ctor(SimpleJSON.JSONNode)","IL_1250A","29","ui_tip_not_available_to_motor"
"DolocTown.Config.Localization.StaticTextInfo",".ctor","System.Void DolocTown.Config.Localization.StaticTextInfo::.ctor(SimpleJSON.JSONNode)","IL_12529","29","ui_tip_not_available_to_motor"
"DolocTown.Config.Localization.StaticTextInfo",".ctor","System.Void DolocTown.Config.Localization.StaticTextInfo::.ctor(SimpleJSON.JSONNode)","IL_1254C","29","ui_tip_not_available_to_motor"
"DolocTown.Config.Localization.StaticTextInfo",".ctor","System.Void DolocTown.Config.Localization.StaticTextInfo::.ctor(SimpleJSON.JSONNode)","IL_16A83","29","ui_tip_current_motor_position"
"DolocTown.Config.Localization.StaticTextInfo",".ctor","System.Void DolocTown.Config.Localization.StaticTextInfo::.ctor(SimpleJSON.JSONNode)","IL_16AA6","29","ui_tip_current_motor_position"
"DolocTown.Config.Localization.StaticTextInfo",".ctor","System.Void DolocTown.Config.Localization.StaticTextInfo::.ctor(SimpleJSON.JSONNode)","IL_16AC5","29","ui_tip_current_motor_position"
"DolocTown.Config.Localization.StaticTextInfo",".ctor","System.Void DolocTown.Config.Localization.StaticTextInfo::.ctor(SimpleJSON.JSONNode)","IL_16AE8","29","ui_tip_current_motor_position"
"DolocTown.Config.Localization.StaticTextInfo","ToString","System.String DolocTown.Config.Localization.StaticTextInfo::ToString()","IL_1066","33",",UiOperationErrCannotUseIfRiding:"
"DolocTown.Config.Localization.StaticTextInfo","ToString","System.String DolocTown.Config.Localization.StaticTextInfo::ToString()","IL_107F","31",",UiOperationErrCannotCallMotor:"
"DolocTown.Config.Localization.StaticTextInfo","ToString","System.String DolocTown.Config.Localization.StaticTextInfo::ToString()","IL_125A","17",",UiOperationRide:"
"DolocTown.Config.Localization.StaticTextInfo","ToString","System.String DolocTown.Config.Localization.StaticTextInfo::ToString()","IL_3375","24",",EquipmentBarMotorTitle:"
"DolocTown.Config.Localization.StaticTextInfo","ToString","System.String DolocTown.Config.Localization.StaticTextInfo::ToString()","IL_338E","23",",EquipmentBarMotorLock:"
"DolocTown.Config.Localization.StaticTextInfo","ToString","System.String DolocTown.Config.Localization.StaticTextInfo::ToString()","IL_35FF","26",",UiTipNotAvailableToMotor:"
"DolocTown.Config.Localization.StaticTextInfo","ToString","System.String DolocTown.Config.Localization.StaticTextInfo::ToString()","IL_432E","27",",UiTipCurrentMotorPosition:"
"DolocTown.Config.Item.ItemFunctionBase","DeserializeItemFunctionBase","DolocTown.Config.Item.ItemFunctionBase DolocTown.Config.Item.ItemFunctionBase::DeserializeItemFunctionBase(SimpleJSON.JSONNode)","IL_0634","20","ItemFunctionMotorKey"
"DolocTown.Config.Item.ItemFunctionFilm",".ctor","System.Void DolocTown.Config.Item.ItemFunctionFilm::.ctor(SimpleJSON.JSONNode)","IL_0008","14","healing_amount"
