"type","name","property_type","getter","setter","getter_visibility","setter_visibility","token"
"DolocTown.Config.Store.StoreInfo","Title_l10n_key","System.String","get_Title_l10n_key","","public","","0x17001AD2"
"DolocTown.Config.Store.StoreInfo","InitMoney","System.Int32","get_InitMoney","set_InitMoney","public","private","0x17001AD3"
"DolocTown.Config.Store.StoreInfo","InitMoneyRange","DolocTown.Config.General.RangeInt[]","get_InitMoneyRange","set_InitMoneyRange","public","private","0x17001AD4"
"DolocTown.Config.Store.StoreInfo","ItemRecords","System.String","get_ItemRecords","set_ItemRecords","public","private","0x17001AD5"
"DolocTown.Config.Store.StoreInfo","ItemRecords_Ref","DolocTown.Config.Store.StoreItemListInfo","get_ItemRecords_Ref","set_ItemRecords_Ref","public","private","0x17001AD6"
"DolocTown.Config.Store.StoreInfo","PriceScale","System.String","get_PriceScale","set_PriceScale","public","private","0x17001AD7"
"DolocTown.Config.Store.StoreInfo","PriceScale_Ref","DolocTown.Config.Store.StorePriceScaleInfo","get_PriceScale_Ref","set_PriceScale_Ref","public","private","0x17001AD8"
"DolocTown.Config.Store.StoreInfo","SeasonDatas","DolocTown.Config.Store.StoreSeasonData[]","get_SeasonDatas","set_SeasonDatas","public","private","0x17001AD9"
"DolocTown.Config.Store.StoreInfo","UnlimitedMoney","System.Boolean","get_UnlimitedMoney","","public","","0x17001ADA"
"DolocTown.Config.Store.StoreItemListInfo","Id","System.String","get_Id","set_Id","public","private","0x17001ADB"
"DolocTown.Config.Store.StoreItemListInfo","ItemList","System.Collections.Generic.List`1<DolocTown.Config.Store.StoreItemSeasonData>","get_ItemList","set_ItemList","public","private","0x17001ADC"
"DolocTown.Config.Store.StoreItemSeasonData","ItemName","System.String","get_ItemName","set_ItemName","public","private","0x17001ADD"
"DolocTown.Config.Store.StoreItemSeasonData","ItemName_Ref","DolocTown.Config.Item.ItemInfo","get_ItemName_Ref","set_ItemName_Ref","public","private","0x17001ADE"
"DolocTown.Config.Store.StoreItemSeasonData","Storage","System.Int32","get_Storage","set_Storage","public","private","0x17001ADF"
"DolocTown.Config.Store.StoreItemSeasonData","DefaultUnlock","System.Boolean","get_DefaultUnlock","set_DefaultUnlock","public","private","0x17001AE0"
"DolocTown.Config.Store.StoreItemSeasonData","SeasonSpawnData","DolocTown.Config.Store.StoreItemSpawnData[]","get_SeasonSpawnData","set_SeasonSpawnData","public","private","0x17001AE1"
"DolocTown.Config.Store.StoreItemSeasonData","UnlimitedStorage","System.Boolean","get_UnlimitedStorage","","public","","0x17001AE2"
"DolocTown.Config.Store.StoreItemSpawnData","CountRange","DolocTown.Config.General.RangeInt","get_CountRange","set_CountRange","public","private","0x17001AE3"
"DolocTown.Config.Store.StoreItemSpawnData","SpawnWeight","System.Single","get_SpawnWeight","set_SpawnWeight","public","private","0x17001AE4"
"DolocTown.Config.Store.StoreItemUnlockInfo","Id","System.String","get_Id","set_Id","public","private","0x17001AE5"
"DolocTown.Config.Store.StoreItemUnlockInfo","ConditionType","DolocTown.Config.Store.StoreItemUnlockType","get_ConditionType","set_ConditionType","public","private","0x17001AE6"
"DolocTown.Config.Store.StoreItemUnlockInfo","StoreId","System.String","get_StoreId","set_StoreId","public","private","0x17001AE7"
"DolocTown.Config.Store.StoreItemUnlockInfo","UnlockItemName","System.String","get_UnlockItemName","set_UnlockItemName","public","private","0x17001AE8"
"DolocTown.Config.Store.StoreItemUnlockInfo","UnlockItemName_Ref","DolocTown.Config.Item.ItemInfo","get_UnlockItemName_Ref","set_UnlockItemName_Ref","public","private","0x17001AE9"
"DolocTown.Config.Store.StorePriceScaleData","DefaultScale","System.Single","get_DefaultScale","set_DefaultScale","public","private","0x17001AEA"
"DolocTown.Config.Store.StorePriceScaleData","ScaleByType","DolocTown.Config.Store.StoreScaleOfType[]","get_ScaleByType","set_ScaleByType","public","private","0x17001AEB"
"DolocTown.Config.Store.StorePriceScaleInfo","Id","System.String","get_Id","set_Id","public","private","0x17001AEC"
"DolocTown.Config.Store.StorePriceScaleInfo","SeasonPriceScale","DolocTown.Config.Store.StorePriceScaleData[]","get_SeasonPriceScale","set_SeasonPriceScale","public","private","0x17001AED"
"DolocTown.Config.Store.StoreScaleOfType","ItemSubType","System.String","get_ItemSubType","set_ItemSubType","public","private","0x17001AEE"
"DolocTown.Config.Store.StoreScaleOfType","ItemSubType_Ref","DolocTown.Config.Item.ItemSubTypeInfo","get_ItemSubType_Ref","set_ItemSubType_Ref","public","private","0x17001AEF"
"DolocTown.Config.Store.StoreScaleOfType","PriceScale","System.Single","get_PriceScale","set_PriceScale","public","private","0x17001AF0"
"DolocTown.Config.Store.StoreSeasonData","RandomSlotsRange","DolocTown.Config.General.RangeInt","get_RandomSlotsRange","set_RandomSlotsRange","public","private","0x17001AF1"
"DolocTown.Config.Store.TbExchangeStore","DataMap","System.Collections.Generic.Dictionary`2<System.String,DolocTown.Config.Store.ExchangeStoreInfo>","get_DataMap","","public","","0x17001AF2"
"DolocTown.Config.Store.TbExchangeStore","DataList","System.Collections.Generic.List`1<DolocTown.Config.Store.ExchangeStoreInfo>","get_DataList","","public","","0x17001AF3"
"DolocTown.Config.Store.TbExchangeStore","Item","DolocTown.Config.Store.ExchangeStoreInfo","get_Item","","public","","0x17001AF4"
"DolocTown.Config.Store.TbStore","DataMap","System.Collections.Generic.Dictionary`2<System.String,DolocTown.Config.Store.StoreInfo>","get_DataMap","","public","","0x17001AF5"
"DolocTown.Config.Store.TbStore","DataList","System.Collections.Generic.List`1<DolocTown.Config.Store.StoreInfo>","get_DataList","","public","","0x17001AF6"
"DolocTown.Config.Store.TbStore","Item","DolocTown.Config.Store.StoreInfo","get_Item","","public","","0x17001AF7"
"DolocTown.Config.Store.TbStoreItemList","DataMap","System.Collections.Generic.Dictionary`2<System.String,DolocTown.Config.Store.StoreItemListInfo>","get_DataMap","","public","","0x17001AF8"
"DolocTown.Config.Store.TbStoreItemList","DataList","System.Collections.Generic.List`1<DolocTown.Config.Store.StoreItemListInfo>","get_DataList","","public","","0x17001AF9"
"DolocTown.Config.Store.TbStoreItemList","Item","DolocTown.Config.Store.StoreItemListInfo","get_Item","","public","","0x17001AFA"
"DolocTown.Config.Store.TbStoreItemUnlock","DataMap","System.Collections.Generic.Dictionary`2<System.String,DolocTown.Config.Store.StoreItemUnlockInfo>","get_DataMap","","public","","0x17001AFB"
"DolocTown.Config.Store.TbStoreItemUnlock","DataList","System.Collections.Generic.List`1<DolocTown.Config.Store.StoreItemUnlockInfo>","get_DataList","","public","","0x17001AFC"
"DolocTown.Config.Store.TbStoreItemUnlock","Item","DolocTown.Config.Store.StoreItemUnlockInfo","get_Item","","public","","0x17001AFD"
"DolocTown.Config.Store.TbStorePriceScale","DataMap","System.Collections.Generic.Dictionary`2<System.String,DolocTown.Config.Store.StorePriceScaleInfo>","get_DataMap","","public","","0x17001AFE"
"DolocTown.Config.Store.TbStorePriceScale","DataList","System.Collections.Generic.List`1<DolocTown.Config.Store.StorePriceScaleInfo>","get_DataList","","public","","0x17001AFF"
"DolocTown.Config.Store.TbStorePriceScale","Item","DolocTown.Config.Store.StorePriceScaleInfo","get_Item","","public","","0x17001B00"
"DolocTown.Config.Settings.GlobalParameterInfo","SeedStoreIds","System.String[]","get_SeedStoreIds","set_SeedStoreIds","public","private","0x17001B3F"
"DolocTown.Config.Settings.GlobalParameterInfo","SeedStoreIds_Ref","DolocTown.Config.Store.StoreInfo[]","get_SeedStoreIds_Ref","set_SeedStoreIds_Ref","public","private","0x17001B40"
"DolocTown.Config.Settings.GlobalParameterInfo","ItemsCanNotBuyback","System.String[]","get_ItemsCanNotBuyback","set_ItemsCanNotBuyback","public","private","0x17001B41"
"DolocTown.Config.Settings.GlobalParameterInfo","ItemsCanNotBuyback_Ref","DolocTown.Config.Item.ItemInfo[]","get_ItemsCanNotBuyback_Ref","set_ItemsCanNotBuyback_Ref","public","private","0x17001B42"
"DolocTown.Config.Settings.TbGlobalParameter","SeedStoreIds","System.String[]","get_SeedStoreIds","","public","","0x17001C63"
"DolocTown.Config.Settings.TbGlobalParameter","ItemsCanNotBuyback","System.String[]","get_ItemsCanNotBuyback","","public","","0x17001C64"
"DolocTown.Config.Recipe.DishInfo","OutputItemByThresholds","System.Collections.Generic.List`1<DolocTown.Config.Item.RangedItemWithPriceThreshold>","get_OutputItemByThresholds","set_OutputItemByThresholds","public","private","0x17001EA2"
"DolocTown.Config.Mod.ModExchangeStoreExtensionInfo","Id","System.String","get_Id","set_Id","public","private","0x17002042"
"DolocTown.Config.Mod.ModExchangeStoreExtensionInfo","Id_Ref","DolocTown.Config.Store.ExchangeStoreInfo","get_Id_Ref","set_Id_Ref","public","private","0x17002043"
"DolocTown.Config.Mod.ModExchangeStoreExtensionInfo","ExtraItems","DolocTown.Config.Store.ExchangeStoreItemData[]","get_ExtraItems","set_ExtraItems","public","private","0x17002044"
"DolocTown.Config.Mod.ModStoreExtensionInfo","Id","System.String","get_Id","set_Id","public","private","0x1700205A"
"DolocTown.Config.Mod.ModStoreExtensionInfo","Id_Ref","DolocTown.Config.Store.StoreInfo","get_Id_Ref","set_Id_Ref","public","private","0x1700205B"
"DolocTown.Config.Mod.ModStoreExtensionInfo","ExtraItems","DolocTown.Config.Store.StoreItemSeasonData[]","get_ExtraItems","set_ExtraItems","public","private","0x1700205C"
"DolocTown.Config.Mod.TbModExchangeStoreExtension","DataList","System.Collections.Generic.List`1<DolocTown.Config.Mod.ModExchangeStoreExtensionInfo>","get_DataList","","public","","0x17002061"
"DolocTown.Config.Mod.TbModStoreExtension","DataList","System.Collections.Generic.List`1<DolocTown.Config.Mod.ModStoreExtensionInfo>","get_DataList","","public","","0x17002068"
"DolocTown.Config.Localization.StaticTextInfo","UiTipBuy","System.String","get_UiTipBuy","set_UiTipBuy","public","private","0x17002193"
"DolocTown.Config.Localization.StaticTextInfo","UiTipBuy_l10n_key","System.String","get_UiTipBuy_l10n_key","","public","","0x17002194"
"DolocTown.Config.Localization.StaticTextInfo","UiTipSellConfirm","System.String","get_UiTipSellConfirm","set_UiTipSellConfirm","public","private","0x17002195"
"DolocTown.Config.Localization.StaticTextInfo","UiTipSellConfirm_l10n_key","System.String","get_UiTipSellConfirm_l10n_key","","public","","0x17002196"
"DolocTown.Config.Localization.StaticTextInfo","UiTipSell","System.String","get_UiTipSell","set_UiTipSell","public","private","0x17002197"
"DolocTown.Config.Localization.StaticTextInfo","UiTipSell_l10n_key","System.String","get_UiTipSell_l10n_key","","public","","0x17002198"
"DolocTown.Config.Localization.StaticTextInfo","UiTipBuyConfirm","System.String","get_UiTipBuyConfirm","set_UiTipBuyConfirm","public","private","0x17002199"
"DolocTown.Config.Localization.StaticTextInfo","UiTipBuyConfirm_l10n_key","System.String","get_UiTipBuyConfirm_l10n_key","","public","","0x1700219A"
"DolocTown.Config.Localization.StaticTextInfo","UiTipBuyOne","System.String","get_UiTipBuyOne","set_UiTipBuyOne","public","private","0x170021F5"
"DolocTown.Config.Localization.StaticTextInfo","UiTipBuyOne_l10n_key","System.String","get_UiTipBuyOne_l10n_key","","public","","0x170021F6"
"DolocTown.Config.Localization.StaticTextInfo","UiTipBuyAllGamepad","System.String","get_UiTipBuyAllGamepad","set_UiTipBuyAllGamepad","public","private","0x170021F7"
"DolocTown.Config.Localization.StaticTextInfo","UiTipBuyAllGamepad_l10n_key","System.String","get_UiTipBuyAllGamepad_l10n_key","","public","","0x170021F8"
"DolocTown.Config.Localization.StaticTextInfo","UiTipSellOne","System.String","get_UiTipSellOne","set_UiTipSellOne","public","private","0x170021F9"
"DolocTown.Config.Localization.StaticTextInfo","UiTipSellOne_l10n_key","System.String","get_UiTipSellOne_l10n_key","","public","","0x170021FA"
"DolocTown.Config.Localization.StaticTextInfo","UiTipSellAll","System.String","get_UiTipSellAll","set_UiTipSellAll","public","private","0x170021FB"
"DolocTown.Config.Localization.StaticTextInfo","UiTipSellAll_l10n_key","System.String","get_UiTipSellAll_l10n_key","","public","","0x170021FC"
"DolocTown.Config.Localization.StaticTextInfo","UiOperationSell","System.String","get_UiOperationSell","set_UiOperationSell","public","private","0x170022AD"
"DolocTown.Config.Localization.StaticTextInfo","UiOperationSell_l10n_key","System.String","get_UiOperationSell_l10n_key","","public","","0x170022AE"
"DolocTown.Config.Localization.StaticTextInfo","StorePlayerMoneyNotEnough","System.String","get_StorePlayerMoneyNotEnough","set_StorePlayerMoneyNotEnough","public","private","0x170022C5"
"DolocTown.Config.Localization.StaticTextInfo","StorePlayerMoneyNotEnough_l10n_key","System.String","get_StorePlayerMoneyNotEnough_l10n_key","","public","","0x170022C6"
"DolocTown.Config.Localization.StaticTextInfo","StoreStoreMoneyNotEnough","System.String","get_StoreStoreMoneyNotEnough","set_StoreStoreMoneyNotEnough","public","private","0x170022C7"
"DolocTown.Config.Localization.StaticTextInfo","StoreStoreMoneyNotEnough_l10n_key","System.String","get_StoreStoreMoneyNotEnough_l10n_key","","public","","0x170022C8"
"DolocTown.Config.Localization.StaticTextInfo","StoreItemNotSaleable","System.String","get_StoreItemNotSaleable","set_StoreItemNotSaleable","public","private","0x170022C9"
"DolocTown.Config.Localization.StaticTextInfo","StoreItemNotSaleable_l10n_key","System.String","get_StoreItemNotSaleable_l10n_key","","public","","0x170022CA"
"DolocTown.Config.Localization.StaticTextInfo","StoreItemSoldOut","System.String","get_StoreItemSoldOut","set_StoreItemSoldOut","public","private","0x170022CB"
"DolocTown.Config.Localization.StaticTextInfo","StoreItemSoldOut_l10n_key","System.String","get_StoreItemSoldOut_l10n_key","","public","","0x170022CC"
"DolocTown.Config.Localization.StaticTextInfo","StoreLackOfAsset","System.String","get_StoreLackOfAsset","set_StoreLackOfAsset","public","private","0x170022CD"
"DolocTown.Config.Localization.StaticTextInfo","StoreLackOfAsset_l10n_key","System.String","get_StoreLackOfAsset_l10n_key","","public","","0x170022CE"
"DolocTown.Config.Localization.StaticTextInfo","StoreUpgradePrice","System.String","get_StoreUpgradePrice","set_StoreUpgradePrice","public","private","0x170022CF"
"DolocTown.Config.Localization.StaticTextInfo","StoreUpgradePrice_l10n_key","System.String","get_StoreUpgradePrice_l10n_key","","public","","0x170022D0"
"DolocTown.Config.Localization.StaticTextInfo","StoreUpgradeConfirm","System.String","get_StoreUpgradeConfirm","set_StoreUpgradeConfirm","public","private","0x170022D1"
"DolocTown.Config.Localization.StaticTextInfo","StoreUpgradeConfirm_l10n_key","System.String","get_StoreUpgradeConfirm_l10n_key","","public","","0x170022D2"
"DolocTown.Config.Localization.StaticTextInfo","StoreSoldOutIcon","System.String","get_StoreSoldOutIcon","set_StoreSoldOutIcon","public","private","0x170022D3"
"DolocTown.Config.Localization.StaticTextInfo","StoreSoldOutIcon_l10n_key","System.String","get_StoreSoldOutIcon_l10n_key","","public","","0x170022D4"
"DolocTown.Config.Localization.StaticTextInfo","StoreUpgradeEmptyInfo","System.String","get_StoreUpgradeEmptyInfo","set_StoreUpgradeEmptyInfo","public","private","0x170022D5"
"DolocTown.Config.Localization.StaticTextInfo","StoreUpgradeEmptyInfo_l10n_key","System.String","get_StoreUpgradeEmptyInfo_l10n_key","","public","","0x170022D6"
"DolocTown.Config.Localization.StaticTextInfo","StoreItemNotSaleableComment","System.String","get_StoreItemNotSaleableComment","set_StoreItemNotSaleableComment","public","private","0x170022D7"
"DolocTown.Config.Localization.StaticTextInfo","StoreItemNotSaleableComment_l10n_key","System.String","get_StoreItemNotSaleableComment_l10n_key","","public","","0x170022D8"
"DolocTown.Config.Localization.StaticTextInfo","StoreQuantitySubmitSelling","System.String","get_StoreQuantitySubmitSelling","set_StoreQuantitySubmitSelling","public","private","0x170022D9"
"DolocTown.Config.Localization.StaticTextInfo","StoreQuantitySubmitSelling_l10n_key","System.String","get_StoreQuantitySubmitSelling_l10n_key","","public","","0x170022DA"
"DolocTown.Config.Localization.StaticTextInfo","StoreQuantitySubmitCurrentMoneySelling","System.String","get_StoreQuantitySubmitCurrentMoneySelling","set_StoreQuantitySubmitCurrentMoneySelling","public","private","0x170022DB"
"DolocTown.Config.Localization.StaticTextInfo","StoreQuantitySubmitCurrentMoneySelling_l10n_key","System.String","get_StoreQuantitySubmitCurrentMoneySelling_l10n_key","","public","","0x170022DC"
