"namespace","name","full_name","kind","visibility","base_type","interfaces","is_abstract","is_sealed","declaring_type","methods","fields","properties","events","token"
"DolocTown","ShaderAsset","DolocTown.ShaderAsset","class","public","DolocTown.AssetBase`1<UnityEngine.Shader>","","False","False","","2","0","0","0","0x02000187"
"DolocTown","SpriteAsset","DolocTown.SpriteAsset","class","public","DolocTown.AssetBase`1<UnityEngine.Sprite>","","False","False","","4","0","1","0","0x02000188"
"DolocTown","SpriteAssetArray","DolocTown.SpriteAssetArray","class","public","DolocTown.AssetArrayBase`2<DolocTown.SpriteAsset,UnityEngine.Sprite>","","False","False","","2","0","0","0","0x02000189"
"","<>c","DolocTown.SpriteAssetArray/<>c","class","private","System.Object","","False","True","DolocTown.SpriteAssetArray","4","3","0","0","0x02000E89"
"DolocTown","SwitchScheduleAsset","DolocTown.SwitchScheduleAsset","class","public","DolocTown.AssetBase`1<DolocTown.NodeCanvas.SwitchScheduleGraph>","","False","False","","2","0","0","0","0x0200018A"
"DolocTown","Texture2DAsset","DolocTown.Texture2DAsset","class","public","DolocTown.AssetBase`1<UnityEngine.Texture2D>","","False","False","","2","0","0","0","0x0200018B"
"DolocTown","TileAsset","DolocTown.TileAsset","class","public","DolocTown.AssetBase`1<UnityEngine.Tilemaps.Tile>","","False","False","","2","0","0","0","0x0200018C"
"DolocTown","TileAssetArray","DolocTown.TileAssetArray","class","public","DolocTown.AssetArrayBase`2<DolocTown.TileAsset,UnityEngine.Tilemaps.Tile>","","False","False","","2","0","0","0","0x0200018D"
"","<>c","DolocTown.TileAssetArray/<>c","class","private","System.Object","","False","True","DolocTown.TileAssetArray","4","3","0","0","0x02000E8A"
"DolocTown","TmpFontAsset","DolocTown.TmpFontAsset","class","public","DolocTown.AssetBase`1<TMPro.TMP_FontAsset>","","False","False","","2","0","0","0","0x0200018E"
"DolocTown","IInteractable","DolocTown.IInteractable","interface","public","","","True","False","","7","0","4","0","0x0200019B"
"DolocTown","GlobalInteractableObjectManager","DolocTown.GlobalInteractableObjectManager","class","public","System.Object","","False","False","","17","3","2","0","0x020001A2"
"","<>c","DolocTown.GlobalInteractableObjectManager/<>c","class","private","System.Object","","False","True","DolocTown.GlobalInteractableObjectManager","4","3","0","0","0x02000E91"
"DolocTown","RewardInteractableObjectUnlock","DolocTown.RewardInteractableObjectUnlock","class","public","DolocTown.Reward","","False","False","","8","2","4","0","0x02000209"
"DolocTown","MonsterInteractableScanner","DolocTown.MonsterInteractableScanner","class","public","UnityEngine.MonoBehaviour","","False","False","","3","0","0","0","0x02000279"
"DolocTown","IMonsterInteractable","DolocTown.IMonsterInteractable","interface","public","","","True","False","","2","0","0","0","0x0200027C"
"DolocTown","IAnimalInteractable","DolocTown.IAnimalInteractable","interface","public","","","True","False","","7","0","5","0","0x020002FF"
"DolocTown","AnimalTask_HandleInteractable","DolocTown.AnimalTask_HandleInteractable","class","public","DolocTown.AnimalTask","","True","False","","5","1","0","0","0x0200032B"
"DolocTown","ILocatable","DolocTown.ILocatable","interface","public","","","True","False","","2","0","1","0","0x020003C7"
"DolocTown","EquipmentInteractableBridge","DolocTown.EquipmentInteractableBridge","class","public","System.Object","DolocTown.IInteractable","False","False","","6","1","2","0","0x020003F3"
"DolocTown","ICelledSprite","DolocTown.ICelledSprite","interface","public","","","True","False","","4","0","4","0","0x02000418"
"DolocTown","IEatable","DolocTown.IEatable","interface","public","","","True","False","","8","0","3","0","0x0200041C"
"DolocTown","ITimeAffectable","DolocTown.ITimeAffectable","interface","public","","","True","False","","3","0","0","0","0x020004C5"
"DolocTown","WindControllerConfig","DolocTown.WindControllerConfig","class","public","UnityEngine.ScriptableObject","","False","False","","4","3","3","0","0x020004D6"
"DolocTown","SingleSpriteRender","DolocTown.SingleSpriteRender","class","public","DolocTown.GameEntity","","False","False","","17","1","6","0","0x020004E6"
"DolocTown","SpriteShadow","DolocTown.SpriteShadow","class","public","DolocTown.GameEntity","","False","False","","4","1","1","0","0x020004E7"
"DolocTown","InteractableObject","DolocTown.InteractableObject","class","public","DolocTown.DolocObject","DolocTown.ILockable | DolocTown.IInteractable | DolocTown.IFellable | DolocTown.IAttackable","False","False","","72","39","24","0","0x02000507"
"","ToggleType","DolocTown.InteractableObject/ToggleType","enum","public","System.Enum","","False","True","DolocTown.InteractableObject","0","4","0","0","0x0200104E"
"","<>c","DolocTown.InteractableObject/<>c","class","private","System.Object","","False","True","DolocTown.InteractableObject","5","4","0","0","0x0200104F"
"DolocTown","InteractableObjectLogic","DolocTown.InteractableObjectLogic","class","public","System.Object","","False","False","","22","6","5","0","0x0200050A"
"DolocTown","InteractableObjectExclude","DolocTown.InteractableObjectExclude","class","public","DolocTown.InteractableObject","DolocTown.IInteractableExclude | DolocTown.IInteractable","True","False","","11","2","3","0","0x0200050B"
"DolocTown","InteractableSavePoint","DolocTown.InteractableSavePoint","class","public","DolocTown.InteractableObject","","False","False","","5","3","0","0","0x02000516"
"DolocTown","IInteractableExclude","DolocTown.IInteractableExclude","interface","public","","DolocTown.IInteractable","True","False","","0","0","0","0","0x02000539"
"DolocTown","RoomInteractableObjectManager","DolocTown.RoomInteractableObjectManager","class","public","System.Object","","False","False","","14","3","1","0","0x0200053C"
"DolocTown","TechPointConfig","DolocTown.TechPointConfig","struct","public","System.ValueType","","False","True","","0","2","0","0","0x0200053E"
"DolocTown","TextConfig","DolocTown.TextConfig","struct","public","System.ValueType","","False","True","","4","1","3","0","0x0200053F"
"DolocTown","TextTipConfig","DolocTown.TextTipConfig","struct","public","System.ValueType","","False","True","","10","4","6","0","0x02000540"
"DolocTown","TimeAffectableManager","DolocTown.TimeAffectableManager","class","public","System.Object","","False","False","","7","3","0","0","0x0200055F"
"","<>c","DolocTown.TimeAffectableManager/<>c","class","private","System.Object","","False","True","DolocTown.TimeAffectableManager","4","3","0","0","0x02001070"
"","<GetAllSpriteRenderers>d__109","DolocTown.MotorController/<GetAllSpriteRenderers>d__109","class","private","System.Object","System.Collections.Generic.IEnumerable`1<UnityEngine.SpriteRenderer> | System.Collections.IEnumerable | System.Collections.Generic.IEnumerator`1<UnityEngine.SpriteRenderer> | System.Collections.IEnumerator | System.IDisposable","False","True","DolocTown.MotorController","8","6","2","0","0x0200108D"
"DolocTown","MotorInteractable","DolocTown.MotorInteractable","class","public","DolocTown.DolocObject","DolocTown.IInteractable | DolocTown.IAttackable","False","False","","10","2","3","0","0x020005D7"
"DolocTown","InteractableManager","DolocTown.InteractableManager","class","public","System.Object","","False","False","","8","2","1","0","0x020005E5"
"","<>c","DolocTown.InteractableManager/<>c","class","private","System.Object","","False","True","DolocTown.InteractableManager","3","2","0","0","0x02001091"
"DolocTown","InteractableManagerEx","DolocTown.InteractableManagerEx","class","public","System.Object","","False","False","","5","2","0","0","0x020005E6"
"","<>c__DisplayClass5_0","DolocTown.InteractableManagerEx/<>c__DisplayClass5_0","class","private","System.Object","","False","True","DolocTown.InteractableManagerEx","2","1","0","0","0x02001092"
"DolocTown","ScannerInteractable","DolocTown.ScannerInteractable","class","public","DolocTown.DolocObject","","False","False","","6","2","1","0","0x020005E7"
"DolocTown","ScannerInteractableOfMotor","DolocTown.ScannerInteractableOfMotor","class","public","DolocTown.DolocObject","","False","False","","6","2","1","0","0x020005E8"
"DolocTown","JsonUtils","DolocTown.JsonUtils","static class","public","System.Object","","True","True","","32","0","0","0","0x02000673"
"DolocTown","TextureUtils","DolocTown.TextureUtils","static class","public","System.Object","","True","True","","24","0","0","0","0x02000674"
"DolocTown","JsonConverterUtils","DolocTown.JsonConverterUtils","static class","public","System.Object","","True","True","","1","0","0","0","0x02000681"
"DolocTown","MaskTextureDictionaryConverter","DolocTown.MaskTextureDictionaryConverter","class","public","Newtonsoft.Json.JsonConverter","","False","False","","4","0","0","0","0x02000682"
"DolocTown","GlobalSystemConfig","DolocTown.GlobalSystemConfig","class","public","Sirenix.OdinInspector.SerializedScriptableObject","DolocTown.GameServiceLocator.ISystemConfigProvider","False","False","","8","7","7","0","0x0200068E"
"","<RaiseSpriteArray>d__6","DolocTown.FadeUpTipManager/<RaiseSpriteArray>d__6","struct","private","System.ValueType","System.Runtime.CompilerServices.IAsyncStateMachine","False","True","DolocTown.FadeUpTipManager","2","12","0","0","0x0200111F"
"DolocTown","SpriteUVCorrector","DolocTown.SpriteUVCorrector","class","public","UnityEngine.MonoBehaviour","","False","False","","8","7","2","0","0x020006D0"
"DolocTown","HatSpriteOverrideHandler","DolocTown.HatSpriteOverrideHandler","class","public","DolocTown.SpriteOverrideHandler","","False","False","","5","0","1","0","0x020006D5"
"DolocTown","PlayerSpriteOverrideHandler","DolocTown.PlayerSpriteOverrideHandler","class","public","DolocTown.SpriteOverrideHandler","","False","False","","5","1","1","0","0x020006D6"
"DolocTown","SpriteOverrideHandler","DolocTown.SpriteOverrideHandler","class","public","UnityEngine.MonoBehaviour","","False","False","","8","4","2","0","0x020006D7"
"DolocTown","SpriteShapeBuffer","DolocTown.SpriteShapeBuffer","class","public","System.Object","","False","False","","5","2","1","0","0x020006D8"
"DolocTown.Rendering","RenderTextureUVHandler","DolocTown.Rendering.RenderTextureUVHandler","class","public","UnityEngine.MonoBehaviour","","False","False","","14","9","4","0","0x020006ED"
"","CamGeometry","DolocTown.Rendering.RenderTextureUVHandler/CamGeometry","struct","private","System.ValueType","","False","True","DolocTown.Rendering.RenderTextureUVHandler","2","4","0","0","0x0200113D"
"DolocTown.Rendering","SpriteMaterialHandle","DolocTown.Rendering.SpriteMaterialHandle","class","public","UnityEngine.MonoBehaviour","","False","False","","11","7","0","0","0x020006EF"
"","SetTiming","DolocTown.Rendering.SpriteMaterialHandle/SetTiming","enum","private","System.Enum","","False","True","DolocTown.Rendering.SpriteMaterialHandle","0","4","0","0","0x0200113F"
"","PropertyType","DolocTown.Rendering.SpriteMaterialHandle/PropertyType","enum","private","System.Enum","","False","True","DolocTown.Rendering.SpriteMaterialHandle","0","8","0","0","0x02001140"
"","MaterialPropertyInfo","DolocTown.Rendering.SpriteMaterialHandle/MaterialPropertyInfo","struct","private","System.ValueType","","False","True","DolocTown.Rendering.SpriteMaterialHandle","3","11","0","0","0x02001141"
"DolocTown.UI","ILayoutableUi","DolocTown.UI.ILayoutableUi","interface","public","","","True","False","","2","0","1","0","0x0200070B"
"DolocTown.UI","ISelectable","DolocTown.UI.ISelectable","interface","public","","","True","False","","4","0","4","0","0x0200070F"
"DolocTown.UI","DolocSelectableComponent","DolocTown.UI.DolocSelectableComponent","class","public","UnityEngine.UI.Selectable","DolocTown.UI.ISelectable","False","False","","8","4","4","0","0x02000727"
"DolocTown.UI","FadeUpTipSpriteManager","DolocTown.UI.FadeUpTipSpriteManager","class","public","System.Object","","False","False","","3","0","0","0","0x02000733"
"","<>c__DisplayClass0_0","DolocTown.UI.FadeUpTipSpriteManager/<>c__DisplayClass0_0","class","private","System.Object","","False","True","DolocTown.UI.FadeUpTipSpriteManager","4","2","0","0","0x02001153"
"","<>c__DisplayClass1_0","DolocTown.UI.FadeUpTipSpriteManager/<>c__DisplayClass1_0","class","private","System.Object","","False","True","DolocTown.UI.FadeUpTipSpriteManager","4","2","0","0","0x02001154"
"DolocTown.UI","FishingTurntable","DolocTown.UI.FishingTurntable","class","public","DolocTown.UI.DolocUiObject","","False","False","","10","9","0","0","0x020007F0"
"","PlatformConfig","DolocTown.Editor.DungeonPlatformGenerator/PlatformConfig","struct","private","System.ValueType","","False","True","DolocTown.Editor.DungeonPlatformGenerator","1","2","1","0","0x020011ED"
"DolocTown.NodeCanvas","DialogueTask_UnlockInteractableObject","DolocTown.NodeCanvas.DialogueTask_UnlockInteractableObject","class","public","DolocTown.NodeCanvas.DialogueTask","","False","False","","4","2","2","0","0x020008EB"
"DolocTown.NodeCanvas","MissionRequireGraphConfig","DolocTown.NodeCanvas.MissionRequireGraphConfig","class","public","System.Object","","False","False","","2","4","0","0","0x02000956"
"DolocTown.GameData","DepthFogConfigSO","DolocTown.GameData.DepthFogConfigSO","class","public","Sirenix.OdinInspector.SerializedScriptableObject","","False","False","","7","4","4","0","0x020009A2"
"DolocTown.GameData","ExpressDroneConfig","DolocTown.GameData.ExpressDroneConfig","class","public","UnityEngine.ScriptableObject","","False","False","","1","3","0","0","0x020009A4"
"DolocTown.GameData","NianConfig","DolocTown.GameData.NianConfig","class","public","UnityEngine.ScriptableObject","","False","False","","2","8","1","0","0x02000A16"
"","<>c","DolocTown.GameData.NianConfig/<>c","class","private","System.Object","","False","True","DolocTown.GameData.NianConfig","3","2","0","0","0x02001238"
"DolocTown.GameData","BulletMoverConfig","DolocTown.GameData.BulletMoverConfig","class","public","Sirenix.OdinInspector.SerializedScriptableObject","","False","False","","2","1","0","0","0x02000A25"
"DolocTown.GameData","DroneStructureVisibleSuitableType","DolocTown.GameData.DroneStructureVisibleSuitableType","enum","public","System.Enum","","False","True","","0","5","0","0","0x02000A2F"
"DolocTown.GameData","CountItemListConfig","DolocTown.GameData.CountItemListConfig","struct","public","System.ValueType","","False","True","","6","1","4","0","0x02000A3C"
"","<>c","DolocTown.GameData.CountItemListConfig/<>c","class","private","System.Object","","False","True","DolocTown.GameData.CountItemListConfig","3","2","0","0","0x0200123F"
"DolocTown.GameData","RangedItemListConfig","DolocTown.GameData.RangedItemListConfig","struct","public","System.ValueType","","False","True","","5","1","3","0","0x02000A3D"
"","<>c","DolocTown.GameData.RangedItemListConfig/<>c","class","private","System.Object","","False","True","DolocTown.GameData.RangedItemListConfig","4","3","0","0","0x02001240"
"DolocTown.GameData","EffectsConfigSO","DolocTown.GameData.EffectsConfigSO","class","public","Sirenix.OdinInspector.SerializedScriptableObject","DolocTown.GameData.IEffects","False","False","","4","1","0","0","0x02000A4E"
"DolocTown.GameData","DRockEffectsConfig","DolocTown.GameData.DRockEffectsConfig","class","public","UnityEngine.ScriptableObject","DolocTown.GameServiceLocator.IEffectsConfigProvider","False","False","","47","46","46","0","0x02000A78"
"DolocTown.GameData","GameConfigSO","DolocTown.GameData.GameConfigSO","class","public","UnityEngine.ScriptableObject","DolocTown.GameServiceLocator.IGameConfigProvider","False","False","","13","11","12","0","0x02000A79"
"DolocTown.GameData","GameInitConfig","DolocTown.GameData.GameInitConfig","class","public","Sirenix.OdinInspector.SerializedScriptableObject","","False","False","","8","42","1","0","0x02000A7A"
"","Item","DolocTown.GameData.GameInitConfig/Item","struct","public","System.ValueType","","False","True","DolocTown.GameData.GameInitConfig","0","2","0","0","0x02001257"
"","PortalInfo","DolocTown.GameData.GameInitConfig/PortalInfo","struct","private","System.ValueType","","False","True","DolocTown.GameData.GameInitConfig","0","1","0","0","0x02001258"
"","LuaScript","DolocTown.GameData.GameInitConfig/LuaScript","struct","public","System.ValueType","","False","True","DolocTown.GameData.GameInitConfig","1","2","0","0","0x02001259"
"","VersionCommandScriptGroup","DolocTown.GameData.GameInitConfig/VersionCommandScriptGroup","struct","public","System.ValueType","","False","True","DolocTown.GameData.GameInitConfig","1","2","0","0","0x0200125A"
"","CommandScript","DolocTown.GameData.GameInitConfig/CommandScript","struct","public","System.ValueType","","False","True","DolocTown.GameData.GameInitConfig","2","2","0","0","0x0200125B"
"","DLCScript","DolocTown.GameData.GameInitConfig/DLCScript","struct","public","System.ValueType","","False","True","DolocTown.GameData.GameInitConfig","2","3","0","0","0x0200125C"
"","<>c","DolocTown.GameData.GameInitConfig/<>c","class","private","System.Object","","False","True","DolocTown.GameData.GameInitConfig","4","3","0","0","0x0200125D"
"DolocTown.GameData","GameOuterConfig","DolocTown.GameData.GameOuterConfig","class","public","System.Object","","False","False","","2","4","0","0","0x02000A7B"
"DolocTown.GameData","GameOuterConfigSO","DolocTown.GameData.GameOuterConfigSO","class","public","UnityEngine.ScriptableObject","","False","False","","2","4","0","0","0x02000A7C"
"DolocTown.GameData","DateConfig","DolocTown.GameData.DateConfig","struct","public","System.ValueType","","False","True","","1","6","0","0","0x02000A7E"
"DolocTown.GameServiceLocator","IGameConfigProvider","DolocTown.GameServiceLocator.IGameConfigProvider","interface","public","","","True","False","","13","0","13","0","0x02000A87"
"DolocTown.GameServiceLocator","ISystemConfigProvider","DolocTown.GameServiceLocator.ISystemConfigProvider","interface","public","","","True","False","","7","0","7","0","0x02000A88"
"DolocTown.GameServiceLocator","IEffectsConfigProvider","DolocTown.GameServiceLocator.IEffectsConfigProvider","interface","public","","","True","False","","46","0","46","0","0x02000A89"
"DolocTown.Config","ArrayInt","DolocTown.Config.ArrayInt","class","public","Bright.Config.BeanBase","","False","True","","9","2","1","0","0x02000A8A"
"DolocTown.Config","CfgColor","DolocTown.Config.CfgColor","class","public","Bright.Config.BeanBase","","False","True","","15","5","4","0","0x02000A8B"
"DolocTown.Config","CfgHDRColor","DolocTown.Config.CfgHDRColor","class","public","Bright.Config.BeanBase","","False","True","","15","5","4","0","0x02000A8C"
"DolocTown.Config","CfgHexColor","DolocTown.Config.CfgHexColor","class","public","Bright.Config.BeanBase","","False","True","","9","2","1","0","0x02000A8D"
"DolocTown.Config","CfgVector2","DolocTown.Config.CfgVector2","class","public","Bright.Config.BeanBase","","False","True","","11","3","2","0","0x02000A8E"
"DolocTown.Config","CfgVector2Int","DolocTown.Config.CfgVector2Int","class","public","Bright.Config.BeanBase","","False","True","","11","3","2","0","0x02000A8F"
"DolocTown.Config","CfgVector3Int","DolocTown.Config.CfgVector3Int","class","public","Bright.Config.BeanBase","","False","True","","13","4","3","0","0x02000A90"
"DolocTown.Config","Tables","DolocTown.Config.Tables","class","public","System.Object","","False","True","","204","192","187","0","0x02000A91"
"","<>c__DisplayClass566_0","DolocTown.Config.Tables/<>c__DisplayClass566_0","class","private","System.Object","","False","True","DolocTown.Config.Tables","3","1","0","0","0x02001260"
"","<>c__DisplayClass567_0","DolocTown.Config.Tables/<>c__DisplayClass567_0","class","private","System.Object","","False","True","DolocTown.Config.Tables","2","1","0","0","0x02001261"
"","<>c__DisplayClass568_0","DolocTown.Config.Tables/<>c__DisplayClass568_0","class","private","System.Object","","False","True","DolocTown.Config.Tables","2","1","0","0","0x02001262"
"","<>c__DisplayClass569_0","DolocTown.Config.Tables/<>c__DisplayClass569_0","class","private","System.Object","","False","True","DolocTown.Config.Tables","3","1","0","0","0x02001263"
"","<>c__DisplayClass570_0","DolocTown.Config.Tables/<>c__DisplayClass570_0","class","private","System.Object","","False","True","DolocTown.Config.Tables","3","1","0","0","0x02001264"
"","<>c__DisplayClass571_0","DolocTown.Config.Tables/<>c__DisplayClass571_0","class","private","System.Object","","False","True","DolocTown.Config.Tables","3","1","0","0","0x02001265"
"","<>c__DisplayClass572_0","DolocTown.Config.Tables/<>c__DisplayClass572_0","class","private","System.Object","","False","True","DolocTown.Config.Tables","3","1","0","0","0x02001266"
"","<>c__DisplayClass573_0","DolocTown.Config.Tables/<>c__DisplayClass573_0","class","private","System.Object","","False","True","DolocTown.Config.Tables","3","1","0","0","0x02001267"
"","<>c__DisplayClass574_0","DolocTown.Config.Tables/<>c__DisplayClass574_0","class","private","System.Object","","False","True","DolocTown.Config.Tables","3","1","0","0","0x02001268"
"DolocTown.Config","Converter","DolocTown.Config.Converter","static class","public","System.Object","","True","True","","1","0","0","0","0x02000A92"
"DolocTown.Config","ExternalTypeUtil","DolocTown.Config.ExternalTypeUtil","class","public","System.Object","","False","False","","23","0","0","0","0x02000A93"
"DolocTown.Config","ITextProvider","DolocTown.Config.ITextProvider","interface","public","","","True","False","","3","0","0","0","0x02000A94"
"DolocTown.Config","ISpawnLut","DolocTown.Config.ISpawnLut","interface","public","","","True","False","","7","0","3","0","0x02000A95"
"","<>c__DisplayClass7_0`1","DolocTown.Config.ISpawnLut/<>c__DisplayClass7_0`1","class","private","System.Object","","False","True","DolocTown.Config.ISpawnLut","3","2","0","0","0x02001269"
"","<>c__DisplayClass8_0`1","DolocTown.Config.ISpawnLut/<>c__DisplayClass8_0`1","class","private","System.Object","","False","True","DolocTown.Config.ISpawnLut","2","1","0","0","0x0200126A"
"","<>c__DisplayClass9_0`1","DolocTown.Config.ISpawnLut/<>c__DisplayClass9_0`1","class","private","System.Object","","False","True","DolocTown.Config.ISpawnLut","3","2","0","0","0x0200126B"
"DolocTown.Config","DolocConfig","DolocTown.Config.DolocConfig","class","public","System.Object","","False","False","","9","2","2","0","0x02000A96"
"","BoolValue","DolocTown.Config.DolocConfig/BoolValue","enum","private","System.Enum","","False","True","DolocTown.Config.DolocConfig","0","3","0","0","0x0200126C"
"DolocTown.Config","ModManifest","DolocTown.Config.ModManifest","class","public","System.Object","","False","False","","7","7","2","0","0x02000A97"
"DolocTown.Config","ModSpriteMeta","DolocTown.Config.ModSpriteMeta","class","public","System.Object","","False","False","","2","2","0","0","0x02000A98"
"DolocTown.Config","ModWorkshopInfo","DolocTown.Config.ModWorkshopInfo","class","public","System.Object","","False","False","","1","1","0","0","0x02000A99"
"DolocTown.Config","ModInfo","DolocTown.Config.ModInfo","class","public","System.Object","","False","False","","35","21","13","0","0x02000A9A"
"DolocTown.Config","ModManager","DolocTown.Config.ModManager","class","public","System.Object","","False","False","","57","20","10","0","0x02000A9B"
"","LocalModUploadPlanCache","DolocTown.Config.ModManager/LocalModUploadPlanCache","class","private","System.Object","","False","False","DolocTown.Config.ModManager","1","2","0","0","0x0200126D"
"","<>c","DolocTown.Config.ModManager/<>c","class","private","System.Object","","False","True","DolocTown.Config.ModManager","5","4","0","0","0x0200126E"
"","<>c__DisplayClass82_0","DolocTown.Config.ModManager/<>c__DisplayClass82_0","class","private","System.Object","","False","True","DolocTown.Config.ModManager","2","3","0","0","0x0200126F"
"","<>c__DisplayClass85_0","DolocTown.Config.ModManager/<>c__DisplayClass85_0","class","private","System.Object","","False","True","DolocTown.Config.ModManager","2","3","0","0","0x02001270"
"DolocTown.Config","WorkshopUploadMode","DolocTown.Config.WorkshopUploadMode","enum","public","System.Enum","","False","True","","0","3","0","0","0x02000A9C"
"DolocTown.Config","WorkshopUploadPlan","DolocTown.Config.WorkshopUploadPlan","class","public","System.Object","","False","False","","3","2","2","0","0x02000A9D"
"DolocTown.Config","WorkshopUploadResult","DolocTown.Config.WorkshopUploadResult","class","public","System.Object","","False","False","","4","3","3","0","0x02000A9E"
"DolocTown.Config","SteamWorkshopUploader","DolocTown.Config.SteamWorkshopUploader","class","public","System.Object","","False","False","","15","10","3","0","0x02000A9F"
"","WorkshopL10nText","DolocTown.Config.SteamWorkshopUploader/WorkshopL10nText","struct","private","System.ValueType","","False","True","DolocTown.Config.SteamWorkshopUploader","1","3","0","0","0x02001271"
"","<>c__DisplayClass27_0","DolocTown.Config.SteamWorkshopUploader/<>c__DisplayClass27_0","class","private","System.Object","","False","True","DolocTown.Config.SteamWorkshopUploader","2","2","0","0","0x02001272"
"DolocTown.Config.Weight","SpriteWeight","DolocTown.Config.Weight.SpriteWeight","class","public","Bright.Config.BeanBase","","False","True","","11","3","2","0","0x02000AA0"
"DolocTown.Config.Weather","TbWeather","DolocTown.Config.Weather.TbWeather","class","public","System.Object","","False","True","","12","2","4","0","0x02000AA1"
"DolocTown.Config.Weather","WeatherInfo","DolocTown.Config.Weather.WeatherInfo","class","public","Bright.Config.BeanBase","","False","True","","30","14","13","0","0x02000AA2"
"DolocTown.Config.Weather","WeatherType","DolocTown.Config.Weather.WeatherType","enum","public","System.Enum","","False","True","","0","9","0","0","0x02000AA3"
"DolocTown.Config.UI","AlignmentText","DolocTown.Config.UI.AlignmentText","class","public","Bright.Config.BeanBase","","False","True","","12","4","3","0","0x02000AA4"
