"caller_type","caller_method","caller_full_name","offset","opcode","target_type","target_method","target_full_name"
"DolocTown.ModUiState","RefreshCurrentModUploadPlan","System.Void DolocTown.ModUiState::RefreshCurrentModUploadPlan()","IL_0058","callvirt","DolocTown.Config.ModManager","ResolveLocalModUploadPlan","System.Void DolocTown.Config.ModManager::ResolveLocalModUploadPlan(DolocTown.Config.ModInfo,System.Action`1<DolocTown.Config.WorkshopUploadPlan>)"
"DolocTown.ModUiState","OnMenuIconSelect","System.Void DolocTown.ModUiState::OnMenuIconSelect(System.Int32)","IL_0027","call","DolocTown.ModUiState","get_menuConfig","DolocTown.Config.UI.TbModMenu DolocTown.ModUiState::get_menuConfig()"
"DolocTown.ModUiState","OnMenuIconSelect","System.Void DolocTown.ModUiState::OnMenuIconSelect(System.Int32)","IL_002C","callvirt","DolocTown.Config.UI.TbModMenu","get_DataList","System.Collections.Generic.List`1<DolocTown.Config.UI.ModMenuInfo> DolocTown.Config.UI.TbModMenu::get_DataList()"
"DolocTown.ModUiState","OnMenuIconSelect","System.Void DolocTown.ModUiState::OnMenuIconSelect(System.Int32)","IL_0037","callvirt","System.Collections.Generic.List`1<DolocTown.Config.UI.ModMenuInfo>","get_Item","!0 System.Collections.Generic.List`1<DolocTown.Config.UI.ModMenuInfo>::get_Item(System.Int32)"
"DolocTown.ModUiState","OnMenuIconSelect","System.Void DolocTown.ModUiState::OnMenuIconSelect(System.Int32)","IL_003C","callvirt","DolocTown.Config.UI.ModMenuInfo","get_Title","System.String DolocTown.Config.UI.ModMenuInfo::get_Title()"
"DolocTown.ModUiState","RefreshData","System.Void DolocTown.ModUiState::RefreshData()","IL_0006","callvirt","System.Collections.Generic.List`1<DolocTown.Config.ModInfo>","Clear","System.Void System.Collections.Generic.List`1<DolocTown.Config.ModInfo>::Clear()"
"DolocTown.ModUiState","RefreshData","System.Void DolocTown.ModUiState::RefreshData()","IL_000C","call","DolocTown.ModUiState","get_modManager","DolocTown.Config.ModManager DolocTown.ModUiState::get_modManager()"
"DolocTown.ModUiState","RefreshData","System.Void DolocTown.ModUiState::RefreshData()","IL_0011","callvirt","DolocTown.Config.ModManager","get_SortedModInfos","System.Collections.Generic.List`1<DolocTown.Config.ModInfo> DolocTown.Config.ModManager::get_SortedModInfos()"
"DolocTown.ModUiState","RefreshData","System.Void DolocTown.ModUiState::RefreshData()","IL_0016","callvirt","System.Collections.Generic.List`1<DolocTown.Config.ModInfo>","ToArray","!0[] System.Collections.Generic.List`1<DolocTown.Config.ModInfo>::ToArray()"
"DolocTown.ModUiState","RefreshData","System.Void DolocTown.ModUiState::RefreshData()","IL_001D","call","DolocTown.DolocPatch","IsNullOrEmpty","System.Boolean DolocTown.DolocPatch::IsNullOrEmpty<DolocTown.Config.ModInfo>(T[])"
"DolocTown.ModUiState","RefreshData","System.Void DolocTown.ModUiState::RefreshData()","IL_0025","call","DolocTown.ModUiState","get_currentMenyType","DolocTown.Config.UI.ModMenuType DolocTown.ModUiState::get_currentMenyType()"
"DolocTown.ModUiState","RefreshData","System.Void DolocTown.ModUiState::RefreshData()","IL_0043","ldftn","DolocTown.ModUiState/<>c","<RefreshData>b__33_0","System.Boolean DolocTown.ModUiState/<>c::<RefreshData>b__33_0(DolocTown.Config.ModInfo)"
"DolocTown.ModUiState","RefreshData","System.Void DolocTown.ModUiState::RefreshData()","IL_0049","newobj","System.Func`2<DolocTown.Config.ModInfo,System.Boolean>",".ctor","System.Void System.Func`2<DolocTown.Config.ModInfo,System.Boolean>::.ctor(System.Object,System.IntPtr)"
"DolocTown.ModUiState","RefreshData","System.Void DolocTown.ModUiState::RefreshData()","IL_0054","call","System.Linq.Enumerable","Where","System.Collections.Generic.IEnumerable`1<!!0> System.Linq.Enumerable::Where<DolocTown.Config.ModInfo>(System.Collections.Generic.IEnumerable`1<!!0>,System.Func`2<!!0,System.Boolean>)"
"DolocTown.ModUiState","RefreshData","System.Void DolocTown.ModUiState::RefreshData()","IL_0059","call","System.Linq.Enumerable","ToList","System.Collections.Generic.List`1<!!0> System.Linq.Enumerable::ToList<DolocTown.Config.ModInfo>(System.Collections.Generic.IEnumerable`1<!!0>)"
"DolocTown.ModUiState","RefreshData","System.Void DolocTown.ModUiState::RefreshData()","IL_0070","ldftn","DolocTown.ModUiState/<>c","<RefreshData>b__33_1","System.Boolean DolocTown.ModUiState/<>c::<RefreshData>b__33_1(DolocTown.Config.ModInfo)"
"DolocTown.ModUiState","RefreshData","System.Void DolocTown.ModUiState::RefreshData()","IL_0076","newobj","System.Func`2<DolocTown.Config.ModInfo,System.Boolean>",".ctor","System.Void System.Func`2<DolocTown.Config.ModInfo,System.Boolean>::.ctor(System.Object,System.IntPtr)"
"DolocTown.ModUiState","RefreshData","System.Void DolocTown.ModUiState::RefreshData()","IL_0081","call","System.Linq.Enumerable","Where","System.Collections.Generic.IEnumerable`1<!!0> System.Linq.Enumerable::Where<DolocTown.Config.ModInfo>(System.Collections.Generic.IEnumerable`1<!!0>,System.Func`2<!!0,System.Boolean>)"
"DolocTown.ModUiState","RefreshData","System.Void DolocTown.ModUiState::RefreshData()","IL_0086","call","System.Linq.Enumerable","ToList","System.Collections.Generic.List`1<!!0> System.Linq.Enumerable::ToList<DolocTown.Config.ModInfo>(System.Collections.Generic.IEnumerable`1<!!0>)"
"DolocTown.ModUiState","RefreshData","System.Void DolocTown.ModUiState::RefreshData()","IL_008F","call","System.Linq.Enumerable","ToList","System.Collections.Generic.List`1<!!0> System.Linq.Enumerable::ToList<DolocTown.Config.ModInfo>(System.Collections.Generic.IEnumerable`1<!!0>)"
"DolocTown.ModUiState","ToggleModEnabled","System.Void DolocTown.ModUiState::ToggleModEnabled(System.Int32)","IL_0007","callvirt","System.Collections.Generic.List`1<DolocTown.Config.ModInfo>","get_Item","!0 System.Collections.Generic.List`1<DolocTown.Config.ModInfo>::get_Item(System.Int32)"
"DolocTown.ModUiState","ToggleModEnabled","System.Void DolocTown.ModUiState::ToggleModEnabled(System.Int32)","IL_000E","call","DolocTown.ModUiState","get_modManager","DolocTown.Config.ModManager DolocTown.ModUiState::get_modManager()"
"DolocTown.ModUiState","ToggleModEnabled","System.Void DolocTown.ModUiState::ToggleModEnabled(System.Int32)","IL_0014","callvirt","DolocTown.Config.ModManager","ToggleModEnabled","System.Void DolocTown.Config.ModManager::ToggleModEnabled(DolocTown.Config.ModInfo)"
"DolocTown.ModUiState","ToggleModEnabled","System.Void DolocTown.ModUiState::ToggleModEnabled(System.Int32)","IL_0022","call","DolocTown.ModUiState","SelectMod","System.Void DolocTown.ModUiState::SelectMod(DolocTown.Config.ModInfo)"
"DolocTown.ModUiState","MoveModUp","System.Void DolocTown.ModUiState::MoveModUp(System.Int32)","IL_0007","callvirt","System.Collections.Generic.List`1<DolocTown.Config.ModInfo>","get_Item","!0 System.Collections.Generic.List`1<DolocTown.Config.ModInfo>::get_Item(System.Int32)"
"DolocTown.ModUiState","MoveModUp","System.Void DolocTown.ModUiState::MoveModUp(System.Int32)","IL_000E","call","DolocTown.ModUiState","get_modManager","DolocTown.Config.ModManager DolocTown.ModUiState::get_modManager()"
"DolocTown.ModUiState","MoveModUp","System.Void DolocTown.ModUiState::MoveModUp(System.Int32)","IL_0014","callvirt","DolocTown.Config.ModManager","MovePrev","System.Int32 DolocTown.Config.ModManager::MovePrev(DolocTown.Config.ModInfo)"
"DolocTown.ModUiState","MoveModUp","System.Void DolocTown.ModUiState::MoveModUp(System.Int32)","IL_0023","call","DolocTown.ModUiState","SelectMod","System.Void DolocTown.ModUiState::SelectMod(DolocTown.Config.ModInfo)"
"DolocTown.ModUiState","MoveModDown","System.Void DolocTown.ModUiState::MoveModDown(System.Int32)","IL_0007","callvirt","System.Collections.Generic.List`1<DolocTown.Config.ModInfo>","get_Item","!0 System.Collections.Generic.List`1<DolocTown.Config.ModInfo>::get_Item(System.Int32)"
"DolocTown.ModUiState","MoveModDown","System.Void DolocTown.ModUiState::MoveModDown(System.Int32)","IL_000E","call","DolocTown.ModUiState","get_modManager","DolocTown.Config.ModManager DolocTown.ModUiState::get_modManager()"
"DolocTown.ModUiState","MoveModDown","System.Void DolocTown.ModUiState::MoveModDown(System.Int32)","IL_0014","callvirt","DolocTown.Config.ModManager","MoveNext","System.Int32 DolocTown.Config.ModManager::MoveNext(DolocTown.Config.ModInfo)"
"DolocTown.ModUiState","MoveModDown","System.Void DolocTown.ModUiState::MoveModDown(System.Int32)","IL_0023","call","DolocTown.ModUiState","SelectMod","System.Void DolocTown.ModUiState::SelectMod(DolocTown.Config.ModInfo)"
"DolocTown.ModUiState","SelectMod","System.Void DolocTown.ModUiState::SelectMod(DolocTown.Config.ModInfo)","IL_0022","callvirt","System.Collections.Generic.List`1<DolocTown.Config.ModInfo>","get_Item","!0 System.Collections.Generic.List`1<DolocTown.Config.ModInfo>::get_Item(System.Int32)"
"DolocTown.ModUiState","SelectMod","System.Void DolocTown.ModUiState::SelectMod(DolocTown.Config.ModInfo)","IL_007B","callvirt","System.Collections.Generic.List`1<DolocTown.Config.ModInfo>","get_Count","System.Int32 System.Collections.Generic.List`1<DolocTown.Config.ModInfo>::get_Count()"
"DolocTown.ModUiState","UploadMod","System.Void DolocTown.ModUiState::UploadMod(System.Int32)","IL_0023","call","DolocTown.ModUiState","get_modManager","DolocTown.Config.ModManager DolocTown.ModUiState::get_modManager()"
"DolocTown.ModUiState","UploadMod","System.Void DolocTown.ModUiState::UploadMod(System.Int32)","IL_002F","ldftn","DolocTown.ModUiState/<>c__DisplayClass43_0","<UploadMod>b__0","System.Void DolocTown.ModUiState/<>c__DisplayClass43_0::<UploadMod>b__0(DolocTown.Config.WorkshopUploadPlan)"
"DolocTown.ModUiState","UploadMod","System.Void DolocTown.ModUiState::UploadMod(System.Int32)","IL_0035","newobj","System.Action`1<DolocTown.Config.WorkshopUploadPlan>",".ctor","System.Void System.Action`1<DolocTown.Config.WorkshopUploadPlan>::.ctor(System.Object,System.IntPtr)"
"DolocTown.ModUiState","UploadMod","System.Void DolocTown.ModUiState::UploadMod(System.Int32)","IL_003A","callvirt","DolocTown.Config.ModManager","ResolveLocalModUploadPlan","System.Void DolocTown.Config.ModManager::ResolveLocalModUploadPlan(DolocTown.Config.ModInfo,System.Action`1<DolocTown.Config.WorkshopUploadPlan>)"
"DolocTown.ModUiState","ShowUploadResultMessage","System.Void DolocTown.ModUiState::ShowUploadResultMessage(DolocTown.Config.WorkshopUploadResult)","IL_0001","callvirt","DolocTown.Config.WorkshopUploadResult","get_mode","DolocTown.Config.WorkshopUploadMode DolocTown.Config.WorkshopUploadResult::get_mode()"
"DolocTown.ModUiState","ShowUploadResultMessage","System.Void DolocTown.ModUiState::ShowUploadResultMessage(DolocTown.Config.WorkshopUploadResult)","IL_000A","callvirt","DolocTown.Config.WorkshopUploadResult","get_success","System.Boolean DolocTown.Config.WorkshopUploadResult::get_success()"
"DolocTown.ModUiState","ShowUploadResultMessage","System.Void DolocTown.ModUiState::ShowUploadResultMessage(DolocTown.Config.WorkshopUploadResult)","IL_003F","callvirt","DolocTown.Config.WorkshopUploadResult","get_success","System.Boolean DolocTown.Config.WorkshopUploadResult::get_success()"
"DolocTown.ModUiState","OpenLocalSpace","System.Void DolocTown.ModUiState::OpenLocalSpace(System.Int32)","IL_0013","callvirt","DolocTown.Config.ModInfo","get_rootPath","System.String DolocTown.Config.ModInfo::get_rootPath()"
